Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,100Hz,AG-L,PMv-R,5.0,0.0195
iPDC,100Hz,AG-R,S1-L,8.0,0.0488
iPDC,100Hz,AG-R,S1-R,8.0,0.0488
iPDC,100Hz,FEF-R,M1-R,5.0,0.0195
iPDC,100Hz,IPL-L,SMA-L,4.0,0.0137
iPDC,100Hz,IPL-L,V3-R,6.0,0.0273
iPDC,100Hz,IPL-R,M1-R,7.0,0.0371
iPDC,100Hz,M1-R,PMv-L,4.0,0.0137
iPDC,100Hz,PMd-L,mIPS-L,3.0,0.0098
iPDC,100Hz,PMd-R,FEF-R,6.0,0.0273
iPDC,100Hz,PMd-R,POJ-L,5.0,0.0195
iPDC,100Hz,PMv-R,PMd-R,6.0,0.0273
iPDC,100Hz,PMv-R,mIPS-L,1.0,0.0039
iPDC,100Hz,POJ-L,PMd-R,3.0,0.0098
iPDC,100Hz,POJ-L,S1-L,5.0,0.0195
iPDC,100Hz,POJ-L,STS-L,2.0,0.0059
iPDC,100Hz,POJ-L,V1-L,7.0,0.0371
iPDC,100Hz,POJ-R,POJ-L,4.0,0.0137
iPDC,100Hz,S1-L,PMd-R,2.0,0.0059
iPDC,100Hz,S1-L,SMA-R,7.0,0.0371
iPDC,100Hz,S1-L,SPL-L,8.0,0.0488
iPDC,100Hz,S1-L,V3-L,7.0,0.0371
iPDC,100Hz,S1-R,AG-L,8.0,0.0488
iPDC,100Hz,S1-R,V3-R,6.0,0.0273
iPDC,100Hz,SMA-L,S1-L,5.0,0.0195
iPDC,100Hz,SMA-R,PMv-L,3.0,0.0098
iPDC,100Hz,SPOC-R,mIPS-L,7.0,0.0371
iPDC,100Hz,STS-R,V3-L,6.0,0.0273
iPDC,100Hz,STS-R,mIPS-L,7.0,0.0371
iPDC,100Hz,V1-L,SMA-R,8.0,0.0488
iPDC,100Hz,V1-L,SPOC-R,7.0,0.0371
iPDC,100Hz,V1-L,mIPS-L,7.0,0.0371
iPDC,100Hz,V3-L,AG-R,8.0,0.0488
iPDC,100Hz,V3-R,PMv-L,7.0,0.0371
iPDC,100Hz,V3-R,SPL-L,5.0,0.0195
iPDC,100Hz,V3-R,mIPS-L,4.0,0.0137
iPDC,100Hz,VIP-L,S1-L,5.0,0.0195
iPDC,100Hz,VIP-R,PMv-R,7.0,0.0371
iPDC,100Hz,VIP-R,STS-R,2.0,0.0059
iPDC,100Hz,mIPS-L,S1-L,5.0,0.0195
iPDC,100Hz,mIPS-L,STS-L,5.0,0.0195
iPDC,100Hz,mIPS-R,AG-R,8.0,0.0488
iPDC,100Hz,mIPS-R,PMd-R,8.0,0.0488
iPDC,10Hz,AG-L,SPL-R,1.0,0.0039
iPDC,10Hz,AG-R,PMd-L,3.0,0.0098
iPDC,10Hz,AG-R,POJ-L,4.0,0.0137
iPDC,10Hz,FEF-L,V3-L,7.0,0.0371
iPDC,10Hz,IPL-L,PMd-L,6.0,0.0273
iPDC,10Hz,IPL-L,S1-R,5.0,0.0195
iPDC,10Hz,IPL-L,SPOC-L,4.0,0.0137
iPDC,10Hz,IPL-L,SPOC-R,8.0,0.0488
iPDC,10Hz,M1-L,IPL-L,5.0,0.0195
iPDC,10Hz,M1-L,PMd-L,8.0,0.0488
iPDC,10Hz,M1-R,IPL-L,4.0,0.0137
iPDC,10Hz,M1-R,SMA-R,7.0,0.0371
iPDC,10Hz,PMd-L,PMv-L,8.0,0.0488
iPDC,10Hz,PMd-L,SPL-L,6.0,0.0273
iPDC,10Hz,PMd-R,STS-R,7.0,0.0371
iPDC,10Hz,PMd-R,mIPS-R,8.0,0.0488
iPDC,10Hz,PMv-L,IPL-L,8.0,0.0488
iPDC,10Hz,PMv-L,PMv-R,7.0,0.0371
iPDC,10Hz,PMv-R,mIPS-L,2.0,0.0059
