Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,100Hz,AG-R,S1-R,5.0,0.0195
gPDC,100Hz,AG-R,STS-R,6.0,0.0273
gPDC,100Hz,FEF-R,M1-R,7.0,0.0371
gPDC,100Hz,IPL-R,M1-R,6.0,0.0273
gPDC,100Hz,IPL-R,V1-L,6.0,0.0273
gPDC,100Hz,IPL-R,V1-R,8.0,0.0488
gPDC,100Hz,IPL-R,mIPS-L,7.0,0.0371
gPDC,100Hz,M1-L,PMd-R,7.0,0.0371
gPDC,100Hz,M1-R,PMv-L,6.0,0.0273
gPDC,100Hz,PMd-L,mIPS-L,3.0,0.0098
gPDC,100Hz,PMd-R,FEF-R,6.0,0.0273
gPDC,100Hz,PMd-R,IPL-R,8.0,0.0488
gPDC,100Hz,PMd-R,POJ-L,6.0,0.0273
gPDC,100Hz,PMv-L,mIPS-L,6.0,0.0273
gPDC,100Hz,PMv-R,mIPS-L,5.0,0.0195
gPDC,100Hz,POJ-L,IPL-R,0.0,0.002
gPDC,100Hz,POJ-L,STS-L,6.0,0.0273
gPDC,100Hz,POJ-L,STS-R,8.0,0.0488
gPDC,100Hz,POJ-L,V1-L,7.0,0.0371
gPDC,100Hz,POJ-L,V3-L,6.0,0.0273
gPDC,100Hz,POJ-L,VIP-L,7.0,0.0371
gPDC,100Hz,POJ-R,POJ-L,6.0,0.0273
gPDC,100Hz,S1-L,PMd-R,4.0,0.0137
gPDC,100Hz,S1-L,V3-L,6.0,0.0273
gPDC,100Hz,S1-R,V3-R,4.0,0.0137
gPDC,100Hz,SMA-L,S1-L,4.0,0.0137
gPDC,100Hz,SMA-R,PMv-L,3.0,0.0098
gPDC,100Hz,SPL-L,AG-R,6.0,0.0273
gPDC,100Hz,SPL-L,S1-L,7.0,0.0371
gPDC,100Hz,SPL-L,SPOC-R,1.0,0.0039
gPDC,100Hz,SPL-R,AG-R,7.0,0.0371
gPDC,100Hz,SPOC-L,IPL-L,7.0,0.0371
gPDC,100Hz,SPOC-R,mIPS-L,6.0,0.0273
gPDC,100Hz,STS-L,SMA-R,7.0,0.0371
gPDC,100Hz,STS-R,M1-L,8.0,0.0488
gPDC,100Hz,STS-R,V3-L,7.0,0.0371
gPDC,100Hz,V1-L,PMv-R,7.0,0.0371
gPDC,100Hz,V1-L,SMA-R,4.0,0.0137
gPDC,100Hz,V1-L,SPOC-R,8.0,0.0488
gPDC,100Hz,V1-L,mIPS-L,3.0,0.0098
