Subject_id,Subject,Region_id,Region,Condition,Strength_in,Strength_out,Strength,Clust_coef,Efficiency,Route_efficiency_log,Route_efficiency_inv
1,DOC,1,V1-L,RT_Pronation_pro_L,0.187048470046772,0.380392802908901,0.567441272955672,0.00661889528912483,0.00696604596082335,6.21027077357181,0.552234023196918
1,DOC,2,V3-L,RT_Pronation_pro_L,0.263237585673654,0.287861400674036,0.551098986347691,0.00668483040600126,0.00707242803859654,6.20627392555402,0.551736421737417
1,DOC,3,STS-L,RT_Pronation_pro_L,0.0591526323757911,0.338935140884212,0.398087773260003,0.00426134406213923,0.00452874444194499,6.25531037267078,0.5577857650566
1,DOC,4,IPL-L,RT_Pronation_pro_L,0.971997050319561,0.350790443792818,1.32278749411238,0.0097801523686025,0.0103226530449615,6.14085360595304,0.524548529980056
1,DOC,5,SPL-L,RT_Pronation_pro_L,0.364110379789086,0.324020198330009,0.688130578119095,0.00733878407904973,0.00778966384267158,6.1903669421899,0.545313028257898
1,DOC,6,AG-L,RT_Pronation_pro_L,0.295948370482697,0.241748751665326,0.537697122148023,0.00674801315850198,0.00715164785825074,6.20808601814688,0.554179735938195
1,DOC,7,mIPS-L,RT_Pronation_pro_L,0.542956724414944,0.245555459528539,0.788512183943483,0.00878873996125199,0.00931475375748939,6.17271196968754,0.54782577301946
1,DOC,8,VIP-L,RT_Pronation_pro_L,0.668801430313013,0.379675788646058,1.04847721895907,0.00881174973550116,0.00928566365364208,6.16694890924196,0.531347019140498
1,DOC,9,SPOC-L,RT_Pronation_pro_L,0.524531617190865,0.22829773888464,0.752829356075505,0.00757616421815257,0.00799972434666916,6.18935255065777,0.544892608075311
1,DOC,10,S1-L,RT_Pronation_pro_L,0.408019150741579,0.626697859146554,1.03471700988813,0.00848953345988539,0.00899588905755989,6.16653577136587,0.533138814822066
1,DOC,11,M1-L,RT_Pronation_pro_L,0.564275967836783,0.884613448980127,1.44888941681691,0.0109249182229282,0.0115147665836986,6.11688800700521,0.497686738354753
1,DOC,12,SMA-L,RT_Pronation_pro_L,0.346403710497202,0.361449267486368,0.70785297798357,0.00719614284505342,0.00764418317165273,6.19586596718117,0.545548583335254
1,DOC,13,PMd-L,RT_Pronation_pro_L,0.261028424172249,0.507549954763215,0.768578378935465,0.00717817034970169,0.00758307139263862,6.19290752188803,0.536165501115572
1,DOC,14,PMv-L,RT_Pronation_pro_L,0.0837489618938847,0.163384833428721,0.247133795322606,0.00349697850975845,0.00372485738161039,6.27207558758906,0.565138577938115
1,DOC,15,FEF-L,RT_Pronation_pro_L,0.213520588922864,0.335360020935141,0.548880609858005,0.00606434256354806,0.00643957122715992,6.21375128649936,0.552848166129211
1,DOC,16,POJ-L,RT_Pronation_pro_L,0.254818762799908,0.222756023937832,0.47757478673774,0.00622999487367758,0.00663019827260601,6.21644666386941,0.553946832479756
1,DOC,17,V1-R,RT_Pronation_pro_L,0.198534095087914,0.282797304336765,0.481331399424679,0.00583818096244713,0.00617775895728694,6.22395573584049,0.55694488852344
1,DOC,18,V3-R,RT_Pronation_pro_L,0.18811094816863,0.322201192462492,0.510312140631122,0.00596447043732,0.00630908315659165,6.2210712918299,0.556770430315579
1,DOC,19,STS-R,RT_Pronation_pro_L,0.133499942866038,0.423459654588538,0.556959597454576,0.00596136627347754,0.00628536348088549,6.21972945715348,0.553554441839639
1,DOC,20,IPL-R,RT_Pronation_pro_L,0.173933045905701,0.426385238834538,0.600318284740238,0.00651162103359332,0.0068887772511927,6.20859009398617,0.554855392558641
1,DOC,21,SPL-R,RT_Pronation_pro_L,0.576840538207836,0.598657321245232,1.17549785945307,0.0105444261726404,0.0111713741936697,6.1385720434681,0.532045081546821
1,DOC,22,AG-R,RT_Pronation_pro_L,0.80535200036735,0.208539269338126,1.01389126970548,0.00928026222465548,0.00985279796738002,6.1590624727524,0.536846636448351
1,DOC,23,mIPS-R,RT_Pronation_pro_L,0.895897270442096,0.321124099778142,1.21702137022024,0.0109795640751016,0.0116088927741281,6.13092911392556,0.52617246586115
1,DOC,24,VIP-R,RT_Pronation_pro_L,0.38120961075424,0.837557630347255,1.21876724110149,0.00990859573412967,0.0104803998286628,6.14205178758971,0.527836718700018
1,DOC,25,SPOC-R,RT_Pronation_pro_L,0.543417061479416,0.323472551339494,0.86688961281891,0.00871424134499705,0.00922638812206302,6.17027430674964,0.543490499924176
1,DOC,26,S1-R,RT_Pronation_pro_L,0.216124016979836,0.307224741311661,0.523348758291496,0.00666056521567785,0.00704442311249942,6.21035102069421,0.556426976301101
1,DOC,27,M1-R,RT_Pronation_pro_L,0.321315782123541,0.368066506381955,0.689382288505496,0.00729846118342699,0.00772031833926338,6.19195077696959,0.545504195107781
1,DOC,28,SMA-R,RT_Pronation_pro_L,0.348384254070236,0.345535268401223,0.693919522471459,0.00747741071394899,0.00795495892006155,6.18993832339984,0.547253239825946
1,DOC,29,PMd-R,RT_Pronation_pro_L,0.16046671742671,0.402467074497861,0.562933791924571,0.00586923027390936,0.00621208390933051,6.21927722536199,0.553743834007356
1,DOC,30,PMv-R,RT_Pronation_pro_L,0.0738863330912923,0.28273041898409,0.356616752075382,0.00429516426478383,0.00457224715911723,6.25201787133208,0.559955820885729
1,DOC,31,FEF-R,RT_Pronation_pro_L,0.129970363444313,0.346905181137002,0.476875544581315,0.00475369860801057,0.00503141080629297,6.23865980892543,0.55640342660567
1,DOC,32,POJ-R,RT_Pronation_pro_L,0.82826750840468,0.308596729313811,1.13686423771849,0.0103653101373746,0.0109999976400968,6.14096795768423,0.536584160116381
2,GB,1,V1-L,RT_Pronation_pro_L,0.194574531312171,0.2534179742367,0.447992505548871,0.00416659497799497,0.00455646008249914,5.52835107242567,0.389466329000084
2,GB,2,V3-L,RT_Pronation_pro_L,0.0944960609521164,0.364812159983046,0.459308220935162,0.00380202124614445,0.00416216978271339,5.53789944525683,0.391190572803131
2,GB,3,STS-L,RT_Pronation_pro_L,0.134161187016542,0.120437323665938,0.25459851068248,0.00300901801966056,0.00330721577403582,5.55603535203229,0.40150489900744
2,GB,4,IPL-L,RT_Pronation_pro_L,0.378578583802258,0.270402897827085,0.648981481629344,0.00500814938739675,0.00546976694313637,5.4993623306837,0.372108301390435
2,GB,5,SPL-L,RT_Pronation_pro_L,0.280526721265052,0.343544514646056,0.624071235911108,0.00495801283249582,0.00544083131463577,5.49488822985092,0.37422300243113
2,GB,6,AG-L,RT_Pronation_pro_L,0.534197438248171,0.150278403198697,0.684475841446867,0.00504353931643312,0.00553969298903298,5.49918228907549,0.380413217936796
2,GB,7,mIPS-L,RT_Pronation_pro_L,0.603794438200623,0.280169005283053,0.883963443483676,0.00680690628134766,0.00747057665830918,5.4568332818678,0.373521932181514
2,GB,8,VIP-L,RT_Pronation_pro_L,0.168109353278939,0.534333912778936,0.702443266057876,0.00494362491536848,0.00546521343999238,5.49193535790765,0.378105391482953
2,GB,9,SPOC-L,RT_Pronation_pro_L,0.348606780817084,0.71020199277807,1.05880877359515,0.0066236141561345,0.00726485513200326,5.46038431226504,0.367766536587326
2,GB,10,S1-L,RT_Pronation_pro_L,0.24786090863307,0.177675701700204,0.425536610333274,0.00413162041219004,0.00453400869396466,5.52307371671005,0.391275123656857
2,GB,11,M1-L,RT_Pronation_pro_L,0.184497215800652,0.111048511707113,0.295545727507765,0.00344979396182047,0.00376608971739052,5.54848745212007,0.402635227756309
2,GB,12,SMA-L,RT_Pronation_pro_L,0.263374352724358,0.118189249291791,0.381563602016149,0.00381842523289951,0.00417871012783569,5.53439784875561,0.398895463001431
2,GB,13,PMd-L,RT_Pronation_pro_L,0.190946580860826,0.204509941166887,0.395456522027713,0.00342877337881273,0.00373904044005553,5.54398589968833,0.394841344811274
2,GB,14,PMv-L,RT_Pronation_pro_L,0.061653239996292,0.135128792179888,0.19678203217618,0.00245147366933323,0.00268615932897316,5.5766654074339,0.405965853095567
2,GB,15,FEF-L,RT_Pronation_pro_L,0.119633771931494,0.255962221783614,0.375595993715108,0.00321941403403053,0.00352828589391387,5.54506013073849,0.394962955488536
2,GB,16,POJ-L,RT_Pronation_pro_L,0.748698633070781,0.58928243789032,1.3379810709611,0.00749819406565511,0.00816577920228673,5.42335938555033,0.339871961318514
2,GB,17,V1-R,RT_Pronation_pro_L,0.137706416091344,0.161308364542877,0.299014780634221,0.00341779081574896,0.00375860364373189,5.5481130421205,0.39991891846849
2,GB,18,V3-R,RT_Pronation_pro_L,0.136399169153902,0.155525223457771,0.291924392611673,0.00332783340657573,0.00365981647152446,5.54888256338187,0.401758965332214
2,GB,19,STS-R,RT_Pronation_pro_L,0.112843746138301,0.146072729508522,0.258916475646823,0.00319210890334893,0.00349849371694795,5.55474097013793,0.403395812492195
2,GB,20,IPL-R,RT_Pronation_pro_L,0.204661422398523,0.145277043682402,0.349938466080925,0.0042132250640385,0.00463902313615993,5.52810802872866,0.402024601344878
2,GB,21,SPL-R,RT_Pronation_pro_L,0.168795161661149,0.211859800664348,0.380654962325497,0.00360044057914144,0.0039463247339741,5.53891548395743,0.392146812399359
2,GB,22,AG-R,RT_Pronation_pro_L,0.106240349604804,0.188115320660812,0.294355670265616,0.00342330269958064,0.00373252378562221,5.54981633223663,0.398174166527614
2,GB,23,mIPS-R,RT_Pronation_pro_L,0.142827201246828,0.206897253052883,0.349724454299711,0.0036115504988317,0.00395128487728745,5.53813175013735,0.392715899411608
2,GB,24,VIP-R,RT_Pronation_pro_L,0.152953722561742,0.138947073436475,0.291900795998217,0.00319679049536145,0.00351145454955173,5.54930057393553,0.397934822244064
2,GB,25,SPOC-R,RT_Pronation_pro_L,0.323340735082606,0.298789427693167,0.622130162775774,0.00467559844747903,0.00513249593186257,5.50711918272924,0.381812799811725
2,GB,26,S1-R,RT_Pronation_pro_L,0.24227636448911,0.121055911251616,0.363332275740726,0.00401178328769855,0.00441994456641373,5.53032058835815,0.402239102481229
2,GB,27,M1-R,RT_Pronation_pro_L,0.123351307413577,0.163221464515325,0.286572771928902,0.00339639728229232,0.00373235505130932,5.54770064871578,0.404426427430524
2,GB,28,SMA-R,RT_Pronation_pro_L,0.203442396877564,0.216493227685033,0.419935624562597,0.00419316475604206,0.00459477117879062,5.52001380428751,0.396600104772945
2,GB,29,PMd-R,RT_Pronation_pro_L,0.218544758569864,0.109431073111242,0.327975831681106,0.00367237849853774,0.00403098652455713,5.54009893028942,0.401963880423211
2,GB,30,PMv-R,RT_Pronation_pro_L,0.110711052395722,0.102292496773522,0.213003549169244,0.00283761709413571,0.00311128676862296,5.56430005960618,0.406302537406181
2,GB,31,FEF-R,RT_Pronation_pro_L,0.106802470000063,0.181608483911731,0.288410953911794,0.00344906230922351,0.0037822065110499,5.544424056021,0.40375006920934
2,GB,32,POJ-R,RT_Pronation_pro_L,0.328706774848482,0.207022912378883,0.535729687227365,0.00453819127523535,0.0049714926059615,5.51342498190826,0.385425421160469
3,JDC,1,V1-L,RT_Pronation_pro_L,0.223750369464236,0.28478092630171,0.508531295765946,0.00534068432526349,0.00586921847904768,6.14464371708709,0.630722857031086
3,JDC,2,V3-L,RT_Pronation_pro_L,0.110081785935739,0.15032759624584,0.260409382181578,0.00359090577422827,0.00394555883401593,6.18702272657381,0.642134102763449
3,JDC,3,STS-L,RT_Pronation_pro_L,0.104884750478993,0.233026238131609,0.337910988610602,0.00394851350284902,0.00430176015537435,6.1748243035926,0.635409818371695
3,JDC,4,IPL-L,RT_Pronation_pro_L,0.454153249367864,0.371213455671811,0.825366705039675,0.00685521468406752,0.00751830706702564,6.10257461698153,0.614376254526015
3,JDC,5,SPL-L,RT_Pronation_pro_L,0.600095571365911,0.560484996418407,1.16058056778432,0.00968820960038512,0.0105950683383661,6.05137964130731,0.607047167586787
3,JDC,6,AG-L,RT_Pronation_pro_L,0.235164954097649,0.38885103248786,0.624015986585509,0.00620675362191069,0.00679326434460759,6.122636772932,0.62430603852363
3,JDC,7,mIPS-L,RT_Pronation_pro_L,0.697436824141871,0.435249046625972,1.13268587076784,0.00906883390503534,0.00994150347254646,6.06432226999883,0.59553935850975
3,JDC,8,VIP-L,RT_Pronation_pro_L,0.323303189962907,0.286063532947074,0.609366722909981,0.00607758089813384,0.00666615233804957,6.13261480673432,0.629381712910789
3,JDC,9,SPOC-L,RT_Pronation_pro_L,0.249685448454617,0.846557290630053,1.09624273908467,0.00811281809021962,0.00887490985231982,6.08173878037737,0.605223535383844
3,JDC,10,S1-L,RT_Pronation_pro_L,0.420605293403071,0.270943527771719,0.691548821174791,0.00580811029531884,0.00636936311236665,6.12749695594722,0.622070246464453
3,JDC,11,M1-L,RT_Pronation_pro_L,0.817190646886872,0.270326794058475,1.08751744094535,0.00816604583106293,0.00902045132070721,6.08128755683168,0.60612718604589
3,JDC,12,SMA-L,RT_Pronation_pro_L,0.664756036841108,0.164786779442629,0.829542816283737,0.00687865798856508,0.00755911574510474,6.10624223826183,0.62331143341495
3,JDC,13,PMd-L,RT_Pronation_pro_L,0.372131277824623,0.115363747522255,0.487495025346878,0.00496561202072175,0.0054551482062376,6.14496107233706,0.626628266018317
3,JDC,14,PMv-L,RT_Pronation_pro_L,0.0653436825942727,0.306120887144567,0.371464569738839,0.003738750885486,0.00410040070188819,6.17820737264717,0.641121535980207
3,JDC,15,FEF-L,RT_Pronation_pro_L,0.12118362644717,0.192125088181641,0.313308714628811,0.00350592491837623,0.00387309214604929,6.18535586717811,0.638916006470097
3,JDC,16,POJ-L,RT_Pronation_pro_L,0.548136161778277,0.464778582680959,1.01291474445924,0.00818487891533178,0.00888254383377322,6.08905688363809,0.604224561454003
3,JDC,17,V1-R,RT_Pronation_pro_L,0.167932212970448,0.446559944694071,0.614492157664518,0.00584377672602435,0.00640582309901461,6.12892243327787,0.627681502153795
3,JDC,18,V3-R,RT_Pronation_pro_L,0.213922186047782,0.283225672954457,0.49714785900224,0.00548100286311553,0.00598679804170751,6.14544483456233,0.6332689491795
3,JDC,19,STS-R,RT_Pronation_pro_L,0.0727669787843829,0.435818001194857,0.50858497997924,0.00457776601413987,0.00500295729569104,6.1532163420882,0.63275107294431
3,JDC,20,IPL-R,RT_Pronation_pro_L,0.361694883592265,0.634836718325215,0.99653160191748,0.00833430674764979,0.00909431806852058,6.07617781116605,0.602442662303343
3,JDC,21,SPL-R,RT_Pronation_pro_L,0.900935762326776,0.795426279975039,1.69636204230181,0.0112743238768091,0.0122504341806287,6.00308376718333,0.558222957220779
3,JDC,22,AG-R,RT_Pronation_pro_L,0.43757070696054,0.260024403247145,0.697595110207685,0.00693507903062439,0.00755894825757665,6.11545463512902,0.626792360974179
3,JDC,23,mIPS-R,RT_Pronation_pro_L,0.696955991641817,0.278284454022787,0.975240445664603,0.00723946122068333,0.00784792776993222,6.09992829885188,0.609252637990119
3,JDC,24,VIP-R,RT_Pronation_pro_L,0.61604591624211,0.632582277880393,1.2486281941225,0.00993427503630223,0.0108437479148042,6.05598992000511,0.594353197778166
3,JDC,25,SPOC-R,RT_Pronation_pro_L,0.177714470847582,0.477931931481371,0.655646402328954,0.00624923652507811,0.0068122665333889,6.12806346993824,0.623015216880133
3,JDC,26,S1-R,RT_Pronation_pro_L,0.258915206993064,0.62105527372099,0.879970480714054,0.00770824766919596,0.00845368478859799,6.09751916423889,0.616217773335255
3,JDC,27,M1-R,RT_Pronation_pro_L,0.213134759461797,0.470899483876106,0.684034243337903,0.00633818281147146,0.00696684775156158,6.12501374071333,0.62530969233348
3,JDC,28,SMA-R,RT_Pronation_pro_L,0.621186594934854,0.196311474853681,0.817498069788535,0.00708529177607736,0.00778406883596357,6.09876735257251,0.615847311626093
3,JDC,29,PMd-R,RT_Pronation_pro_L,0.437741312858504,0.236842645620592,0.674583958479095,0.00636998556027121,0.00695515304334894,6.11652721546612,0.611858395673115
3,JDC,30,PMv-R,RT_Pronation_pro_L,0.0916692396230851,0.362571216948358,0.454240456571443,0.00486365471766904,0.0053004092722524,6.15971038053252,0.636847621614799
3,JDC,31,FEF-R,RT_Pronation_pro_L,0.127445535709278,0.213206902808956,0.340652438518234,0.00423869630570412,0.00466231069276723,6.16603340960064,0.637317564017837
3,JDC,32,POJ-R,RT_Pronation_pro_L,0.578041701659175,0.295000125832045,0.87304182749122,0.0076901575813059,0.00836484152168642,6.10299759886409,0.614240605170679
4,JFXD,1,V1-L,RT_Pronation_pro_L,0.271660242002249,0.295319151037763,0.566979393040011,0.00708538399776821,0.00746010153090828,6.74812097526493,0.751700508774038
4,JFXD,2,V3-L,RT_Pronation_pro_L,0.255604149714012,0.510630488070013,0.766234637784025,0.00912549661044709,0.00962134355747503,6.71665821098771,0.748458017178754
4,JFXD,3,STS-L,RT_Pronation_pro_L,0.13831117368409,0.925591827427055,1.06390300111115,0.00889528180701803,0.00937098658402937,6.71193191644715,0.744385093976879
4,JFXD,4,IPL-L,RT_Pronation_pro_L,0.790907814984387,0.408833643738509,1.1997414587229,0.0111054114213911,0.0117327922145381,6.67250200571577,0.728569295571968
4,JFXD,5,SPL-L,RT_Pronation_pro_L,0.864002532786682,0.481719541181996,1.34572207396868,0.0125517264795242,0.0132705236882627,6.658813049412,0.721939678125886
4,JFXD,6,AG-L,RT_Pronation_pro_L,0.509045106087818,0.612780366048618,1.12182547213644,0.01085743541847,0.011441441544389,6.68244071726924,0.73020580255915
4,JFXD,7,mIPS-L,RT_Pronation_pro_L,0.606962408684944,0.443962220211882,1.05092462889683,0.0098422891022245,0.010386721666564,6.69738309089483,0.735909548875569
4,JFXD,8,VIP-L,RT_Pronation_pro_L,0.767676078019891,0.273416532498319,1.04109261051821,0.00936609651617061,0.0098960460124985,6.7013342963627,0.735842613301971
4,JFXD,9,SPOC-L,RT_Pronation_pro_L,0.421564330188746,0.443592855635918,0.865157185824663,0.00982629930668803,0.0104170607341925,6.70063246417253,0.742975723613159
4,JFXD,10,S1-L,RT_Pronation_pro_L,0.513082294773537,0.200648257504914,0.713730552278451,0.00778205378594553,0.00821924572514019,6.73205103602569,0.745919668404785
4,JFXD,11,M1-L,RT_Pronation_pro_L,0.900729361278914,0.24181154632223,1.14254090760114,0.0106216206408918,0.0112488664196662,6.68796737781244,0.735723144326453
4,JFXD,12,SMA-L,RT_Pronation_pro_L,0.981288599053084,0.449543034812268,1.43083163386535,0.0128285884663785,0.0136365964277609,6.64882985120723,0.725601651585648
4,JFXD,13,PMd-L,RT_Pronation_pro_L,0.757876098844281,0.266202628839487,1.02407872768377,0.00952005428849113,0.0101127013350715,6.69784519283568,0.738166851924841
4,JFXD,14,PMv-L,RT_Pronation_pro_L,0.332996497945964,0.880652956538863,1.21364945448483,0.0103227782985723,0.0108749109946625,6.68522825398866,0.730504298499152
4,JFXD,15,FEF-L,RT_Pronation_pro_L,0.350832085915216,0.624857075694629,0.975689161609846,0.00964893546158842,0.0101309960116009,6.69886570463643,0.732221483748542
4,JFXD,16,POJ-L,RT_Pronation_pro_L,0.542319094058324,0.329512215319855,0.87183130937818,0.00987240347401613,0.0104535804628526,6.70224268918163,0.745551192749859
4,JFXD,17,V1-R,RT_Pronation_pro_L,0.152040355395952,0.408536865168454,0.560577220564406,0.00687289932258934,0.00725549610596496,6.75251950825058,0.756672663124056
