Subject_id,Subject,Condition,Transitivity,Efficiency,Route_efficiency_log,Route_efficiency_inv,Assortativity1,Assortativity2,Assortativity3,Assortativity4
1,DOC,RT_Pronation_pro_L,0.00111060916906017,0.0032220768382995,0.146314819252752,0.0032220768382995,0.0151243904188645,0.0151243904188619,-0.0322580645161332,-0.0322580645161392
2,GB,RT_Pronation_pro_L,0.00154668858964335,0.00425414039514917,0.154127224801953,0.00425414039514917,0.00291537907139481,0.00291537907140237,-0.0322580645161287,-0.0322580645161323
3,JDC,RT_Pronation_pro_L,0.00139963263467174,0.00398570646998937,0.151306671855798,0.00398570646998937,0.0102212848972073,0.0102212848972073,-0.0322580645161306,-0.0322580645161286
4,JFXD,RT_Pronation_pro_L,0.00116341180526025,0.00309258452416889,0.147362085821835,0.00309258452416889,0.0103785328765847,0.0103785328765885,-0.0322580645161276,-0.032258064516128
5,JZ,RT_Pronation_pro_L,0.0013526951717151,0.00372428689544556,0.150675573503037,0.00372428689544556,-0.0088576103007767,-0.00885761030078217,-0.0322580645161292,-0.0322580645161366
6,LT,RT_Pronation_pro_L,0.00135539366916664,0.00350928867078773,0.150566089177499,0.00350928867078773,-0.0036712903598881,-0.00367129035988593,-0.032258064516127,-0.0322580645161245
7,NvA,RT_Pronation_pro_L,0.00171632150064126,0.00516698214642445,0.156705033431778,0.00516698214642445,0.00747891180393598,0.00747891180392807,-0.0322580645161477,-0.032258064516113
8,RR,RT_Pronation_pro_L,0.00154352785333159,0.00448946204899818,0.154131463319581,0.00448946204899818,-0.00477611762631817,-0.00477611762631817,-0.0322580645161278,-0.0322580645161279
9,SJB,RT_Pronation_pro_L,0.00125686657248042,0.0034957084208637,0.149148074568393,0.0034957084208637,-0.00193655536933976,-0.00193655536935024,-0.0322580645161351,-0.0322580645161299
10,BG,RT_Pronation_pro_L,0.00130009417200084,0.00353205125967613,0.149852773714464,0.00353205125967612,0.0143293177393146,0.0143293177393058,-0.0322580645161261,-0.0322580645161252
1,DOC,RT_Pronation_pro_R,0.00113521831836786,0.00295547446813907,0.146685480257131,0.00295547446813907,0.00746097129095013,0.00746097129095584,-0.032258064516134,-0.0322580645161236
2,GB,RT_Pronation_pro_R,0.00151551038506684,0.00460287762516766,0.153442724413524,0.00460287762516766,-0.00627784775879108,-0.00627784775878192,-0.0322580645161193,-0.032258064516133
3,JDC,RT_Pronation_pro_R,0.00152985641766759,0.00378453453315427,0.153572528807773,0.00378453453315427,0.00241874111940056,0.00241874111941332,-0.0322580645161312,-0.0322580645161352
4,JFXD,RT_Pronation_pro_R,0.00111091651561216,0.00297954636010667,0.146221032655617,0.00297954636010667,0.00285553766500305,0.00285553766501292,-0.0322580645161211,-0.0322580645161256
5,JZ,RT_Pronation_pro_R,0.00166370956138678,0.00447364185517735,0.155863321891358,0.00447364185517735,-0.00348312455499719,-0.00348312455499054,-0.0322580645161311,-0.0322580645161315
