Subject_id,Subject,Condition,Transitivity,Efficiency,Route_efficiency_log,Route_efficiency_inv,Assortativity1,Assortativity2,Assortativity3,Assortativity4
1,DOC,RT_Pronation_pro_L,0.00147806381520977,0.00339422005004648,0.152572698955223,0.00339422005004648,-0.00104317932080905,-0.00104317932080798,-0.0322580645161361,-0.0322580645161239
2,GB,RT_Pronation_pro_L,0.00164133739021889,0.00486399915935141,0.155571135539797,0.00486399915935141,-0.00374316686883859,-0.00374316686883406,-0.0322580645161308,-0.0322580645161337
3,JDC,RT_Pronation_pro_L,0.00193797312064192,0.0052495122749953,0.159613338972351,0.0052495122749953,-0.00224659563247684,-0.00224659563248185,-0.0322580645161336,-0.0322580645161273
4,JFXD,RT_Pronation_pro_L,0.00173909288654081,0.00396794113167357,0.156523303075518,0.00396794113167357,-0.0115089916111839,-0.0115089916111933,-0.0322580645161321,-0.0322580645161367
5,JZ,RT_Pronation_pro_L,0.00159713396826802,0.00449808624821498,0.154799331927302,0.00449808624821498,0.00177465020057523,0.00177465020058245,-0.0322580645161284,-0.032258064516124
6,LT,RT_Pronation_pro_L,0.00120164056187234,0.00301001297061522,0.1479486358199,0.00301001297061522,-0.000238802113931666,-0.000238802113930056,-0.0322580645161406,-0.0322580645161251
7,NvA,RT_Pronation_pro_L,0.00182530363399725,0.00551535587996371,0.158081939572597,0.00551535587996371,-0.010922297395805,-0.0109222973958083,-0.0322580645161264,-0.0322580645161311
8,RR,RT_Pronation_pro_L,0.00246313342791701,0.00667075195276359,0.166672434024715,0.00667075195276359,-0.00251183081084998,-0.00251183081085107,-0.032258064516131,-0.0322580645161276
9,SJB,RT_Pronation_pro_L,0.00124270157840507,0.0034055659708304,0.148833123091389,0.0034055659708304,0.00210205434018073,0.00210205434018438,-0.0322580645161352,-0.0322580645161326
10,BG,RT_Pronation_pro_L,0.00165811818644794,0.00442750854780308,0.155210568501409,0.00442750854780308,-0.0136087987669648,-0.0136087987669734,-0.0322580645161254,-0.0322580645161263
1,DOC,RT_Pronation_pro_R,0.00158405093911074,0.00410493547487935,0.154480168555457,0.00410493547487935,0.00206718603832251,0.00206718603832125,-0.0322580645161278,-0.0322580645161238
2,GB,RT_Pronation_pro_R,0.00157613986700029,0.004532507865316,0.154463733135532,0.004532507865316,-0.0135032680707805,-0.0135032680707852,-0.0322580645161263,-0.0322580645161255
3,JDC,RT_Pronation_pro_R,0.00176146883683826,0.00515651105047531,0.157386865272289,0.00515651105047531,-0.00159036782472477,-0.00159036782472129,-0.0322580645161298,-0.0322580645161277
4,JFXD,RT_Pronation_pro_R,0.00146522524279285,0.00356223103448742,0.152526008995251,0.00356223103448742,-0.00219388131406802,-0.00219388131407204,-0.0322580645161195,-0.0322580645161292
5,JZ,RT_Pronation_pro_R,0.00159517624630604,0.00417552955402313,0.154777786376222,0.00417552955402313,0.00377941782409203,0.00377941782409335,-0.0322580645161321,-0.0322580645161189
6,LT,RT_Pronation_pro_R,0.00117586744405701,0.00315901642668573,0.14749772043464,0.00315901642668573,-0.00408414611740406,-0.00408414611740223,-0.0322580645161297,-0.0322580645161347
7,NvA,RT_Pronation_pro_R,0.00168691004992158,0.00493723213388187,0.156271940494442,0.00493723213388187,-0.00596995195529685,-0.00596995195530361,-0.0322580645161301,-0.0322580645161173
8,RR,RT_Pronation_pro_R,0.00208866045526398,0.00583307864326945,0.162142742022441,0.00583307864326945,0.000727671402471699,0.00072767140246937,-0.032258064516135,-0.032258064516133
9,SJB,RT_Pronation_pro_R,0.00139251707879599,0.00368524879337921,0.151380633132786,0.00368524879337921,-5.91594977204847e-05,-5.91594977223759e-05,-0.0322580645161276,-0.0322580645161226
10,BG,RT_Pronation_pro_R,0.00145509051414665,0.00399211956524079,0.15250411610991,0.00399211956524079,0.00154964147570153,0.00154964147569602,-0.032258064516127,-0.0322580645161308
1,DOC,RT_Pronation_anti_L,0.00139503753848577,0.0033238179920886,0.151370243073929,0.0033238179920886,0.00105487976900016,0.00105487976900604,-0.0322580645161247,-0.03225806451614
2,GB,RT_Pronation_anti_L,0.00173706159478537,0.00469691017645514,0.156913742878007,0.00469691017645514,-0.00958212365461749,-0.00958212365461198,-0.032258064516133,-0.0322580645161334
3,JDC,RT_Pronation_anti_L,0.00155923614090189,0.00459279652440817,0.154247862572481,0.00459279652440817,0.00246246496850806,0.00246246496850878,-0.0322580645161287,-0.0322580645161254
4,JFXD,RT_Pronation_anti_L,0.00163999232262157,0.00399382690325171,0.155165241368558,0.00399382690325171,0.00299563052229335,0.00299563052229233,-0.0322580645161292,-0.0322580645161369
5,JZ,RT_Pronation_anti_L,0.00165034548566751,0.00419043590321109,0.155570053664079,0.00419043590321109,0.00206766770800207,0.00206766770800663,-0.0322580645161284,-0.0322580645161187
6,LT,RT_Pronation_anti_L,0.00149961153057004,0.003499292389411,0.15303151916446,0.003499292389411,0.00337071451703781,0.00337071451703177,-0.0322580645161283,-0.032258064516127
7,NvA,RT_Pronation_anti_L,0.00166366980810988,0.00439109323838951,0.155818062042718,0.00439109323838951,-0.00298259254438767,-0.00298259254438048,-0.0322580645161341,-0.0322580645161296
8,RR,RT_Pronation_anti_L,0.00293473949055989,0.00802142808173279,0.172059536662932,0.00802142808173279,-0.0108297079325255,-0.0108297079325237,-0.0322580645161319,-0.0322580645161333
9,SJB,RT_Pronation_anti_L,0.00140579231824049,0.00378101854358003,0.15173536714962,0.00378101854358003,0.00444293037645541,0.00444293037645539,-0.0322580645161236,-0.0322580645161241
10,BG,RT_Pronation_anti_L,0.00147651985865324,0.00429695461945135,0.153033820574021,0.00429695461945135,0.00354913053640112,0.00354913053639813,-0.0322580645161263,-0.0322580645161251
1,DOC,RT_Pronation_anti_R,0.00150812519722923,0.0037608136413765,0.153272176216743,0.0037608136413765,-0.00094080705758087,-0.000940807057593758,-0.0322580645161197,-0.03225806451613
2,GB,RT_Pronation_anti_R,0.00152900468112542,0.0043583109337521,0.153590767859278,0.0043583109337521,-0.0143940418296338,-0.0143940418296338,-0.0322580645161284,-0.0322580645161258
3,JDC,RT_Pronation_anti_R,0.00157240234258258,0.00476451632761042,0.154446481272661,0.00476451632761042,-0.00758451906978949,-0.00758451906978838,-0.0322580645161305,-0.0322580645161154
4,JFXD,RT_Pronation_anti_R,0.00186379263573878,0.00454723538845125,0.15853523405998,0.00454723538845125,-0.00993741237703629,-0.00993741237703984,-0.0322580645161411,-0.0322580645161327
5,JZ,RT_Pronation_anti_R,0.00149423521121153,0.00396880534153066,0.153227173236514,0.00396880534153065,0.0102512643914373,0.0102512643914385,-0.0322580645161309,-0.0322580645161356
6,LT,RT_Pronation_anti_R,0.00109067263567475,0.00275540998136087,0.145810468353258,0.00275540998136087,0.013188001721439,0.013188001721446,-0.0322580645161275,-0.0322580645161182
7,NvA,RT_Pronation_anti_R,0.00150134042159408,0.00456333266287512,0.153325916659719,0.00456333266287512,-0.00758038482007084,-0.00758038482007084,-0.0322580645161344,-0.0322580645161351
8,RR,RT_Pronation_anti_R,0.00220783862038159,0.0062215879715717,0.163393649670811,0.0062215879715717,0.00213277435742212,0.00213277435741834,-0.0322580645161272,-0.0322580645161357
9,SJB,RT_Pronation_anti_R,0.0015373157568351,0.00399424780622168,0.153915392766011,0.00399424780622168,-0.00261721020833676,-0.00261721020834196,-0.0322580645161332,-0.0322580645161213
10,BG,RT_Pronation_anti_R,0.00135899652848255,0.00371094590265594,0.150607813391458,0.00371094590265594,-0.00365073459053438,-0.0036507345905301,-0.0322580645161349,-0.0322580645161268
1,DOC,RT_Down_pro_L,0.0016196532556318,0.00375728542459497,0.155008938825693,0.00375728542459497,0.00466514487006839,0.00466514487006717,-0.0322580645161291,-0.0322580645161266
2,GB,RT_Down_pro_L,0.00168491001357307,0.0044506046731279,0.155918401870531,0.0044506046731279,0.000979361594513684,0.000979361594511948,-0.0322580645161353,-0.0322580645161235
3,JDC,RT_Down_pro_L,0.00153601129469022,0.0045218985495149,0.153751745276721,0.0045218985495149,-0.000803204028401937,-0.000803204028399035,-0.0322580645161265,-0.0322580645161262
4,JFXD,RT_Down_pro_L,0.00135885169631165,0.0034463442718946,0.150369240404288,0.0034463442718946,-0.00641697942319148,-0.00641697942318827,-0.0322580645161296,-0.032258064516133
5,JZ,RT_Down_pro_L,0.00156595748128685,0.0039457881638606,0.15450851368027,0.0039457881638606,0.00881125136479348,0.00881125136478958,-0.0322580645161148,-0.0322580645161315
6,LT,RT_Down_pro_L,0.0012638906486195,0.00283955701768716,0.149153439057157,0.00283955701768716,-0.00680593553046488,-0.00680593553046794,-0.0322580645161263,-0.0322580645161327
7,NvA,RT_Down_pro_L,0.00170451228276313,0.00484816206101242,0.156493476805674,0.00484816206101242,-0.00370485720241643,-0.00370485720241341,-0.0322580645161298,-0.032258064516134
8,RR,RT_Down_pro_L,0.00139977162189945,0.00415489315414925,0.151615176716116,0.00415489315414925,0.00282410803013912,0.00282410803013572,-0.0322580645161313,-0.0322580645161426
9,SJB,RT_Down_pro_L,0.0012051503231068,0.00349259999895249,0.148143341468661,0.00349259999895249,0.00111756432207018,0.00111756432207328,-0.0322580645161393,-0.0322580645161259
10,BG,RT_Down_pro_L,0.00160997986303137,0.00419895178868684,0.154883386315172,0.00419895178868684,-0.000996730629013803,-0.000996730629011951,-0.0322580645161343,-0.0322580645161275
1,DOC,RT_Down_pro_R,0.00147331256666697,0.0038346187303417,0.152739961513365,0.0038346187303417,-0.000212254807724041,-0.000212254807724042,-0.0322580645161253,-0.0322580645161336
2,GB,RT_Down_pro_R,0.00161773144268861,0.00430512125392282,0.154928716582111,0.00430512125392282,-0.00332092737576233,-0.0033209273757601,-0.0322580645161258,-0.0322580645161267
3,JDC,RT_Down_pro_R,0.00140193252809112,0.00403904197705132,0.151674738177739,0.00403904197705132,0.00261742548903587,0.00261742548904169,-0.032258064516126,-0.0322580645161331
4,JFXD,RT_Down_pro_R,0.0016389867161532,0.00384512696498777,0.155324131342405,0.00384512696498777,0.00301761615483956,0.00301761615484131,-0.0322580645161287,-0.0322580645161291
5,JZ,RT_Down_pro_R,0.0014769447341495,0.00394300660204747,0.152824435762669,0.00394300660204747,0.00131271849737565,0.00131271849737937,-0.0322580645161321,-0.0322580645161381
6,LT,RT_Down_pro_R,0.00140897825448203,0.00332706767497201,0.151738196943551,0.00332706767497201,0.00820999433827375,0.00820999433827625,-0.0322580645161278,-0.0322580645161283
7,NvA,RT_Down_pro_R,0.00185556538293022,0.0055224824603685,0.15837813735163,0.0055224824603685,-0.00647453725628647,-0.00647453725629296,-0.0322580645161282,-0.0322580645161323
8,RR,RT_Down_pro_R,0.00160946482551231,0.00486096479951154,0.154976484355341,0.00486096479951154,-0.00156881400967043,-0.00156881400966952,-0.0322580645161273,-0.0322580645161332
9,SJB,RT_Down_pro_R,0.00129944823054408,0.00367433258587732,0.149901972563518,0.00367433258587732,0.00910063417970284,0.00910063417970086,-0.0322580645161333,-0.0322580645161104
10,BG,RT_Down_pro_R,0.00154176710129937,0.00414373203874275,0.153842912120722,0.00414373203874275,-0.00652297358531809,-0.00652297358531268,-0.032258064516127,-0.0322580645161293
1,DOC,RT_Down_anti_L,0.0015729739140303,0.00359835950248503,0.154431704563483,0.00359835950248503,0.00494042937966165,0.00494042937966277,-0.0322580645161374,-0.0322580645161289
2,GB,RT_Down_anti_L,0.00159465578035659,0.00452278819165169,0.154505565878765,0.00452278819165169,-0.00701813569245986,-0.00701813569245987,-0.0322580645161336,-0.0322580645161297
3,JDC,RT_Down_anti_L,0.00187120219214533,0.00529568004421732,0.158752282821847,0.00529568004421732,-0.00897760169366727,-0.00897760169366842,-0.0322580645161283,-0.0322580645161313
4,JFXD,RT_Down_anti_L,0.00167728482976585,0.00376906434026549,0.155700012054773,0.00376906434026549,0.00277824930472512,0.00277824930472153,-0.0322580645161309,-0.0322580645161267
5,JZ,RT_Down_anti_L,0.00145583496192403,0.00414479589457592,0.152600070340682,0.00414479589457592,0.00792463416130187,0.00792463416130016,-0.0322580645161275,-0.0322580645161511
6,LT,RT_Down_anti_L,0.00127528390852982,0.00322758220228157,0.149391518069333,0.00322758220228157,-0.00576895766753136,-0.00576895766753589,-0.0322580645161302,-0.0322580645161313
7,NvA,RT_Down_anti_L,0.00174197601605387,0.00475155220928197,0.156983574651237,0.00475155220928197,-0.00450956915255621,-0.00450956915255268,-0.0322580645161299,-0.0322580645161354
8,RR,RT_Down_anti_L,0.00149002190273474,0.00432066335441654,0.153060001526501,0.00432066335441654,-7.66706676162014e-06,-7.66706677468918e-06,-0.0322580645161295,-0.0322580645161247
9,SJB,RT_Down_anti_L,0.00161794504703988,0.004125145353982,0.154946481389018,0.004125145353982,-0.0033654877517371,-0.0033654877517371,-0.0322580645161384,-0.0322580645161309
10,BG,RT_Down_anti_L,0.00153376437002829,0.00395608862786383,0.154023931869507,0.00395608862786383,0.00393704784145077,0.00393704784144429,-0.0322580645161102,-0.0322580645161223
1,DOC,RT_Down_anti_R,0.00151453043330515,0.00356114558803762,0.153366727833169,0.00356114558803762,0.00524022817940702,0.0052402281794003,-0.0322580645161267,-0.0322580645161249
2,GB,RT_Down_anti_R,0.00148004283355254,0.00418317135942736,0.153046996681535,0.00418317135942736,-0.0052951389695294,-0.00529513896952579,-0.0322580645161187,-0.0322580645161209
3,JDC,RT_Down_anti_R,0.00162388960662446,0.00438152358524566,0.155157102058034,0.00438152358524566,-0.00414179551093878,-0.00414179551093879,-0.0322580645161312,-0.0322580645161325
4,JFXD,RT_Down_anti_R,0.00161806212819146,0.00401096699935796,0.155164402449017,0.00401096699935796,0.00106960810148526,0.00106960810149246,-0.0322580645161416,-0.0322580645161274
5,JZ,RT_Down_anti_R,0.00150460336840763,0.00398223155847446,0.153375620849091,0.00398223155847446,0.00442244191748745,0.00442244191748911,-0.0322580645161309,-0.0322580645161368
6,LT,RT_Down_anti_R,0.00134557073540959,0.00337345871748505,0.150669252380984,0.00337345871748505,0.00659291004517958,0.00659291004518329,-0.0322580645161428,-0.0322580645161283
7,NvA,RT_Down_anti_R,0.00164407133269223,0.00456847073899535,0.155567219266539,0.00456847073899535,-0.00640226694897604,-0.00640226694897771,-0.0322580645161293,-0.0322580645161279
8,RR,RT_Down_anti_R,0.00167843905404284,0.0048056753554247,0.156100358324495,0.0048056753554247,-0.00217946736556587,-0.00217946736556119,-0.0322580645161281,-0.0322580645161327
9,SJB,RT_Down_anti_R,0.00151270443990882,0.00406815079400412,0.153539539069038,0.00406815079400412,0.00688069103815386,0.00688069103815913,-0.03225806451613,-0.0322580645161276
10,BG,RT_Down_anti_R,0.00139410945996599,0.00392815370446068,0.151528351037029,0.00392815370446068,0.00277663402810476,0.00277663402810653,-0.0322580645161169,-0.0322580645161339
1,DOC,RT_Upright_pro_L,0.00165013216050732,0.00386602674360674,0.155308154015734,0.00386602674360674,-0.00510484879909283,-0.00510484879908231,-0.0322580645161346,-0.0322580645161178
2,GB,RT_Upright_pro_L,0.0015347723698226,0.00433641273110319,0.153616289843156,0.00433641273110319,-0.0154014434600947,-0.015401443460096,-0.0322580645161299,-0.0322580645161307
3,JDC,RT_Upright_pro_L,0.00151191908121528,0.00437899618291039,0.153446524117699,0.00437899618291039,-0.00226157273203315,-0.00226157273202879,-0.0322580645161261,-0.0322580645161185
4,JFXD,RT_Upright_pro_L,0.001781974643449,0.00384250596817749,0.157435258552438,0.00384250596817749,0.00415563124218826,0.0041556312421945,-0.0322580645161446,-0.0322580645161301
5,JZ,RT_Upright_pro_L,0.00148031440404941,0.00412271709706004,0.152867219373279,0.00412271709706004,0.000183610592454007,0.000183610592448899,-0.032258064516126,-0.0322580645161374
6,LT,RT_Upright_pro_L,0.00137296913174982,0.0035180998249857,0.150784179651864,0.0035180998249857,-0.0112492811316613,-0.0112492811316669,-0.0322580645161278,-0.0322580645161289
7,NvA,RT_Upright_pro_L,0.00158794378599068,0.00461869608166923,0.154713421614446,0.00461869608166923,-0.00311219044807939,-0.00311219044808534,-0.0322580645161225,-0.0322580645161301
8,RR,RT_Upright_pro_L,0.00143039682753529,0.00389487239545421,0.152146918068397,0.00389487239545421,-0.00729947426433342,-0.00729947426433754,-0.0322580645161376,-0.0322580645161352
9,SJB,RT_Upright_pro_L,0.00158134684622157,0.00423713265473393,0.154556652947141,0.00423713265473394,-0.00583677850377231,-0.00583677850377623,-0.0322580645161263,-0.0322580645161373
10,BG,RT_Upright_pro_L,0.00162675309228583,0.00456355228416047,0.155473689090605,0.00456355228416047,-0.00224370979490566,-0.00224370979491285,-0.0322580645161318,-0.032258064516124
1,DOC,RT_Upright_pro_R,0.00129108538357128,0.00331914619782288,0.149733203573475,0.00331914619782288,-0.000994168342050159,-0.000994168342050159,-0.0322580645161279,-0.0322580645161211
2,GB,RT_Upright_pro_R,0.00157939327279812,0.00488183355579938,0.154554052009944,0.00488183355579938,0.00421498885315421,0.00421498885314868,-0.0322580645161307,-0.0322580645161258
3,JDC,RT_Upright_pro_R,0.00178048834758432,0.00509600816071412,0.157688867399378,0.00509600816071412,0.00267969964525588,0.00267969964525587,-0.0322580645161258,-0.0322580645161303
4,JFXD,RT_Upright_pro_R,0.00153321741934691,0.00352850879320083,0.153658470891518,0.00352850879320083,-0.00687277044351625,-0.00687277044351436,-0.0322580645161241,-0.0322580645161324
5,JZ,RT_Upright_pro_R,0.00145930090706049,0.00385999476313228,0.152460798514851,0.00385999476313228,5.36897092021518e-05,5.36897091966102e-05,-0.0322580645161311,-0.0322580645161271
6,LT,RT_Upright_pro_R,0.0013905343826402,0.0036903429400307,0.15123443158708,0.0036903429400307,0.00136906202496994,0.00136906202496993,-0.0322580645161277,-0.0322580645161284
7,NvA,RT_Upright_pro_R,0.00164090361091147,0.00459831030301912,0.155524506500808,0.00459831030301912,0.00124341948363941,0.00124341948363444,-0.0322580645161314,-0.0322580645161265
8,RR,RT_Upright_pro_R,0.00168014794848103,0.00449361597775945,0.156092377071788,0.00449361597775945,-0.0118186914002495,-0.0118186914002482,-0.0322580645161181,-0.032258064516127
9,SJB,RT_Upright_pro_R,0.00169015337533928,0.00450959673189872,0.155976350143388,0.00450959673189872,-0.011678251428695,-0.0116782514286972,-0.0322580645161201,-0.03225806451613
10,BG,RT_Upright_pro_R,0.00152111490266406,0.00449519470399484,0.153706087843807,0.00449519470399484,-0.00396689483201459,-0.00396689483202538,-0.0322580645161316,-0.0322580645161242
1,DOC,RT_Upright_anti_L,0.00148100551438804,0.00349398579807849,0.15291138683344,0.00349398579807849,0.00379684032853205,0.00379684032853873,-0.0322580645161223,-0.032258064516134
2,GB,RT_Upright_anti_L,0.00166083306139841,0.00446205678690926,0.155614785841531,0.00446205678690926,-0.00306171023120041,-0.00306171023119597,-0.0322580645161313,-0.032258064516133
3,JDC,RT_Upright_anti_L,0.00137779254304941,0.00382474451729965,0.151208503199786,0.00382474451729965,0.00147167754746265,0.00147167754746704,-0.0322580645161263,-0.0322580645161317
4,JFXD,RT_Upright_anti_L,0.00151422923600127,0.00374965340732026,0.153188645174347,0.00374965340732026,-0.014901468994644,-0.0149014689946412,-0.0322580645161304,-0.0322580645161302
5,JZ,RT_Upright_anti_L,0.00149912511874553,0.0039266507945896,0.15321102876328,0.0039266507945896,-0.00505250477712514,-0.00505250477713149,-0.032258064516126,-0.0322580645161448
6,LT,RT_Upright_anti_L,0.00154207389195893,0.00395450565102941,0.153937695155957,0.00395450565102941,-0.00639797464080018,-0.00639797464080099,-0.0322580645161223,-0.0322580645161307
7,NvA,RT_Upright_anti_L,0.00172884571641243,0.00498833651014335,0.156856891061814,0.00498833651014335,-0.0036955387770942,-0.00369553877709872,-0.0322580645161283,-0.0322580645161287
8,RR,RT_Upright_anti_L,0.00183101292087207,0.00503782874603973,0.158341729659014,0.00503782874603973,-0.00933032374326054,-0.00933032374325609,-0.0322580645161217,-0.0322580645161185
9,SJB,RT_Upright_anti_L,0.00157640576848605,0.00403923743763998,0.154393426480539,0.00403923743763998,-0.00451624752308278,-0.00451624752308452,-0.0322580645161392,-0.0322580645161319
10,BG,RT_Upright_anti_L,0.00169452412322916,0.00456379015722972,0.156226539771581,0.00456379015722972,-0.00378955646297631,-0.00378955646298011,-0.0322580645161303,-0.0322580645161243
1,DOC,RT_Upright_anti_R,0.00143280924950553,0.00409536722190229,0.15222286995669,0.00409536722190229,0.00162696193041704,0.00162696193041381,-0.0322580645161276,-0.0322580645161251
2,GB,RT_Upright_anti_R,0.00154680486756629,0.0047004190655898,0.154028560472099,0.0047004190655898,-0.00735724632573511,-0.00735724632574685,-0.0322580645161342,-0.0322580645161372
3,JDC,RT_Upright_anti_R,0.00145207530378713,0.00392636778104519,0.152514650883885,0.00392636778104519,-0.000667871909569687,-0.000667871909585944,-0.0322580645161232,-0.0322580645161341
