Subject_id,Subject,Region_id,Region,Condition,Strength_in,Strength_out,Strength,Clust_coef,Efficiency,Route_efficiency_log,Route_efficiency_inv
1,DOC,1,V1-L,RT_Pronation_pro_L,0.114296504307339,0.0551316548793124,0.169428159186651,0.00142226393812226,0.00152557090864949,4.35931437702693,0.0877708556986746
1,DOC,2,V3-L,RT_Pronation_pro_L,0.0481214372526921,0.0562619739994326,0.104383411252125,0.00108033447671173,0.00116839570503387,4.38008186898274,0.0936304000896893
1,DOC,3,STS-L,RT_Pronation_pro_L,0.0368001092072694,0.0829336424543675,0.119733751661637,0.00111927434339262,0.00121149271063211,4.37681802406028,0.0921448327059725
1,DOC,4,IPL-L,RT_Pronation_pro_L,0.0788049756699523,0.057031927790848,0.1358369034608,0.00106750552417324,0.00114253746145851,4.38317814848387,0.0910971761430911
1,DOC,5,SPL-L,RT_Pronation_pro_L,0.0463691075400725,0.050372932515053,0.0967420400551256,0.00113663736377778,0.0012253014975705,4.37729056973075,0.0936574290913276
1,DOC,6,AG-L,RT_Pronation_pro_L,0.0636736930285761,0.0447041147582565,0.108377807786833,0.00118969126111493,0.00128562338469783,4.37371214447579,0.0938266722064236
1,DOC,7,mIPS-L,RT_Pronation_pro_L,0.0633257752122408,0.0495342064313791,0.11285998164362,0.00123844010099517,0.00133837188767963,4.37057138037617,0.0931057851999889
1,DOC,8,VIP-L,RT_Pronation_pro_L,0.101771628820715,0.0320564910750224,0.133828119895738,0.00103933116505042,0.00111835482232802,4.3844214213064,0.092467764764981
1,DOC,9,SPOC-L,RT_Pronation_pro_L,0.056471343112056,0.0544945053256459,0.110965848437702,0.0010498754571378,0.00113262339002158,4.38177501170517,0.0923959435142747
1,DOC,10,S1-L,RT_Pronation_pro_L,0.089219104361964,0.0937084516316139,0.182927555993578,0.0014370199764442,0.00154653142509138,4.35900990789893,0.08857969389128
