Subject_id,Subject,Condition,Transitivity,Efficiency,Route_efficiency_log,Route_efficiency_inv,Assortativity1,Assortativity2,Assortativity3,Assortativity4
1,DOC,RT_Pronation_pro_L,0.007690527565174,0.0222947538746569,0.211801485542605,0.0222947538746569,0.00294595229217735,0.00294595229217884,-0.0322580645161262,-0.032258064516129
2,GB,RT_Pronation_pro_L,0.00600081348692895,0.0201282652611263,0.200672156372177,0.0201282652611263,-0.00674752557964322,-0.00674752557963946,-0.032258064516128,-0.0322580645161298
3,JDC,RT_Pronation_pro_L,0.00848532633569421,0.0265732246116717,0.216128577091523,0.0265732246116717,-0.00653024858069032,-0.00653024858069032,-0.032258064516127,-0.0322580645161285
4,JFXD,RT_Pronation_pro_L,0.011458822832056,0.0302467330211476,0.233017012921293,0.0302467330211476,0.0129828581972822,0.0129828581972805,-0.0322580645161286,-0.0322580645161277
5,JZ,RT_Pronation_pro_L,0.00589535661909629,0.0169055110292524,0.198119330189719,0.0169055110292524,0.00774343831027931,0.00774343831027883,-0.0322580645161354,-0.0322580645161307
6,LT,RT_Pronation_pro_L,0.0093363532282774,0.0246771072077938,0.220302416846123,0.0246771072077938,0.00173955169877435,0.00173955169877482,-0.0322580645161306,-0.0322580645161289
7,NvA,RT_Pronation_pro_L,0.00608253120401099,0.0192559791833036,0.200512097399869,0.0192559791833036,-0.00707248228745162,-0.00707248228744774,-0.0322580645161321,-0.0322580645161303
8,RR,RT_Pronation_pro_L,0.00781699017658093,0.0218148897925556,0.211476166262073,0.0218148897925556,0.00346479902204922,0.00346479902205225,-0.0322580645161281,-0.0322580645161283
9,SJB,RT_Pronation_pro_L,0.00778675250634483,0.0243031364080585,0.213062297829313,0.0243031364080585,-0.00136191389086664,-0.0013619138908654,-0.0322580645161277,-0.03225806451613
10,BG,RT_Pronation_pro_L,0.00729991043769865,0.0192055845099573,0.207248120775299,0.0192055845099573,0.00383269877887728,0.00383269877887728,-0.0322580645161406,-0.0322580645161287
1,DOC,RT_Pronation_pro_R,0.00677304566144239,0.0192192334849834,0.205688943154149,0.0192192334849834,0.0037793352782114,0.0037793352782102,-0.032258064516125,-0.0322580645161277
2,GB,RT_Pronation_pro_R,0.00686037347696902,0.0214074892895324,0.204984209795253,0.0214074892895324,-0.00891093888165955,-0.00891093888166262,-0.0322580645161276,-0.0322580645161256
3,JDC,RT_Pronation_pro_R,0.0080485011488244,0.0242713824334544,0.214107440582092,0.0242713824334544,-0.00401940465543206,-0.00401940465542893,-0.0322580645161331,-0.0322580645161293
4,JFXD,RT_Pronation_pro_R,0.0112348327622587,0.0313596420588201,0.233190098157576,0.0313596420588201,0.0151392143260094,0.0151392143260063,-0.0322580645161283,-0.0322580645161329
