Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,100Hz,AG-L,SPOC-R,8.0,0.0488
gPDC,100Hz,PMv-L,M1-R,3.0,0.0098
gPDC,100Hz,PMv-L,SPOC-L,3.0,0.0098
gPDC,100Hz,PMv-R,mIPS-L,5.0,0.0195
gPDC,100Hz,POJ-L,V1-R,4.0,0.0137
gPDC,100Hz,S1-L,VIP-L,6.0,0.0273
gPDC,100Hz,S1-R,FEF-R,1.0,0.0039
gPDC,100Hz,SMA-R,PMd-R,7.0,0.0371
gPDC,100Hz,SPOC-L,FEF-L,7.0,0.0371
gPDC,100Hz,STS-R,V3-R,6.0,0.0273
gPDC,100Hz,V1-L,SPOC-L,1.0,0.0039
gPDC,100Hz,V3-L,SPOC-R,5.0,0.0195
gPDC,100Hz,VIP-L,SPL-L,3.0,0.0098
gPDC,10Hz,AG-R,S1-L,3.0,0.0098
gPDC,10Hz,AG-R,VIP-R,3.0,0.0098
gPDC,10Hz,PMv-R,IPL-R,5.0,0.0195
gPDC,10Hz,POJ-L,V3-R,4.0,0.0137
gPDC,10Hz,POJ-R,PMd-R,0.0,0.002
gPDC,10Hz,POJ-R,S1-R,4.0,0.0137
gPDC,10Hz,POJ-R,SMA-R,4.0,0.0137
gPDC,10Hz,POJ-R,V3-R,7.0,0.0371
gPDC,10Hz,SMA-R,PMd-R,7.0,0.0371
gPDC,10Hz,SPL-L,V1-R,4.0,0.0137
gPDC,10Hz,SPOC-L,mIPS-L,5.0,0.0195
gPDC,10Hz,SPOC-R,SMA-R,4.0,0.0137
gPDC,10Hz,STS-R,M1-R,2.0,0.0059
gPDC,10Hz,STS-R,SPL-R,3.0,0.0098
gPDC,10Hz,V1-L,M1-R,7.0,0.0371
gPDC,10Hz,V1-R,PMd-L,0.0,0.002
gPDC,10Hz,V1-R,PMv-L,7.0,0.0371
gPDC,10Hz,mIPS-L,V3-L,5.0,0.0195
gPDC,10Hz,mIPS-R,V3-R,3.0,0.0098
gPDC,20Hz,M1-L,POJ-L,5.0,0.0195
gPDC,20Hz,M1-R,SPL-R,4.0,0.0137
gPDC,20Hz,PMd-L,PMv-L,3.0,0.0098
gPDC,20Hz,PMd-R,IPL-R,5.0,0.0195
gPDC,20Hz,PMv-R,IPL-R,3.0,0.0098
gPDC,20Hz,POJ-R,SMA-R,4.0,0.0137
gPDC,20Hz,POJ-R,V3-R,0.0,0.002
gPDC,20Hz,SPL-L,STS-L,6.0,0.0273
gPDC,20Hz,SPL-R,V3-R,7.0,0.0371
gPDC,20Hz,STS-L,SPOC-L,0.0,0.002
gPDC,20Hz,STS-R,SPL-R,5.0,0.0195
gPDC,20Hz,V1-L,M1-R,7.0,0.0371
gPDC,20Hz,V1-R,PMd-L,1.0,0.0039
gPDC,20Hz,mIPS-R,V3-R,5.0,0.0195
gPDC,25Hz,AG-R,S1-L,7.0,0.0371
gPDC,25Hz,M1-L,POJ-L,6.0,0.0273
gPDC,25Hz,M1-R,SPL-R,5.0,0.0195
gPDC,25Hz,PMd-L,PMv-L,3.0,0.0098
gPDC,25Hz,PMd-R,IPL-R,5.0,0.0195
gPDC,25Hz,PMv-R,IPL-R,2.0,0.0059
gPDC,25Hz,POJ-R,V3-R,3.0,0.0098
gPDC,25Hz,SPL-L,STS-L,4.0,0.0137
gPDC,25Hz,SPOC-R,POJ-R,7.0,0.0371
gPDC,25Hz,STS-L,IPL-R,7.0,0.0371
gPDC,25Hz,STS-L,SPOC-R,7.0,0.0371
gPDC,25Hz,STS-R,SPL-R,4.0,0.0137
gPDC,25Hz,VIP-R,POJ-R,6.0,0.0273
gPDC,25Hz,mIPS-R,PMv-L,5.0,0.0195
gPDC,25Hz,mIPS-R,V3-R,8.0,0.0488
