Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,100Hz,AG-R,S1-R,1.0,0.0039
gPDC,100Hz,PMv-L,V1-R,6.0,0.0273
gPDC,100Hz,PMv-R,mIPS-R,1.0,0.0039
gPDC,100Hz,POJ-L,S1-L,6.0,0.0273
gPDC,100Hz,POJ-R,VIP-R,7.0,0.0371
gPDC,100Hz,V1-L,S1-R,3.0,0.0098
gPDC,100Hz,V1-L,SMA-L,3.0,0.0098
gPDC,100Hz,V3-R,SPOC-R,1.0,0.0039
gPDC,100Hz,V3-R,V3-L,3.0,0.0098
gPDC,100Hz,VIP-L,STS-R,6.0,0.0273
gPDC,10Hz,FEF-R,SPOC-L,5.0,0.0195
gPDC,10Hz,IPL-L,PMv-R,1.0,0.0039
gPDC,10Hz,IPL-R,SPL-L,5.0,0.0195
gPDC,10Hz,M1-L,V1-R,4.0,0.0137
gPDC,10Hz,M1-R,mIPS-R,5.0,0.0195
gPDC,10Hz,PMd-R,S1-R,8.0,0.0488
gPDC,10Hz,PMv-L,AG-R,7.0,0.0371
gPDC,10Hz,PMv-R,VIP-R,6.0,0.0273
gPDC,10Hz,SPL-L,SPOC-R,1.0,0.0039
gPDC,10Hz,SPL-R,AG-L,5.0,0.0195
gPDC,10Hz,SPOC-L,M1-R,3.0,0.0098
gPDC,10Hz,SPOC-R,SPL-R,5.0,0.0195
gPDC,10Hz,STS-L,AG-L,7.0,0.0371
gPDC,10Hz,STS-L,SPL-L,2.0,0.0059
gPDC,10Hz,STS-R,SMA-R,3.0,0.0098
gPDC,10Hz,V1-L,V3-L,0.0,0.002
gPDC,10Hz,V1-R,AG-R,0.0,0.002
gPDC,10Hz,V3-L,IPL-R,0.0,0.002
gPDC,10Hz,V3-R,AG-R,7.0,0.0371
gPDC,10Hz,V3-R,S1-R,2.0,0.0059
gPDC,10Hz,V3-R,VIP-L,7.0,0.0371
gPDC,10Hz,mIPS-R,M1-R,5.0,0.0195
gPDC,20Hz,AG-L,PMv-L,1.0,0.0039
gPDC,20Hz,AG-R,M1-R,0.0,0.002
gPDC,20Hz,FEF-L,PMv-R,8.0,0.0488
gPDC,20Hz,FEF-R,SPOC-L,3.0,0.0098
gPDC,20Hz,IPL-L,PMv-R,1.0,0.0039
gPDC,20Hz,IPL-R,S1-R,3.0,0.0098
gPDC,20Hz,IPL-R,SPL-L,5.0,0.0195
gPDC,20Hz,M1-L,PMv-L,1.0,0.0039
gPDC,20Hz,M1-L,V1-R,6.0,0.0273
gPDC,20Hz,S1-R,VIP-L,8.0,0.0488
gPDC,20Hz,SPL-L,SPOC-R,3.0,0.0098
gPDC,20Hz,SPOC-R,IPL-L,0.0,0.002
gPDC,20Hz,SPOC-R,SPL-R,0.0,0.002
gPDC,20Hz,V1-R,AG-R,0.0,0.002
gPDC,20Hz,V3-L,IPL-R,4.0,0.0137
gPDC,20Hz,V3-L,S1-L,3.0,0.0098
gPDC,20Hz,V3-R,VIP-L,6.0,0.0273
gPDC,20Hz,mIPS-R,POJ-R,4.0,0.0137
gPDC,20Hz,mIPS-R,STS-R,6.0,0.0273
gPDC,25Hz,AG-R,M1-R,0.0,0.002
gPDC,25Hz,IPL-L,PMv-R,5.0,0.0195
gPDC,25Hz,IPL-R,S1-R,3.0,0.0098
gPDC,25Hz,M1-L,PMv-L,1.0,0.0039
gPDC,25Hz,PMd-L,mIPS-R,7.0,0.0371
gPDC,25Hz,SPL-L,SPOC-R,0.0,0.002
gPDC,25Hz,SPL-R,STS-R,2.0,0.0059
gPDC,25Hz,SPOC-R,IPL-L,0.0,0.002
gPDC,25Hz,SPOC-R,PMv-L,0.0,0.002
gPDC,25Hz,SPOC-R,SPL-R,0.0,0.002
gPDC,25Hz,V1-R,AG-R,0.0,0.002
gPDC,25Hz,V3-L,S1-L,2.0,0.0059
gPDC,25Hz,mIPS-R,POJ-R,3.0,0.0098
gPDC,25Hz,mIPS-R,STS-R,3.0,0.0098
