Method,Frequency,Region_From,Region_To,W_Stat,P_value
mean,100Hz,AG-L,PMd-L,2.0,0.0059
mean,100Hz,AG-R,FEF-L,4.0,0.0137
mean,100Hz,AG-R,M1-R,8.0,0.0488
mean,100Hz,AG-R,PMd-R,2.0,0.0059
mean,100Hz,FEF-L,AG-R,4.0,0.0137
mean,100Hz,FEF-L,V1-L,8.0,0.0488
mean,100Hz,FEF-R,PMd-R,8.0,0.0488
mean,100Hz,IPL-L,SPL-L,5.0,0.0195
mean,100Hz,IPL-R,PMv-R,8.0,0.0488
mean,100Hz,IPL-R,S1-R,0.0,0.002
mean,100Hz,M1-L,S1-R,8.0,0.0488
mean,100Hz,M1-R,AG-R,8.0,0.0488
mean,100Hz,PMd-L,AG-L,2.0,0.0059
mean,100Hz,PMd-L,POJ-L,8.0,0.0488
mean,100Hz,PMd-L,STS-L,6.0,0.0273
mean,100Hz,PMd-L,VIP-L,2.0,0.0059
mean,100Hz,PMd-R,AG-R,2.0,0.0059
mean,100Hz,PMd-R,FEF-R,8.0,0.0488
mean,100Hz,PMv-R,IPL-R,8.0,0.0488
mean,100Hz,PMv-R,S1-R,7.0,0.0371
mean,100Hz,POJ-L,PMd-L,8.0,0.0488
mean,100Hz,POJ-L,V1-L,5.0,0.0195
mean,100Hz,POJ-L,mIPS-R,1.0,0.0039
mean,100Hz,POJ-R,SPOC-R,7.0,0.0371
mean,100Hz,S1-L,SPOC-R,6.0,0.0273
mean,100Hz,S1-R,IPL-R,0.0,0.002
mean,100Hz,S1-R,M1-L,8.0,0.0488
mean,100Hz,S1-R,PMv-R,7.0,0.0371
mean,100Hz,S1-R,STS-R,6.0,0.0273
mean,100Hz,SPL-L,IPL-L,5.0,0.0195
mean,100Hz,SPL-L,VIP-L,2.0,0.0059
mean,100Hz,SPL-R,VIP-L,7.0,0.0371
mean,100Hz,SPOC-R,POJ-R,7.0,0.0371
mean,100Hz,SPOC-R,S1-L,6.0,0.0273
mean,100Hz,STS-L,PMd-L,6.0,0.0273
mean,100Hz,STS-R,S1-R,6.0,0.0273
mean,100Hz,V1-L,FEF-L,8.0,0.0488
mean,100Hz,V1-L,POJ-L,5.0,0.0195
mean,100Hz,VIP-L,PMd-L,2.0,0.0059
mean,100Hz,VIP-L,SPL-L,2.0,0.0059
mean,100Hz,VIP-L,SPL-R,7.0,0.0371
mean,100Hz,mIPS-R,POJ-L,1.0,0.0039
mean,10Hz,AG-L,mIPS-L,3.0,0.0098
mean,10Hz,AG-R,IPL-L,7.0,0.0371
mean,10Hz,AG-R,IPL-R,4.0,0.0137
mean,10Hz,AG-R,PMv-L,1.0,0.0039
mean,10Hz,AG-R,PMv-R,3.0,0.0098
mean,10Hz,AG-R,SPL-L,5.0,0.0195
mean,10Hz,AG-R,SPOC-R,6.0,0.0273
mean,10Hz,FEF-R,S1-R,8.0,0.0488
mean,10Hz,IPL-L,AG-R,7.0,0.0371
mean,10Hz,IPL-L,SPOC-R,2.0,0.0059
mean,10Hz,IPL-R,AG-R,4.0,0.0137
mean,10Hz,IPL-R,PMv-R,7.0,0.0371
