Method,Frequency,Region_From,Region_To,W_Stat,P_value
mean,10Hz,IPL-R,VIP-L,3.0,0.0098
mean,10Hz,IPL-R,VIP-R,5.0,0.0195
mean,10Hz,M1-L,M1-R,4.0,0.0137
mean,10Hz,M1-L,PMv-L,6.0,0.0273
mean,10Hz,M1-L,POJ-L,6.0,0.0273
mean,10Hz,M1-L,mIPS-L,7.0,0.0371
mean,10Hz,M1-R,M1-L,4.0,0.0137
mean,10Hz,M1-R,V1-R,4.0,0.0137
mean,10Hz,PMd-R,S1-R,7.0,0.0371
mean,10Hz,PMv-L,AG-R,1.0,0.0039
mean,10Hz,PMv-L,M1-L,6.0,0.0273
mean,10Hz,PMv-L,VIP-L,8.0,0.0488
mean,10Hz,PMv-L,VIP-R,6.0,0.0273
mean,10Hz,PMv-L,mIPS-R,8.0,0.0488
mean,10Hz,PMv-R,AG-R,3.0,0.0098
mean,10Hz,PMv-R,IPL-R,7.0,0.0371
mean,10Hz,PMv-R,V1-L,4.0,0.0137
mean,10Hz,PMv-R,VIP-R,4.0,0.0137
mean,10Hz,POJ-L,M1-L,6.0,0.0273
mean,10Hz,POJ-L,POJ-R,4.0,0.0137
mean,10Hz,POJ-L,VIP-R,4.0,0.0137
mean,10Hz,POJ-R,POJ-L,4.0,0.0137
mean,10Hz,POJ-R,SPOC-L,8.0,0.0488
mean,10Hz,POJ-R,SPOC-R,1.0,0.0039
mean,10Hz,POJ-R,VIP-L,8.0,0.0488
mean,10Hz,POJ-R,mIPS-L,8.0,0.0488
mean,10Hz,S1-R,FEF-R,8.0,0.0488
mean,10Hz,S1-R,PMd-R,7.0,0.0371
mean,10Hz,SPL-L,AG-R,5.0,0.0195
mean,10Hz,SPL-L,VIP-R,5.0,0.0195
mean,10Hz,SPOC-L,POJ-R,8.0,0.0488
mean,10Hz,SPOC-L,VIP-R,4.0,0.0137
mean,10Hz,SPOC-R,AG-R,6.0,0.0273
mean,10Hz,SPOC-R,IPL-L,2.0,0.0059
mean,10Hz,SPOC-R,POJ-R,1.0,0.0039
mean,10Hz,SPOC-R,V3-R,8.0,0.0488
mean,10Hz,SPOC-R,VIP-R,6.0,0.0273
mean,10Hz,STS-L,V1-R,8.0,0.0488
mean,10Hz,V1-L,PMv-R,4.0,0.0137
mean,10Hz,V1-R,M1-R,4.0,0.0137
mean,10Hz,V1-R,STS-L,8.0,0.0488
mean,10Hz,V1-R,VIP-R,7.0,0.0371
mean,10Hz,V3-R,SPOC-R,8.0,0.0488
mean,10Hz,V3-R,VIP-R,5.0,0.0195
mean,10Hz,VIP-L,IPL-R,3.0,0.0098
mean,10Hz,VIP-L,PMv-L,8.0,0.0488
mean,10Hz,VIP-L,POJ-R,8.0,0.0488
mean,10Hz,VIP-R,IPL-R,5.0,0.0195
mean,10Hz,VIP-R,PMv-L,6.0,0.0273
mean,10Hz,VIP-R,PMv-R,4.0,0.0137
mean,10Hz,VIP-R,POJ-L,4.0,0.0137
mean,10Hz,VIP-R,SPL-L,5.0,0.0195
mean,10Hz,VIP-R,SPOC-L,4.0,0.0137
mean,10Hz,VIP-R,SPOC-R,6.0,0.0273
mean,10Hz,VIP-R,V1-R,7.0,0.0371
mean,10Hz,VIP-R,V3-R,5.0,0.0195
mean,10Hz,mIPS-L,AG-L,3.0,0.0098
mean,10Hz,mIPS-L,M1-L,7.0,0.0371
mean,10Hz,mIPS-L,POJ-R,8.0,0.0488
mean,10Hz,mIPS-R,PMv-L,8.0,0.0488
mean,20Hz,AG-L,POJ-L,3.0,0.0098
mean,20Hz,AG-L,POJ-R,8.0,0.0488
mean,20Hz,AG-L,mIPS-L,1.0,0.0039
mean,20Hz,AG-R,SPL-R,7.0,0.0371
mean,20Hz,AG-R,VIP-R,7.0,0.0371
mean,20Hz,IPL-L,S1-L,8.0,0.0488
mean,20Hz,PMd-L,PMv-R,4.0,0.0137
mean,20Hz,PMd-R,PMv-R,8.0,0.0488
mean,20Hz,PMd-R,SMA-L,7.0,0.0371
mean,20Hz,PMd-R,V3-L,7.0,0.0371
mean,20Hz,PMv-L,SMA-R,7.0,0.0371
mean,20Hz,PMv-L,SPL-L,7.0,0.0371
mean,20Hz,PMv-R,PMd-L,4.0,0.0137
mean,20Hz,PMv-R,PMd-R,8.0,0.0488
mean,20Hz,PMv-R,SMA-R,8.0,0.0488
mean,20Hz,PMv-R,SPOC-L,3.0,0.0098
mean,20Hz,POJ-L,AG-L,3.0,0.0098
mean,20Hz,POJ-R,AG-L,8.0,0.0488
mean,20Hz,POJ-R,SPOC-L,7.0,0.0371
mean,20Hz,POJ-R,VIP-L,4.0,0.0137
mean,20Hz,S1-L,IPL-L,8.0,0.0488
mean,20Hz,S1-L,V3-R,8.0,0.0488
mean,20Hz,SMA-L,PMd-R,7.0,0.0371
mean,20Hz,SMA-R,PMv-L,7.0,0.0371
mean,20Hz,SMA-R,PMv-R,8.0,0.0488
mean,20Hz,SMA-R,V1-L,4.0,0.0137
mean,20Hz,SMA-R,VIP-R,6.0,0.0273
mean,20Hz,SPL-L,PMv-L,7.0,0.0371
mean,20Hz,SPL-R,AG-R,7.0,0.0371
mean,20Hz,SPOC-L,PMv-R,3.0,0.0098
mean,20Hz,SPOC-L,POJ-R,7.0,0.0371
mean,20Hz,SPOC-L,mIPS-R,5.0,0.0195
mean,20Hz,V1-L,SMA-R,4.0,0.0137
mean,20Hz,V1-L,mIPS-L,5.0,0.0195
mean,20Hz,V3-L,PMd-R,7.0,0.0371
mean,20Hz,V3-R,S1-L,8.0,0.0488
mean,20Hz,VIP-L,POJ-R,4.0,0.0137
mean,20Hz,VIP-R,AG-R,7.0,0.0371
mean,20Hz,VIP-R,SMA-R,6.0,0.0273
mean,20Hz,mIPS-L,AG-L,1.0,0.0039
mean,20Hz,mIPS-L,V1-L,5.0,0.0195
mean,20Hz,mIPS-R,SPOC-L,5.0,0.0195
