Method,Frequency,Region_From,Region_To,W_Stat,P_value
cat,100Hz,AG-L,V3-L,2.0,0.0059
cat,100Hz,AG-R,S1-L,8.0,0.0488
cat,100Hz,FEF-L,M1-R,8.0,0.0488
cat,100Hz,FEF-L,S1-R,7.0,0.0371
cat,100Hz,FEF-L,VIP-L,8.0,0.0488
cat,100Hz,FEF-R,M1-R,8.0,0.0488
cat,100Hz,FEF-R,POJ-R,8.0,0.0488
cat,100Hz,FEF-R,mIPS-L,7.0,0.0371
cat,100Hz,IPL-L,SMA-L,7.0,0.0371
cat,100Hz,IPL-R,mIPS-L,7.0,0.0371
cat,100Hz,M1-L,STS-R,5.0,0.0195
cat,100Hz,M1-R,FEF-L,8.0,0.0488
cat,100Hz,M1-R,FEF-R,8.0,0.0488
cat,100Hz,PMd-L,S1-L,8.0,0.0488
cat,100Hz,PMv-L,POJ-R,5.0,0.0195
cat,100Hz,PMv-R,POJ-L,3.0,0.0098
cat,100Hz,PMv-R,SPL-R,7.0,0.0371
cat,100Hz,PMv-R,mIPS-L,4.0,0.0137
cat,100Hz,POJ-L,PMv-R,3.0,0.0098
cat,100Hz,POJ-L,SPL-R,8.0,0.0488
cat,100Hz,POJ-L,mIPS-R,5.0,0.0195
cat,100Hz,POJ-R,FEF-R,8.0,0.0488
cat,100Hz,POJ-R,PMv-L,5.0,0.0195
cat,100Hz,POJ-R,S1-R,7.0,0.0371
cat,100Hz,S1-L,AG-R,8.0,0.0488
cat,100Hz,S1-L,PMd-L,8.0,0.0488
cat,100Hz,S1-R,FEF-L,7.0,0.0371
cat,100Hz,S1-R,POJ-R,7.0,0.0371
cat,100Hz,S1-R,SMA-R,4.0,0.0137
cat,100Hz,S1-R,STS-R,7.0,0.0371
cat,100Hz,SMA-L,IPL-L,7.0,0.0371
cat,100Hz,SMA-R,S1-R,4.0,0.0137
cat,100Hz,SPL-R,PMv-R,7.0,0.0371
cat,100Hz,SPL-R,POJ-L,8.0,0.0488
cat,100Hz,SPL-R,STS-R,4.0,0.0137
cat,100Hz,SPOC-L,mIPS-R,8.0,0.0488
cat,100Hz,SPOC-R,mIPS-L,3.0,0.0098
cat,100Hz,STS-L,V1-L,1.0,0.0039
cat,100Hz,STS-L,V1-R,2.0,0.0059
cat,100Hz,STS-R,M1-L,5.0,0.0195
cat,100Hz,STS-R,S1-R,7.0,0.0371
cat,100Hz,STS-R,SPL-R,4.0,0.0137
cat,100Hz,V1-L,STS-L,1.0,0.0039
cat,100Hz,V1-R,STS-L,2.0,0.0059
cat,100Hz,V1-R,V3-L,6.0,0.0273
cat,100Hz,V1-R,VIP-L,5.0,0.0195
cat,100Hz,V3-L,AG-L,2.0,0.0059
cat,100Hz,V3-L,V1-R,6.0,0.0273
cat,100Hz,V3-R,mIPS-R,8.0,0.0488
cat,100Hz,VIP-L,FEF-L,8.0,0.0488
cat,100Hz,VIP-L,V1-R,5.0,0.0195
cat,100Hz,mIPS-L,FEF-R,7.0,0.0371
cat,100Hz,mIPS-L,IPL-R,7.0,0.0371
cat,100Hz,mIPS-L,PMv-R,4.0,0.0137
cat,100Hz,mIPS-L,SPOC-R,3.0,0.0098
cat,100Hz,mIPS-R,POJ-L,5.0,0.0195
cat,100Hz,mIPS-R,SPOC-L,8.0,0.0488
cat,100Hz,mIPS-R,V3-R,8.0,0.0488
cat,10Hz,FEF-L,M1-L,6.0,0.0273
cat,10Hz,FEF-L,V3-L,7.0,0.0371
cat,10Hz,FEF-R,S1-R,4.0,0.0137
cat,10Hz,M1-L,FEF-L,6.0,0.0273
cat,10Hz,M1-L,M1-R,5.0,0.0195
cat,10Hz,M1-L,mIPS-R,7.0,0.0371
cat,10Hz,M1-R,M1-L,5.0,0.0195
cat,10Hz,PMd-L,S1-R,4.0,0.0137
cat,10Hz,PMd-L,STS-R,6.0,0.0273
cat,10Hz,PMd-R,POJ-L,8.0,0.0488
cat,10Hz,POJ-L,PMd-R,8.0,0.0488
cat,10Hz,S1-L,STS-L,4.0,0.0137
cat,10Hz,S1-R,FEF-R,4.0,0.0137
cat,10Hz,S1-R,PMd-L,4.0,0.0137
cat,10Hz,SMA-R,SPOC-R,5.0,0.0195
cat,10Hz,SPOC-R,SMA-R,5.0,0.0195
cat,10Hz,STS-L,S1-L,4.0,0.0137
cat,10Hz,STS-R,PMd-L,6.0,0.0273
cat,10Hz,STS-R,mIPS-L,8.0,0.0488
cat,10Hz,V1-R,V3-R,1.0,0.0039
cat,10Hz,V3-L,FEF-L,7.0,0.0371
cat,10Hz,V3-R,V1-R,1.0,0.0039
cat,10Hz,mIPS-L,STS-R,8.0,0.0488
cat,10Hz,mIPS-R,M1-L,7.0,0.0371
cat,20Hz,AG-L,M1-L,4.0,0.0137
cat,20Hz,AG-L,M1-R,1.0,0.0039
cat,20Hz,AG-R,IPL-L,4.0,0.0137
cat,20Hz,AG-R,PMd-R,7.0,0.0371
cat,20Hz,FEF-L,M1-L,1.0,0.0039
