Method,Frequency,Region_From,Region_To,W_Stat,P_value
cat,20Hz,FEF-L,PMd-R,5.0,0.0195
cat,20Hz,FEF-L,S1-R,7.0,0.0371
cat,20Hz,FEF-R,SMA-L,4.0,0.0137
cat,20Hz,FEF-R,SPOC-R,6.0,0.0273
cat,20Hz,IPL-L,AG-R,4.0,0.0137
cat,20Hz,IPL-L,IPL-R,6.0,0.0273
cat,20Hz,IPL-L,S1-R,5.0,0.0195
cat,20Hz,IPL-L,SPOC-R,4.0,0.0137
cat,20Hz,IPL-R,IPL-L,6.0,0.0273
cat,20Hz,IPL-R,POJ-L,8.0,0.0488
cat,20Hz,IPL-R,mIPS-L,8.0,0.0488
cat,20Hz,M1-L,AG-L,4.0,0.0137
cat,20Hz,M1-L,FEF-L,1.0,0.0039
cat,20Hz,M1-L,V3-R,8.0,0.0488
cat,20Hz,M1-R,AG-L,1.0,0.0039
cat,20Hz,M1-R,SPL-L,8.0,0.0488
cat,20Hz,PMd-L,S1-R,5.0,0.0195
cat,20Hz,PMd-R,AG-R,7.0,0.0371
cat,20Hz,PMd-R,FEF-L,5.0,0.0195
cat,20Hz,PMd-R,SMA-L,7.0,0.0371
cat,20Hz,PMd-R,STS-R,8.0,0.0488
cat,20Hz,PMd-R,VIP-R,7.0,0.0371
cat,20Hz,PMv-L,POJ-R,1.0,0.0039
cat,20Hz,PMv-R,VIP-L,6.0,0.0273
cat,20Hz,POJ-L,IPL-R,8.0,0.0488
cat,20Hz,POJ-L,SPOC-L,5.0,0.0195
cat,20Hz,POJ-R,PMv-L,1.0,0.0039
cat,20Hz,S1-L,SPL-R,5.0,0.0195
cat,20Hz,S1-R,FEF-L,7.0,0.0371
cat,20Hz,S1-R,IPL-L,5.0,0.0195
cat,20Hz,S1-R,PMd-L,5.0,0.0195
cat,20Hz,SMA-L,FEF-R,4.0,0.0137
cat,20Hz,SMA-L,PMd-R,7.0,0.0371
cat,20Hz,SMA-L,mIPS-R,5.0,0.0195
cat,20Hz,SPL-L,M1-R,8.0,0.0488
cat,20Hz,SPL-R,S1-L,5.0,0.0195
cat,20Hz,SPOC-L,POJ-L,5.0,0.0195
cat,20Hz,SPOC-R,FEF-R,6.0,0.0273
cat,20Hz,SPOC-R,IPL-L,4.0,0.0137
cat,20Hz,SPOC-R,mIPS-R,0.0,0.002
cat,20Hz,STS-L,VIP-L,0.0,0.002
cat,20Hz,STS-R,PMd-R,8.0,0.0488
cat,20Hz,V3-R,M1-L,8.0,0.0488
cat,20Hz,VIP-L,PMv-R,6.0,0.0273
cat,20Hz,VIP-L,STS-L,0.0,0.002
cat,20Hz,VIP-R,PMd-R,7.0,0.0371
cat,20Hz,mIPS-L,IPL-R,8.0,0.0488
cat,20Hz,mIPS-R,SMA-L,5.0,0.0195
cat,20Hz,mIPS-R,SPOC-R,0.0,0.002
