MEG Signal Analysis - Enhanced Heatmaps Comparison
===============================================
Selected dataset: DataSet2_unc
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_10Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_10Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_10Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_10Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_10Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_20Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_20Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_20Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_20Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_20Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_20Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_20Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_20Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_20Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_20Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_20Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_100Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_100Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_100Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_100Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_100Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_100Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_100Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_100Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_100Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_100Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_iPDC_100Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_10Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_10Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_10Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_10Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_10Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_10Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_10Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_10Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_10Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_10Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_10Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_20Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_20Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_20Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_20Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_20Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_20Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_20Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_20Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_20Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_20Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_20Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_100Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_100Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_100Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_100Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_100Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_100Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_100Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_100Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_100Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_100Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\cue_gPDC_100Hz_BG_comparison_normalized.png

Processing alignment: mov
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_10Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_10Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_10Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_10Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_10Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_10Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_10Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_10Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_10Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_10Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_10Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_20Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_20Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_20Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_20Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_20Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_20Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_20Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_20Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_20Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_20Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_20Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_100Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_100Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_100Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_100Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_100Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_100Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_100Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_100Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_100Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_100Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gDTF_100Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_10Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_10Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_10Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_10Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_10Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_10Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_10Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_10Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_10Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_10Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_10Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_20Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_20Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_20Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_20Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_20Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_20Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_20Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_20Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_20Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_20Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_20Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_100Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_100Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_100Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_100Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_100Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_100Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_100Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_100Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_100Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_100Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_iPDC_100Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_10Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_10Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_10Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_10Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_10Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_10Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_10Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_10Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_10Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_10Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_10Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_20Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_20Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_20Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_20Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_20Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_20Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_20Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_20Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_20Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_20Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_20Hz_BG_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_100Hz_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_100Hz_DOC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_100Hz_GB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_100Hz_JDC_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_100Hz_JFXD_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_100Hz_JZ_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_100Hz_LT_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_100Hz_NvA_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_100Hz_RR_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_100Hz_SJB_comparison_normalized.png
Created heatmap: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized\mov_gPDC_100Hz_BG_comparison_normalized.png

Operation Summary
================
Total comparisons created: 198
Errors encountered: 0

Output directory: Heatmaps\DataSet2_unc\Heatmaps_Comparison_normalized
Process completed at: 2025-02-06 10:22:12
