MEG Signal Analysis - Enhanced Average Matrix Creation
==================================================
Selected dataset: DataSet30_Align_mov
Excluding iDTF: True
Excluding LT-Pronation: True
Process started at: 2025-10-28 19:24:28
--------------------------------------------------

Processing dataset...
Checking for LT-Pronation files in dataset...
No LT-Pronation files found in the dataset
WARNING: You chose to exclude LT-Pronation files, but no such files were found in the dataset.
Files will still be created with '_NO-LT' suffix as requested.

Processing alignment: cue
Processing target: R
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_cat_10Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_26Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gPDC_25Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gPDC_100Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iPDC_101Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_mean_100Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gDTF_10Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gPDC_21Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gDTF_25Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gDTF_100Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iDTF_101Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gPDC_10Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gDTF_21Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_19Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_25Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iPDC_24Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iDTF_99Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gPDC_26Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gDTF_19Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_21Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iPDC_20Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iDTF_11Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_cat_100Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gDTF_26Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iDTF_24Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iPDC_99Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gPDC_19Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_mean_20Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iDTF_20Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iPDC_11Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_10Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_100Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_24Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iPDC_25Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iDTF_10Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_mean_10Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_20Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iPDC_21Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_99Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iDTF_25Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_9Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iPDC_10Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_11Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iDTF_21Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_101Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gPDC_24Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gDTF_99Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gPDC_9Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iPDC_26Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iPDC_100Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gPDC_101Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iDTF_9Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iDTF_19Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gPDC_20Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gDTF_11Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/msc_cat_20Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/iDTF_26Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gDTF_24Hz
Found method_freq directory: Data/DataSet30_Align_mov/cue/R/gPDC_99Hz
