Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,100Hz,AG-L,SPL-R,5.0,0.0195
iPDC,100Hz,AG-L,SPOC-R,3.0,0.0098
iPDC,100Hz,AG-L,STS-L,6.0,0.0273
iPDC,100Hz,AG-L,V1-R,5.0,0.0195
iPDC,100Hz,AG-R,VIP-R,5.0,0.0195
iPDC,100Hz,FEF-L,PMv-R,7.0,0.0371
iPDC,100Hz,FEF-R,PMd-L,6.0,0.0273
iPDC,100Hz,IPL-R,POJ-L,6.0,0.0273
iPDC,100Hz,IPL-R,SPL-R,3.0,0.0098
iPDC,100Hz,IPL-R,V1-L,7.0,0.0371
iPDC,100Hz,PMd-L,PMv-R,4.0,0.0137
iPDC,100Hz,PMd-L,SMA-R,8.0,0.0488
iPDC,100Hz,PMd-L,V3-L,7.0,0.0371
iPDC,100Hz,PMv-L,M1-R,7.0,0.0371
iPDC,100Hz,PMv-L,SPOC-L,6.0,0.0273
iPDC,100Hz,PMv-R,mIPS-L,2.0,0.0059
iPDC,100Hz,POJ-L,V1-R,1.0,0.0039
iPDC,100Hz,POJ-L,VIP-R,8.0,0.0488
iPDC,100Hz,POJ-R,VIP-R,7.0,0.0371
iPDC,100Hz,S1-L,SMA-L,7.0,0.0371
iPDC,100Hz,S1-L,VIP-L,7.0,0.0371
iPDC,100Hz,S1-R,AG-R,8.0,0.0488
iPDC,100Hz,S1-R,FEF-R,1.0,0.0039
iPDC,100Hz,SMA-R,PMd-R,8.0,0.0488
iPDC,100Hz,SMA-R,SPL-R,8.0,0.0488
iPDC,100Hz,SPL-L,PMv-R,5.0,0.0195
iPDC,100Hz,SPL-L,S1-L,8.0,0.0488
iPDC,100Hz,SPL-R,AG-R,8.0,0.0488
iPDC,100Hz,SPL-R,PMd-R,2.0,0.0059
iPDC,100Hz,SPL-R,VIP-R,7.0,0.0371
iPDC,100Hz,SPOC-L,FEF-L,8.0,0.0488
iPDC,100Hz,SPOC-L,SMA-R,8.0,0.0488
iPDC,100Hz,SPOC-R,SMA-R,7.0,0.0371
iPDC,100Hz,STS-L,FEF-L,7.0,0.0371
iPDC,100Hz,STS-L,SPOC-R,6.0,0.0273
iPDC,100Hz,STS-R,V3-R,8.0,0.0488
iPDC,100Hz,V1-L,PMd-L,7.0,0.0371
iPDC,100Hz,V1-L,S1-L,7.0,0.0371
iPDC,100Hz,V1-L,SPOC-L,4.0,0.0137
iPDC,100Hz,V1-L,V1-R,8.0,0.0488
iPDC,100Hz,V1-R,IPL-R,5.0,0.0195
iPDC,100Hz,V1-R,M1-L,8.0,0.0488
iPDC,100Hz,V3-L,SPOC-R,6.0,0.0273
iPDC,100Hz,V3-R,POJ-L,7.0,0.0371
iPDC,100Hz,V3-R,S1-L,4.0,0.0137
iPDC,100Hz,VIP-L,PMd-L,7.0,0.0371
iPDC,100Hz,VIP-L,POJ-L,8.0,0.0488
iPDC,100Hz,VIP-L,SPL-L,8.0,0.0488
iPDC,100Hz,VIP-L,SPOC-R,5.0,0.0195
iPDC,100Hz,VIP-L,STS-L,8.0,0.0488
iPDC,100Hz,mIPS-L,V3-L,5.0,0.0195
iPDC,101Hz,AG-L,SPL-R,6.0,0.0273
iPDC,101Hz,AG-L,SPOC-R,3.0,0.0098
iPDC,101Hz,AG-L,STS-L,3.0,0.0098
iPDC,101Hz,AG-L,V1-R,4.0,0.0137
iPDC,101Hz,AG-R,VIP-R,5.0,0.0195
iPDC,101Hz,FEF-L,PMv-R,7.0,0.0371
iPDC,101Hz,FEF-R,PMd-L,6.0,0.0273
iPDC,101Hz,IPL-R,POJ-L,6.0,0.0273
iPDC,101Hz,IPL-R,SPL-R,3.0,0.0098
iPDC,101Hz,IPL-R,V1-L,7.0,0.0371
iPDC,101Hz,PMd-L,PMv-R,6.0,0.0273
iPDC,101Hz,PMd-L,SMA-R,8.0,0.0488
iPDC,101Hz,PMd-L,V3-L,7.0,0.0371
iPDC,101Hz,PMv-L,M1-R,7.0,0.0371
iPDC,101Hz,PMv-L,SPOC-L,6.0,0.0273
iPDC,101Hz,PMv-R,mIPS-L,2.0,0.0059
iPDC,101Hz,POJ-L,V1-R,1.0,0.0039
iPDC,101Hz,POJ-L,VIP-R,8.0,0.0488
iPDC,101Hz,POJ-R,M1-L,8.0,0.0488
iPDC,101Hz,POJ-R,VIP-R,7.0,0.0371
iPDC,101Hz,S1-L,SMA-L,7.0,0.0371
iPDC,101Hz,S1-L,VIP-L,7.0,0.0371
iPDC,101Hz,S1-R,AG-R,8.0,0.0488
iPDC,101Hz,S1-R,FEF-R,2.0,0.0059
iPDC,101Hz,SMA-R,SPL-R,8.0,0.0488
iPDC,101Hz,SPL-L,PMv-R,7.0,0.0371
iPDC,101Hz,SPL-L,S1-L,7.0,0.0371
iPDC,101Hz,SPL-R,AG-R,8.0,0.0488
iPDC,101Hz,SPL-R,PMd-R,3.0,0.0098
iPDC,101Hz,SPL-R,VIP-R,7.0,0.0371
iPDC,101Hz,SPOC-L,FEF-L,8.0,0.0488
iPDC,101Hz,SPOC-L,SMA-R,8.0,0.0488
iPDC,101Hz,STS-L,FEF-L,5.0,0.0195
iPDC,101Hz,STS-L,SPOC-R,6.0,0.0273
iPDC,101Hz,STS-R,V3-R,7.0,0.0371
iPDC,101Hz,V1-L,IPL-R,8.0,0.0488
iPDC,101Hz,V1-L,PMd-L,7.0,0.0371
iPDC,101Hz,V1-L,S1-L,7.0,0.0371
iPDC,101Hz,V1-L,SPOC-L,3.0,0.0098
iPDC,101Hz,V1-L,V1-R,8.0,0.0488
iPDC,101Hz,V1-R,IPL-R,5.0,0.0195
iPDC,101Hz,V1-R,M1-L,8.0,0.0488
iPDC,101Hz,V1-R,SPL-R,5.0,0.0195
iPDC,101Hz,V3-L,SPOC-R,6.0,0.0273
iPDC,101Hz,V3-R,POJ-L,7.0,0.0371
iPDC,101Hz,V3-R,S1-L,4.0,0.0137
iPDC,101Hz,VIP-L,PMd-L,7.0,0.0371
iPDC,101Hz,VIP-L,POJ-L,7.0,0.0371
iPDC,101Hz,VIP-L,SPL-L,8.0,0.0488
iPDC,101Hz,VIP-L,SPOC-R,5.0,0.0195
iPDC,101Hz,VIP-L,STS-L,8.0,0.0488
iPDC,101Hz,mIPS-L,V3-L,6.0,0.0273
iPDC,10Hz,AG-R,S1-L,3.0,0.0098
iPDC,10Hz,AG-R,VIP-R,3.0,0.0098
iPDC,10Hz,AG-R,mIPS-R,8.0,0.0488
iPDC,10Hz,FEF-L,POJ-L,8.0,0.0488
iPDC,10Hz,FEF-L,SPOC-R,5.0,0.0195
iPDC,10Hz,FEF-R,PMd-R,8.0,0.0488
iPDC,10Hz,IPL-L,POJ-R,8.0,0.0488
iPDC,10Hz,IPL-L,SPOC-L,8.0,0.0488
iPDC,10Hz,M1-L,PMd-L,7.0,0.0371
iPDC,10Hz,M1-L,POJ-L,4.0,0.0137
iPDC,10Hz,M1-L,SPL-L,7.0,0.0371
iPDC,10Hz,M1-L,V3-R,6.0,0.0273
iPDC,10Hz,M1-L,mIPS-R,7.0,0.0371
iPDC,10Hz,M1-R,PMv-L,7.0,0.0371
iPDC,10Hz,M1-R,VIP-L,6.0,0.0273
iPDC,10Hz,PMd-L,PMv-L,8.0,0.0488
iPDC,10Hz,PMv-L,V1-L,8.0,0.0488
iPDC,10Hz,PMv-R,M1-R,2.0,0.0059
iPDC,10Hz,PMv-R,V1-R,6.0,0.0273
iPDC,10Hz,POJ-L,IPL-L,7.0,0.0371
iPDC,10Hz,POJ-L,V1-R,4.0,0.0137
iPDC,10Hz,POJ-L,V3-R,6.0,0.0273
iPDC,10Hz,POJ-R,AG-R,8.0,0.0488
iPDC,10Hz,POJ-R,SMA-R,6.0,0.0273
iPDC,10Hz,POJ-R,V1-R,7.0,0.0371
iPDC,10Hz,POJ-R,V3-L,4.0,0.0137
iPDC,10Hz,POJ-R,V3-R,4.0,0.0137
iPDC,10Hz,S1-L,IPL-L,7.0,0.0371
iPDC,10Hz,S1-L,IPL-R,7.0,0.0371
