Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,100Hz,AG-L,V3-L,8.0,0.0488
iPDC,100Hz,AG-R,S1-R,4.0,0.0137
iPDC,100Hz,IPL-R,PMd-R,5.0,0.0195
iPDC,100Hz,M1-L,SPOC-R,6.0,0.0273
iPDC,100Hz,M1-R,FEF-R,5.0,0.0195
iPDC,100Hz,M1-R,VIP-R,7.0,0.0371
iPDC,100Hz,PMd-L,PMv-L,7.0,0.0371
iPDC,100Hz,PMd-R,M1-L,7.0,0.0371
iPDC,100Hz,PMd-R,M1-R,8.0,0.0488
iPDC,100Hz,PMv-L,FEF-R,7.0,0.0371
iPDC,100Hz,PMv-L,SMA-L,8.0,0.0488
iPDC,100Hz,PMv-L,SMA-R,7.0,0.0371
iPDC,100Hz,PMv-L,SPOC-L,8.0,0.0488
iPDC,100Hz,PMv-L,V1-R,6.0,0.0273
iPDC,100Hz,PMv-R,SPL-R,4.0,0.0137
iPDC,100Hz,PMv-R,V1-L,8.0,0.0488
iPDC,100Hz,PMv-R,mIPS-R,1.0,0.0039
iPDC,100Hz,POJ-L,S1-L,4.0,0.0137
iPDC,100Hz,POJ-L,mIPS-R,6.0,0.0273
iPDC,100Hz,POJ-R,AG-R,2.0,0.0059
iPDC,100Hz,POJ-R,V1-R,7.0,0.0371
iPDC,100Hz,POJ-R,VIP-R,3.0,0.0098
iPDC,100Hz,S1-L,PMd-R,8.0,0.0488
iPDC,100Hz,S1-L,PMv-R,0.0,0.002
iPDC,100Hz,S1-L,STS-L,7.0,0.0371
iPDC,100Hz,S1-L,VIP-L,8.0,0.0488
iPDC,100Hz,S1-R,FEF-L,7.0,0.0371
iPDC,100Hz,S1-R,SMA-L,4.0,0.0137
iPDC,100Hz,SMA-L,POJ-R,8.0,0.0488
iPDC,100Hz,SMA-R,POJ-L,2.0,0.0059
iPDC,100Hz,SMA-R,S1-R,6.0,0.0273
iPDC,100Hz,SMA-R,mIPS-L,2.0,0.0059
iPDC,100Hz,SPL-L,POJ-L,8.0,0.0488
iPDC,100Hz,SPL-R,PMv-L,7.0,0.0371
iPDC,100Hz,SPOC-L,PMv-R,8.0,0.0488
iPDC,100Hz,SPOC-L,SMA-R,8.0,0.0488
iPDC,100Hz,SPOC-R,FEF-R,8.0,0.0488
iPDC,100Hz,SPOC-R,POJ-R,6.0,0.0273
iPDC,100Hz,SPOC-R,V1-R,2.0,0.0059
iPDC,100Hz,STS-L,M1-R,3.0,0.0098
iPDC,100Hz,STS-R,PMv-R,5.0,0.0195
iPDC,100Hz,V1-L,POJ-R,7.0,0.0371
iPDC,100Hz,V1-L,S1-R,6.0,0.0273
iPDC,100Hz,V1-L,SMA-L,4.0,0.0137
