frequency_Hz,n_subjects,mean_rho,std_rho,ci95_low,ci95_high,t_pvalue,wilcoxon_pvalue,spearman_edgewise,spearman_pvalue,n_pairs,spearman_ci95_low,spearman_ci95_high
100,NA,NA,NA,NA,NA,NA,NA,0.34459998472313064,2.0676172571005952e-14,465,0.26187207669748214,0.42230073019773795
