frequency_Hz,n_subjects,mean_rho,std_rho,ci95_low,ci95_high,t_pvalue,wilcoxon_pvalue,spearman_edgewise,spearman_pvalue,n_pairs,spearman_ci95_low,spearman_ci95_high
20,NA,NA,NA,NA,NA,NA,NA,0.3458118701275142,1.653844874466666e-14,465,0.2631531039880363,0.4234305491463998
