Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,10Hz,POJ-L,V3-R,6.0,0.0273
iPDC,10Hz,POJ-R,SMA-R,3.0,0.0098
iPDC,10Hz,POJ-R,V3-L,2.0,0.0059
iPDC,10Hz,POJ-R,V3-R,6.0,0.0273
iPDC,10Hz,S1-L,SPOC-L,7.0,0.0371
iPDC,10Hz,S1-R,AG-R,6.0,0.0273
iPDC,10Hz,S1-R,V1-R,8.0,0.0488
iPDC,10Hz,SMA-L,AG-L,8.0,0.0488
iPDC,10Hz,SMA-R,V3-R,5.0,0.0195
iPDC,10Hz,SPL-L,V1-R,8.0,0.0488
iPDC,10Hz,SPL-R,SMA-L,6.0,0.0273
iPDC,10Hz,SPL-R,VIP-R,7.0,0.0371
iPDC,10Hz,SPOC-L,FEF-R,7.0,0.0371
iPDC,10Hz,SPOC-L,M1-L,7.0,0.0371
iPDC,10Hz,SPOC-L,mIPS-L,6.0,0.0273
iPDC,10Hz,SPOC-R,SMA-R,1.0,0.0039
iPDC,10Hz,SPOC-R,mIPS-L,5.0,0.0195
iPDC,10Hz,STS-L,SMA-L,6.0,0.0273
iPDC,10Hz,STS-L,V1-L,8.0,0.0488
iPDC,10Hz,STS-R,M1-R,4.0,0.0137
iPDC,10Hz,STS-R,V3-L,8.0,0.0488
iPDC,10Hz,V1-R,PMd-L,0.0,0.002
iPDC,10Hz,V1-R,V1-L,4.0,0.0137
iPDC,10Hz,V3-L,SPL-L,6.0,0.0273
iPDC,10Hz,VIP-R,POJ-R,6.0,0.0273
iPDC,10Hz,VIP-R,S1-L,6.0,0.0273
iPDC,10Hz,mIPS-L,V3-L,5.0,0.0195
iPDC,10Hz,mIPS-R,V3-R,6.0,0.0273
iPDC,20Hz,AG-R,V3-L,4.0,0.0137
iPDC,20Hz,AG-R,mIPS-R,8.0,0.0488
iPDC,20Hz,FEF-L,PMd-L,8.0,0.0488
iPDC,20Hz,FEF-R,POJ-R,7.0,0.0371
iPDC,20Hz,IPL-L,POJ-R,3.0,0.0098
iPDC,20Hz,IPL-R,STS-R,6.0,0.0273
iPDC,20Hz,M1-L,PMd-L,8.0,0.0488
iPDC,20Hz,M1-L,POJ-L,4.0,0.0137
iPDC,20Hz,M1-R,PMv-R,8.0,0.0488
iPDC,20Hz,M1-R,VIP-L,8.0,0.0488
iPDC,20Hz,PMd-L,PMd-R,4.0,0.0137
iPDC,20Hz,PMd-L,PMv-L,6.0,0.0273
iPDC,20Hz,PMd-L,POJ-L,7.0,0.0371
iPDC,20Hz,PMd-R,IPL-R,8.0,0.0488
iPDC,20Hz,PMv-L,SMA-R,8.0,0.0488
iPDC,20Hz,PMv-R,M1-R,3.0,0.0098
iPDC,20Hz,PMv-R,SPL-L,7.0,0.0371
iPDC,20Hz,POJ-R,SMA-R,6.0,0.0273
iPDC,20Hz,POJ-R,V3-R,1.0,0.0039
iPDC,20Hz,S1-L,VIP-R,7.0,0.0371
iPDC,20Hz,S1-R,VIP-R,7.0,0.0371
iPDC,20Hz,SPL-L,V3-L,8.0,0.0488
iPDC,20Hz,SPOC-L,POJ-R,6.0,0.0273
iPDC,20Hz,SPOC-R,POJ-R,6.0,0.0273
iPDC,20Hz,SPOC-R,STS-L,7.0,0.0371
iPDC,20Hz,STS-L,SPOC-L,7.0,0.0371
iPDC,20Hz,STS-L,SPOC-R,8.0,0.0488
iPDC,20Hz,STS-R,M1-R,7.0,0.0371
iPDC,20Hz,STS-R,SPL-R,7.0,0.0371
iPDC,20Hz,STS-R,SPOC-R,7.0,0.0371
iPDC,20Hz,STS-R,VIP-R,8.0,0.0488
iPDC,20Hz,V1-R,PMd-L,8.0,0.0488
iPDC,20Hz,V3-L,SPL-L,8.0,0.0488
iPDC,20Hz,V3-R,mIPS-R,7.0,0.0371
iPDC,20Hz,VIP-L,SMA-L,6.0,0.0273
iPDC,20Hz,VIP-R,POJ-R,8.0,0.0488
iPDC,20Hz,VIP-R,STS-L,8.0,0.0488
iPDC,20Hz,mIPS-R,V3-R,5.0,0.0195
iPDC,25Hz,AG-L,M1-R,7.0,0.0371
iPDC,25Hz,AG-R,AG-L,5.0,0.0195
iPDC,25Hz,AG-R,S1-L,7.0,0.0371
iPDC,25Hz,AG-R,V3-L,8.0,0.0488
iPDC,25Hz,FEF-L,PMd-L,8.0,0.0488
iPDC,25Hz,FEF-L,V3-L,6.0,0.0273
iPDC,25Hz,FEF-R,SPL-R,4.0,0.0137
iPDC,25Hz,IPL-R,PMv-R,8.0,0.0488
iPDC,25Hz,M1-L,POJ-L,3.0,0.0098
iPDC,25Hz,M1-L,V3-R,8.0,0.0488
iPDC,25Hz,M1-R,VIP-L,3.0,0.0098
iPDC,25Hz,PMd-L,PMd-R,8.0,0.0488
iPDC,25Hz,PMd-L,PMv-L,2.0,0.0059
iPDC,25Hz,PMd-R,IPL-R,6.0,0.0273
iPDC,25Hz,PMd-R,M1-L,6.0,0.0273
iPDC,25Hz,PMd-R,PMd-L,8.0,0.0488
iPDC,25Hz,PMd-R,STS-L,8.0,0.0488
iPDC,25Hz,PMv-R,IPL-R,7.0,0.0371
iPDC,25Hz,PMv-R,M1-R,3.0,0.0098
iPDC,25Hz,POJ-L,SPL-R,4.0,0.0137
iPDC,25Hz,POJ-R,V1-R,8.0,0.0488
iPDC,25Hz,POJ-R,V3-R,0.0,0.002
iPDC,25Hz,SMA-L,AG-R,8.0,0.0488
iPDC,25Hz,SMA-R,SPL-R,8.0,0.0488
iPDC,25Hz,SPL-L,STS-L,6.0,0.0273
iPDC,25Hz,SPL-L,V3-L,8.0,0.0488
iPDC,25Hz,SPL-L,mIPS-L,6.0,0.0273
iPDC,25Hz,SPOC-L,SPL-L,5.0,0.0195
iPDC,25Hz,SPOC-R,POJ-R,6.0,0.0273
iPDC,25Hz,STS-L,IPL-R,7.0,0.0371
iPDC,25Hz,STS-R,SPL-R,3.0,0.0098
iPDC,25Hz,STS-R,VIP-R,6.0,0.0273
iPDC,25Hz,V1-R,SMA-L,8.0,0.0488
iPDC,25Hz,V1-R,SMA-R,6.0,0.0273
iPDC,25Hz,V3-R,mIPS-R,7.0,0.0371
iPDC,25Hz,VIP-L,S1-L,8.0,0.0488
iPDC,25Hz,VIP-L,SMA-L,7.0,0.0371
iPDC,25Hz,VIP-R,POJ-R,5.0,0.0195
iPDC,25Hz,mIPS-L,SPL-R,7.0,0.0371
iPDC,25Hz,mIPS-R,V3-R,7.0,0.0371
iPDC,25Hz,mIPS-R,VIP-R,8.0,0.0488
