MEG Wilcoxon Analysis Results with Benjamini-Hochberg Correction
=====================================================
Method-Frequency: iPDC_10Hz
Analysis Date: 2025-06-28 18:01:40
FDR level (alpha): 0.05
Total tests: 992
Significant tests after BH correction: 0

Benjamini-Hochberg Correction Details
===================================
Sorted p-values with critical values:
Rank	P-value		Critical Value	Significant
----	-------		--------------	-----------
1	0.00195312	0.00005040	No
2	0.00390625	0.00010081	No
3	0.00585938	0.00015121	No
4	0.00585938	0.00020161	No
5	0.00585938	0.00025202	No
6	0.00585938	0.00030242	No
7	0.00585938	0.00035282	No
8	0.00976562	0.00040323	No
9	0.00976562	0.00045363	No
10	0.00976562	0.00050403	No
11	0.01367188	0.00055444	No
12	0.01367188	0.00060484	No
13	0.01367188	0.00065524	No
14	0.01367188	0.00070565	No
15	0.01367188	0.00075605	No
16	0.01953125	0.00080645	No
17	0.01953125	0.00085685	No
18	0.01953125	0.00090726	No
19	0.01953125	0.00095766	No
20	0.01953125	0.00100806	No
21	0.01953125	0.00105847	No
22	0.01953125	0.00110887	No
23	0.01953125	0.00115927	No
24	0.01953125	0.00120968	No
25	0.02734375	0.00126008	No
26	0.02734375	0.00131048	No
27	0.02734375	0.00136089	No
28	0.02734375	0.00141129	No
29	0.02734375	0.00146169	No
30	0.02734375	0.00151210	No
31	0.02734375	0.00156250	No
32	0.03710938	0.00161290	No
33	0.03710938	0.00166331	No
34	0.03710938	0.00171371	No
35	0.03710938	0.00176411	No
36	0.03710938	0.00181452	No
37	0.03710938	0.00186492	No
38	0.04882812	0.00191532	No
39	0.04882812	0.00196573	No
40	0.04882812	0.00201613	No
41	0.04882812	0.00206653	No
42	0.04882812	0.00211694	No
43	0.04882812	0.00216734	No
44	0.04882812	0.00221774	No
45	0.04882812	0.00226815	No
46	0.04882812	0.00231855	No
47	0.04882812	0.00236895	No
48	0.04882812	0.00241935	No
49	0.06445312	0.00246976	No
50	0.06445312	0.00252016	No
51	0.06445312	0.00257056	No
52	0.06445312	0.00262097	No
53	0.06445312	0.00267137	No
54	0.06445312	0.00272177	No
55	0.06445312	0.00277218	No
56	0.06445312	0.00282258	No
57	0.06445312	0.00287298	No
58	0.06445312	0.00292339	No
59	0.06445312	0.00297379	No
60	0.06445312	0.00302419	No
61	0.08398438	0.00307460	No
62	0.08398438	0.00312500	No
63	0.08398438	0.00317540	No
64	0.08398438	0.00322581	No
65	0.08398438	0.00327621	No
66	0.08398438	0.00332661	No
67	0.08398438	0.00337702	No
68	0.08398438	0.00342742	No
69	0.08398438	0.00347782	No
70	0.08398438	0.00352823	No
71	0.08398438	0.00357863	No
72	0.08398438	0.00362903	No
73	0.08398438	0.00367944	No
74	0.08398438	0.00372984	No
75	0.08398438	0.00378024	No
76	0.08398438	0.00383065	No
77	0.08398438	0.00388105	No
78	0.08398438	0.00393145	No
79	0.08398438	0.00398185	No
80	0.08398438	0.00403226	No
81	0.08398438	0.00408266	No
82	0.08398438	0.00413306	No
83	0.10546875	0.00418347	No
84	0.10546875	0.00423387	No
85	0.10546875	0.00428427	No
86	0.10546875	0.00433468	No
87	0.10546875	0.00438508	No
88	0.10546875	0.00443548	No
89	0.10546875	0.00448589	No
90	0.10546875	0.00453629	No
91	0.10546875	0.00458669	No
92	0.10546875	0.00463710	No
93	0.10546875	0.00468750	No
94	0.10546875	0.00473790	No
95	0.10546875	0.00478831	No
96	0.10546875	0.00483871	No
97	0.10546875	0.00488911	No
98	0.10546875	0.00493952	No
99	0.10546875	0.00498992	No
100	0.13085938	0.00504032	No
101	0.13085938	0.00509073	No
102	0.13085938	0.00514113	No
103	0.13085938	0.00519153	No
104	0.13085938	0.00524194	No
105	0.13085938	0.00529234	No
106	0.13085938	0.00534274	No
107	0.13085938	0.00539315	No
108	0.13085938	0.00544355	No
109	0.13085938	0.00549395	No
110	0.13085938	0.00554435	No
111	0.13085938	0.00559476	No
112	0.13085938	0.00564516	No
113	0.13085938	0.00569556	No
114	0.13085938	0.00574597	No
115	0.13085938	0.00579637	No
116	0.13085938	0.00584677	No
117	0.13085938	0.00589718	No
118	0.13085938	0.00594758	No
119	0.16015625	0.00599798	No
120	0.16015625	0.00604839	No
121	0.16015625	0.00609879	No
122	0.16015625	0.00614919	No
123	0.16015625	0.00619960	No
124	0.16015625	0.00625000	No
125	0.16015625	0.00630040	No
126	0.16015625	0.00635081	No
127	0.16015625	0.00640121	No
128	0.16015625	0.00645161	No
129	0.16015625	0.00650202	No
130	0.16015625	0.00655242	No
131	0.16015625	0.00660282	No
132	0.16015625	0.00665323	No
133	0.16015625	0.00670363	No
134	0.16015625	0.00675403	No
135	0.16015625	0.00680444	No
136	0.16015625	0.00685484	No
137	0.16015625	0.00690524	No
138	0.16015625	0.00695565	No
139	0.16015625	0.00700605	No
140	0.16015625	0.00705645	No
141	0.16015625	0.00710685	No
142	0.16015625	0.00715726	No
143	0.16015625	0.00720766	No
144	0.16015625	0.00725806	No
145	0.16015625	0.00730847	No
146	0.16015625	0.00735887	No
147	0.16015625	0.00740927	No
148	0.16015625	0.00745968	No
149	0.16015625	0.00751008	No
150	0.19335938	0.00756048	No
151	0.19335938	0.00761089	No
152	0.19335938	0.00766129	No
153	0.19335938	0.00771169	No
154	0.19335938	0.00776210	No
155	0.19335938	0.00781250	No
156	0.19335938	0.00786290	No
157	0.19335938	0.00791331	No
158	0.19335938	0.00796371	No
159	0.19335938	0.00801411	No
160	0.19335938	0.00806452	No
161	0.19335938	0.00811492	No
162	0.19335938	0.00816532	No
163	0.19335938	0.00821573	No
164	0.19335938	0.00826613	No
165	0.19335938	0.00831653	No
166	0.19335938	0.00836694	No
167	0.19335938	0.00841734	No
168	0.19335938	0.00846774	No
169	0.19335938	0.00851815	No
170	0.19335938	0.00856855	No
171	0.19335938	0.00861895	No
172	0.19335938	0.00866935	No
173	0.19335938	0.00871976	No
174	0.19335938	0.00877016	No
175	0.19335938	0.00882056	No
176	0.19335938	0.00887097	No
177	0.19335938	0.00892137	No
178	0.19335938	0.00897177	No
179	0.19335938	0.00902218	No
180	0.19335938	0.00907258	No
181	0.19335938	0.00912298	No
182	0.19335938	0.00917339	No
183	0.23242188	0.00922379	No
184	0.23242188	0.00927419	No
185	0.23242188	0.00932460	No
186	0.23242188	0.00937500	No
187	0.23242188	0.00942540	No
188	0.23242188	0.00947581	No
189	0.23242188	0.00952621	No
190	0.23242188	0.00957661	No
191	0.23242188	0.00962702	No
192	0.23242188	0.00967742	No
193	0.23242188	0.00972782	No
194	0.23242188	0.00977823	No
195	0.23242188	0.00982863	No
196	0.23242188	0.00987903	No
197	0.23242188	0.00992944	No
198	0.23242188	0.00997984	No
199	0.23242188	0.01003024	No
200	0.23242188	0.01008065	No
201	0.23242188	0.01013105	No
202	0.23242188	0.01018145	No
203	0.23242188	0.01023185	No
204	0.23242188	0.01028226	No
205	0.23242188	0.01033266	No
206	0.23242188	0.01038306	No
207	0.23242188	0.01043347	No
208	0.23242188	0.01048387	No
209	0.23242188	0.01053427	No
210	0.23242188	0.01058468	No
211	0.23242188	0.01063508	No
212	0.23242188	0.01068548	No
213	0.23242188	0.01073589	No
214	0.23242188	0.01078629	No
215	0.23242188	0.01083669	No
216	0.23242188	0.01088710	No
217	0.23242188	0.01093750	No
218	0.23242188	0.01098790	No
219	0.23242188	0.01103831	No
220	0.23242188	0.01108871	No
221	0.23242188	0.01113911	No
222	0.23242188	0.01118952	No
223	0.23242188	0.01123992	No
224	0.23242188	0.01129032	No
225	0.23242188	0.01134073	No
226	0.23242188	0.01139113	No
227	0.23242188	0.01144153	No
228	0.23242188	0.01149194	No
229	0.23242188	0.01154234	No
230	0.23242188	0.01159274	No
231	0.27539062	0.01164315	No
232	0.27539062	0.01169355	No
233	0.27539062	0.01174395	No
234	0.27539062	0.01179435	No
235	0.27539062	0.01184476	No
236	0.27539062	0.01189516	No
237	0.27539062	0.01194556	No
238	0.27539062	0.01199597	No
239	0.27539062	0.01204637	No
240	0.27539062	0.01209677	No
241	0.27539062	0.01214718	No
242	0.27539062	0.01219758	No
243	0.27539062	0.01224798	No
244	0.27539062	0.01229839	No
245	0.27539062	0.01234879	No
246	0.27539062	0.01239919	No
247	0.27539062	0.01244960	No
248	0.27539062	0.01250000	No
249	0.27539062	0.01255040	No
250	0.27539062	0.01260081	No
251	0.27539062	0.01265121	No
252	0.27539062	0.01270161	No
253	0.27539062	0.01275202	No
254	0.27539062	0.01280242	No
255	0.27539062	0.01285282	No
256	0.27539062	0.01290323	No
257	0.27539062	0.01295363	No
258	0.27539062	0.01300403	No
259	0.27539062	0.01305444	No
260	0.27539062	0.01310484	No
261	0.27539062	0.01315524	No
262	0.27539062	0.01320565	No
263	0.27539062	0.01325605	No
264	0.27539062	0.01330645	No
265	0.27539062	0.01335685	No
266	0.27539062	0.01340726	No
267	0.27539062	0.01345766	No
268	0.27539062	0.01350806	No
269	0.27539062	0.01355847	No
270	0.27539062	0.01360887	No
271	0.27539062	0.01365927	No
272	0.27539062	0.01370968	No
273	0.27539062	0.01376008	No
274	0.27539062	0.01381048	No
275	0.27539062	0.01386089	No
276	0.32226562	0.01391129	No
277	0.32226562	0.01396169	No
278	0.32226562	0.01401210	No
279	0.32226562	0.01406250	No
280	0.32226562	0.01411290	No
281	0.32226562	0.01416331	No
282	0.32226562	0.01421371	No
283	0.32226562	0.01426411	No
284	0.32226562	0.01431452	No
285	0.32226562	0.01436492	No
286	0.32226562	0.01441532	No
287	0.32226562	0.01446573	No
288	0.32226562	0.01451613	No
289	0.32226562	0.01456653	No
290	0.32226562	0.01461694	No
291	0.32226562	0.01466734	No
292	0.32226562	0.01471774	No
293	0.32226562	0.01476815	No
294	0.32226562	0.01481855	No
295	0.32226562	0.01486895	No
296	0.32226562	0.01491935	No
297	0.32226562	0.01496976	No
298	0.32226562	0.01502016	No
299	0.32226562	0.01507056	No
300	0.32226562	0.01512097	No
301	0.32226562	0.01517137	No
302	0.32226562	0.01522177	No
303	0.32226562	0.01527218	No
304	0.32226562	0.01532258	No
305	0.32226562	0.01537298	No
306	0.32226562	0.01542339	No
307	0.32226562	0.01547379	No
308	0.32226562	0.01552419	No
309	0.32226562	0.01557460	No
310	0.32226562	0.01562500	No
311	0.37500000	0.01567540	No
312	0.37500000	0.01572581	No
313	0.37500000	0.01577621	No
314	0.37500000	0.01582661	No
315	0.37500000	0.01587702	No
316	0.37500000	0.01592742	No
317	0.37500000	0.01597782	No
318	0.37500000	0.01602823	No
319	0.37500000	0.01607863	No
320	0.37500000	0.01612903	No
321	0.37500000	0.01617944	No
322	0.37500000	0.01622984	No
323	0.37500000	0.01628024	No
324	0.37500000	0.01633065	No
325	0.37500000	0.01638105	No
326	0.37500000	0.01643145	No
327	0.37500000	0.01648185	No
328	0.37500000	0.01653226	No
329	0.37500000	0.01658266	No
330	0.37500000	0.01663306	No
331	0.37500000	0.01668347	No
332	0.37500000	0.01673387	No
333	0.37500000	0.01678427	No
334	0.37500000	0.01683468	No
335	0.37500000	0.01688508	No
336	0.37500000	0.01693548	No
337	0.37500000	0.01698589	No
338	0.37500000	0.01703629	No
339	0.37500000	0.01708669	No
340	0.37500000	0.01713710	No
341	0.37500000	0.01718750	No
342	0.37500000	0.01723790	No
343	0.37500000	0.01728831	No
344	0.37500000	0.01733871	No
345	0.37500000	0.01738911	No
346	0.37500000	0.01743952	No
347	0.37500000	0.01748992	No
348	0.37500000	0.01754032	No
349	0.37500000	0.01759073	No
350	0.37500000	0.01764113	No
351	0.37500000	0.01769153	No
352	0.37500000	0.01774194	No
353	0.37500000	0.01779234	No
354	0.37500000	0.01784274	No
355	0.37500000	0.01789315	No
356	0.37500000	0.01794355	No
357	0.43164062	0.01799395	No
358	0.43164062	0.01804435	No
359	0.43164062	0.01809476	No
360	0.43164062	0.01814516	No
361	0.43164062	0.01819556	No
362	0.43164062	0.01824597	No
363	0.43164062	0.01829637	No
364	0.43164062	0.01834677	No
365	0.43164062	0.01839718	No
366	0.43164062	0.01844758	No
367	0.43164062	0.01849798	No
368	0.43164062	0.01854839	No
369	0.43164062	0.01859879	No
370	0.43164062	0.01864919	No
371	0.43164062	0.01869960	No
372	0.43164062	0.01875000	No
373	0.43164062	0.01880040	No
374	0.43164062	0.01885081	No
375	0.43164062	0.01890121	No
376	0.43164062	0.01895161	No
377	0.43164062	0.01900202	No
378	0.43164062	0.01905242	No
379	0.43164062	0.01910282	No
380	0.43164062	0.01915323	No
381	0.43164062	0.01920363	No
382	0.43164062	0.01925403	No
383	0.43164062	0.01930444	No
384	0.43164062	0.01935484	No
385	0.43164062	0.01940524	No
386	0.43164062	0.01945565	No
387	0.43164062	0.01950605	No
388	0.43164062	0.01955645	No
389	0.43164062	0.01960685	No
390	0.43164062	0.01965726	No
391	0.43164062	0.01970766	No
392	0.43164062	0.01975806	No
393	0.43164062	0.01980847	No
394	0.43164062	0.01985887	No
395	0.43164062	0.01990927	No
396	0.43164062	0.01995968	No
397	0.43164062	0.02001008	No
398	0.43164062	0.02006048	No
399	0.43164062	0.02011089	No
400	0.43164062	0.02016129	No
401	0.43164062	0.02021169	No
402	0.43164062	0.02026210	No
403	0.43164062	0.02031250	No
404	0.43164062	0.02036290	No
405	0.43164062	0.02041331	No
406	0.43164062	0.02046371	No
407	0.43164062	0.02051411	No
408	0.43164062	0.02056452	No
409	0.43164062	0.02061492	No
410	0.43164062	0.02066532	No
411	0.43164062	0.02071573	No
412	0.43164062	0.02076613	No
413	0.43164062	0.02081653	No
414	0.43164062	0.02086694	No
415	0.43164062	0.02091734	No
416	0.43164062	0.02096774	No
417	0.43164062	0.02101815	No
418	0.43164062	0.02106855	No
419	0.43164062	0.02111895	No
420	0.43164062	0.02116935	No
421	0.43164062	0.02121976	No
422	0.43164062	0.02127016	No
423	0.49218750	0.02132056	No
424	0.49218750	0.02137097	No
425	0.49218750	0.02142137	No
426	0.49218750	0.02147177	No
427	0.49218750	0.02152218	No
428	0.49218750	0.02157258	No
429	0.49218750	0.02162298	No
430	0.49218750	0.02167339	No
431	0.49218750	0.02172379	No
432	0.49218750	0.02177419	No
433	0.49218750	0.02182460	No
434	0.49218750	0.02187500	No
435	0.49218750	0.02192540	No
436	0.49218750	0.02197581	No
437	0.49218750	0.02202621	No
438	0.49218750	0.02207661	No
439	0.49218750	0.02212702	No
440	0.49218750	0.02217742	No
441	0.49218750	0.02222782	No
442	0.49218750	0.02227823	No
443	0.49218750	0.02232863	No
444	0.49218750	0.02237903	No
445	0.49218750	0.02242944	No
446	0.49218750	0.02247984	No
447	0.49218750	0.02253024	No
448	0.49218750	0.02258065	No
449	0.49218750	0.02263105	No
450	0.49218750	0.02268145	No
451	0.49218750	0.02273185	No
452	0.49218750	0.02278226	No
453	0.49218750	0.02283266	No
454	0.49218750	0.02288306	No
455	0.49218750	0.02293347	No
456	0.49218750	0.02298387	No
457	0.49218750	0.02303427	No
458	0.49218750	0.02308468	No
459	0.49218750	0.02313508	No
460	0.49218750	0.02318548	No
461	0.49218750	0.02323589	No
462	0.49218750	0.02328629	No
463	0.49218750	0.02333669	No
464	0.49218750	0.02338710	No
465	0.49218750	0.02343750	No
466	0.49218750	0.02348790	No
467	0.49218750	0.02353831	No
468	0.49218750	0.02358871	No
469	0.49218750	0.02363911	No
470	0.49218750	0.02368952	No
471	0.49218750	0.02373992	No
472	0.49218750	0.02379032	No
