Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,100Hz,IPL-R,V3-L,6.0,0.0273
iPDC,100Hz,IPL-R,VIP-L,8.0,0.0488
iPDC,100Hz,M1-L,VIP-R,6.0,0.0273
iPDC,100Hz,M1-R,FEF-R,8.0,0.0488
iPDC,100Hz,PMd-L,PMv-L,8.0,0.0488
iPDC,100Hz,PMd-R,POJ-L,1.0,0.0039
iPDC,100Hz,PMv-L,SPOC-L,8.0,0.0488
iPDC,100Hz,PMv-R,VIP-R,1.0,0.0039
iPDC,100Hz,POJ-L,M1-R,8.0,0.0488
iPDC,100Hz,POJ-L,STS-L,6.0,0.0273
iPDC,100Hz,POJ-L,mIPS-L,5.0,0.0195
iPDC,100Hz,POJ-R,V3-R,8.0,0.0488
iPDC,100Hz,POJ-R,VIP-R,0.0,0.002
iPDC,100Hz,S1-L,IPL-L,3.0,0.0098
iPDC,100Hz,S1-L,PMv-L,5.0,0.0195
iPDC,100Hz,S1-L,mIPS-R,8.0,0.0488
iPDC,100Hz,SMA-L,PMd-L,6.0,0.0273
iPDC,100Hz,SMA-R,IPL-R,7.0,0.0371
iPDC,100Hz,SMA-R,POJ-R,7.0,0.0371
iPDC,100Hz,SMA-R,SMA-L,4.0,0.0137
iPDC,100Hz,SPL-L,SMA-L,8.0,0.0488
iPDC,100Hz,SPL-R,POJ-R,7.0,0.0371
iPDC,100Hz,SPL-R,S1-L,6.0,0.0273
iPDC,100Hz,SPL-R,S1-R,7.0,0.0371
iPDC,100Hz,SPL-R,STS-R,8.0,0.0488
iPDC,100Hz,STS-L,IPL-L,7.0,0.0371
iPDC,100Hz,STS-L,VIP-R,6.0,0.0273
iPDC,100Hz,STS-R,AG-L,7.0,0.0371
iPDC,100Hz,STS-R,FEF-L,7.0,0.0371
iPDC,100Hz,STS-R,M1-L,7.0,0.0371
iPDC,100Hz,V1-L,IPL-L,8.0,0.0488
iPDC,100Hz,V1-L,SPOC-R,8.0,0.0488
iPDC,100Hz,V1-R,mIPS-L,3.0,0.0098
iPDC,100Hz,V3-R,AG-R,8.0,0.0488
iPDC,100Hz,V3-R,STS-R,7.0,0.0371
iPDC,100Hz,V3-R,V3-L,6.0,0.0273
iPDC,100Hz,V3-R,VIP-R,8.0,0.0488
iPDC,100Hz,VIP-L,SPL-L,8.0,0.0488
iPDC,100Hz,VIP-R,S1-R,2.0,0.0059
iPDC,100Hz,VIP-R,SMA-R,6.0,0.0273
iPDC,100Hz,mIPS-L,AG-L,8.0,0.0488
iPDC,100Hz,mIPS-L,FEF-R,7.0,0.0371
iPDC,100Hz,mIPS-L,IPL-L,3.0,0.0098
iPDC,100Hz,mIPS-L,PMd-L,6.0,0.0273
iPDC,100Hz,mIPS-L,S1-L,8.0,0.0488
iPDC,100Hz,mIPS-L,SPL-R,7.0,0.0371
iPDC,100Hz,mIPS-L,STS-L,4.0,0.0137
iPDC,100Hz,mIPS-R,IPL-L,8.0,0.0488
iPDC,100Hz,mIPS-R,S1-L,3.0,0.0098
iPDC,100Hz,mIPS-R,SMA-L,5.0,0.0195
iPDC,100Hz,mIPS-R,VIP-R,2.0,0.0059
iPDC,101Hz,IPL-R,V3-L,7.0,0.0371
iPDC,101Hz,IPL-R,VIP-L,8.0,0.0488
iPDC,101Hz,M1-L,VIP-R,6.0,0.0273
iPDC,101Hz,M1-R,FEF-R,8.0,0.0488
iPDC,101Hz,M1-R,PMd-L,8.0,0.0488
iPDC,101Hz,PMd-R,POJ-L,1.0,0.0039
iPDC,101Hz,PMv-L,SPOC-L,8.0,0.0488
iPDC,101Hz,PMv-R,M1-R,8.0,0.0488
iPDC,101Hz,PMv-R,VIP-R,0.0,0.002
iPDC,101Hz,POJ-L,M1-R,8.0,0.0488
iPDC,101Hz,POJ-L,STS-L,6.0,0.0273
iPDC,101Hz,POJ-L,mIPS-L,5.0,0.0195
iPDC,101Hz,POJ-R,V3-R,7.0,0.0371
iPDC,101Hz,POJ-R,VIP-R,0.0,0.002
iPDC,101Hz,S1-L,IPL-L,3.0,0.0098
iPDC,101Hz,S1-L,PMv-L,5.0,0.0195
iPDC,101Hz,S1-L,mIPS-R,8.0,0.0488
iPDC,101Hz,SMA-L,PMd-L,6.0,0.0273
iPDC,101Hz,SMA-R,IPL-R,7.0,0.0371
iPDC,101Hz,SMA-R,PMv-L,8.0,0.0488
iPDC,101Hz,SMA-R,POJ-R,7.0,0.0371
iPDC,101Hz,SMA-R,SMA-L,7.0,0.0371
iPDC,101Hz,SPL-L,SMA-L,8.0,0.0488
iPDC,101Hz,SPL-R,POJ-R,7.0,0.0371
iPDC,101Hz,SPL-R,S1-L,6.0,0.0273
iPDC,101Hz,SPL-R,S1-R,8.0,0.0488
iPDC,101Hz,SPL-R,STS-R,7.0,0.0371
