Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,100Hz,FEF-R,SPOC-L,7.0,0.0371
gPDC,100Hz,M1-L,VIP-R,3.0,0.0098
gPDC,100Hz,M1-R,PMd-L,8.0,0.0488
gPDC,100Hz,M1-R,VIP-R,8.0,0.0488
gPDC,100Hz,PMd-R,POJ-L,2.0,0.0059
gPDC,100Hz,PMv-R,VIP-R,4.0,0.0137
gPDC,100Hz,POJ-L,STS-L,4.0,0.0137
gPDC,100Hz,POJ-L,mIPS-L,7.0,0.0371
gPDC,100Hz,POJ-R,SMA-R,7.0,0.0371
gPDC,100Hz,POJ-R,V3-R,5.0,0.0195
gPDC,100Hz,POJ-R,VIP-R,6.0,0.0273
gPDC,100Hz,S1-L,IPL-L,3.0,0.0098
gPDC,100Hz,S1-L,PMv-L,4.0,0.0137
gPDC,100Hz,S1-L,mIPS-R,6.0,0.0273
gPDC,100Hz,SMA-L,IPL-R,5.0,0.0195
gPDC,100Hz,SMA-L,PMd-L,4.0,0.0137
gPDC,100Hz,SMA-L,SMA-R,6.0,0.0273
gPDC,100Hz,SMA-R,IPL-R,8.0,0.0488
gPDC,100Hz,SMA-R,M1-L,8.0,0.0488
gPDC,100Hz,SMA-R,PMv-L,6.0,0.0273
gPDC,100Hz,SMA-R,SMA-L,5.0,0.0195
gPDC,100Hz,SPL-L,SMA-L,7.0,0.0371
gPDC,100Hz,SPL-R,S1-R,3.0,0.0098
gPDC,100Hz,STS-L,VIP-R,8.0,0.0488
gPDC,100Hz,STS-R,AG-L,8.0,0.0488
gPDC,100Hz,V1-L,SPL-R,8.0,0.0488
gPDC,100Hz,V1-R,STS-L,4.0,0.0137
gPDC,100Hz,V1-R,mIPS-L,7.0,0.0371
gPDC,100Hz,V3-L,FEF-L,8.0,0.0488
gPDC,100Hz,V3-R,VIP-R,8.0,0.0488
gPDC,100Hz,VIP-R,S1-R,5.0,0.0195
gPDC,100Hz,VIP-R,SMA-R,8.0,0.0488
gPDC,100Hz,mIPS-L,AG-L,7.0,0.0371
gPDC,100Hz,mIPS-L,FEF-R,8.0,0.0488
gPDC,100Hz,mIPS-L,IPL-L,7.0,0.0371
gPDC,100Hz,mIPS-L,STS-L,3.0,0.0098
gPDC,100Hz,mIPS-R,S1-L,3.0,0.0098
gPDC,100Hz,mIPS-R,S1-R,7.0,0.0371
gPDC,100Hz,mIPS-R,SMA-L,6.0,0.0273
gPDC,100Hz,mIPS-R,VIP-R,8.0,0.0488
gPDC,101Hz,AG-L,SMA-L,8.0,0.0488
gPDC,101Hz,AG-L,V3-L,8.0,0.0488
gPDC,101Hz,FEF-R,SPOC-L,7.0,0.0371
gPDC,101Hz,M1-L,VIP-R,3.0,0.0098
gPDC,101Hz,M1-R,PMd-L,8.0,0.0488
gPDC,101Hz,PMd-R,POJ-L,2.0,0.0059
gPDC,101Hz,PMd-R,S1-R,8.0,0.0488
gPDC,101Hz,PMv-R,VIP-R,4.0,0.0137
gPDC,101Hz,POJ-L,STS-L,4.0,0.0137
gPDC,101Hz,POJ-L,mIPS-L,8.0,0.0488
gPDC,101Hz,POJ-R,SMA-R,7.0,0.0371
gPDC,101Hz,POJ-R,V3-R,6.0,0.0273
gPDC,101Hz,POJ-R,VIP-R,5.0,0.0195
gPDC,101Hz,S1-L,IPL-L,3.0,0.0098
gPDC,101Hz,S1-L,PMv-L,4.0,0.0137
gPDC,101Hz,S1-L,mIPS-R,8.0,0.0488
gPDC,101Hz,SMA-L,IPL-R,5.0,0.0195
gPDC,101Hz,SMA-L,PMd-L,2.0,0.0059
gPDC,101Hz,SMA-L,SMA-R,6.0,0.0273
gPDC,101Hz,SMA-R,IPL-R,8.0,0.0488
gPDC,101Hz,SMA-R,M1-L,7.0,0.0371
gPDC,101Hz,SMA-R,PMv-L,6.0,0.0273
gPDC,101Hz,SMA-R,SMA-L,5.0,0.0195
gPDC,101Hz,SPL-L,SMA-L,7.0,0.0371
gPDC,101Hz,SPL-R,S1-R,4.0,0.0137
gPDC,101Hz,STS-L,VIP-R,7.0,0.0371
gPDC,101Hz,STS-R,AG-L,5.0,0.0195
gPDC,101Hz,V1-R,STS-L,6.0,0.0273
gPDC,101Hz,V1-R,mIPS-L,7.0,0.0371
gPDC,101Hz,V3-L,FEF-L,8.0,0.0488
gPDC,101Hz,VIP-R,S1-R,4.0,0.0137
gPDC,101Hz,VIP-R,SMA-R,8.0,0.0488
gPDC,101Hz,mIPS-L,AG-L,7.0,0.0371
gPDC,101Hz,mIPS-L,FEF-R,8.0,0.0488
gPDC,101Hz,mIPS-L,IPL-L,8.0,0.0488
gPDC,101Hz,mIPS-L,STS-L,3.0,0.0098
gPDC,101Hz,mIPS-R,S1-L,3.0,0.0098
gPDC,101Hz,mIPS-R,S1-R,8.0,0.0488
gPDC,101Hz,mIPS-R,SMA-L,7.0,0.0371
gPDC,101Hz,mIPS-R,VIP-R,8.0,0.0488
gPDC,10Hz,AG-L,IPL-R,2.0,0.0059
gPDC,10Hz,AG-L,PMv-R,3.0,0.0098
gPDC,10Hz,AG-R,AG-L,8.0,0.0488
gPDC,10Hz,AG-R,V3-L,8.0,0.0488
gPDC,10Hz,FEF-L,M1-R,4.0,0.0137
gPDC,10Hz,FEF-L,SMA-L,3.0,0.0098
gPDC,10Hz,FEF-L,STS-R,8.0,0.0488
gPDC,10Hz,FEF-R,SMA-L,2.0,0.0059
gPDC,10Hz,IPL-L,AG-R,8.0,0.0488
gPDC,10Hz,IPL-L,POJ-L,6.0,0.0273
gPDC,10Hz,IPL-R,SPL-L,7.0,0.0371
gPDC,10Hz,IPL-R,STS-R,5.0,0.0195
gPDC,10Hz,M1-L,VIP-L,7.0,0.0371
gPDC,10Hz,PMd-L,STS-R,7.0,0.0371
gPDC,10Hz,PMd-R,IPL-L,5.0,0.0195
gPDC,10Hz,PMv-L,PMd-R,7.0,0.0371
gPDC,10Hz,PMv-R,POJ-R,4.0,0.0137
gPDC,10Hz,POJ-R,VIP-L,7.0,0.0371
gPDC,10Hz,SMA-L,SPL-R,5.0,0.0195
gPDC,10Hz,SMA-L,SPOC-L,7.0,0.0371
gPDC,10Hz,SMA-R,VIP-R,4.0,0.0137
gPDC,10Hz,SPL-R,POJ-R,2.0,0.0059
gPDC,10Hz,SPL-R,SPOC-L,0.0,0.002
gPDC,10Hz,STS-L,V3-L,7.0,0.0371
gPDC,10Hz,STS-R,PMv-L,8.0,0.0488
gPDC,10Hz,STS-R,mIPS-R,7.0,0.0371
gPDC,10Hz,V1-L,M1-L,6.0,0.0273
gPDC,10Hz,V1-L,M1-R,8.0,0.0488
gPDC,10Hz,V1-R,SPOC-L,7.0,0.0371
gPDC,10Hz,V3-R,VIP-L,7.0,0.0371
gPDC,10Hz,VIP-L,mIPS-R,8.0,0.0488
gPDC,10Hz,VIP-R,V3-R,6.0,0.0273
gPDC,10Hz,mIPS-L,M1-R,7.0,0.0371
gPDC,10Hz,mIPS-L,PMv-L,5.0,0.0195
gPDC,10Hz,mIPS-L,mIPS-R,8.0,0.0488
gPDC,10Hz,mIPS-R,PMd-R,6.0,0.0273
gPDC,10Hz,mIPS-R,VIP-L,3.0,0.0098
gPDC,11Hz,AG-L,IPL-R,7.0,0.0371
gPDC,11Hz,AG-L,PMv-R,3.0,0.0098
gPDC,11Hz,AG-R,AG-L,7.0,0.0371
gPDC,11Hz,AG-R,V1-L,6.0,0.0273
gPDC,11Hz,AG-R,V3-L,8.0,0.0488
gPDC,11Hz,FEF-L,M1-R,4.0,0.0137
gPDC,11Hz,FEF-L,SMA-L,3.0,0.0098
gPDC,11Hz,FEF-L,STS-R,8.0,0.0488
gPDC,11Hz,FEF-R,SMA-L,2.0,0.0059
gPDC,11Hz,IPL-L,AG-R,7.0,0.0371
gPDC,11Hz,IPL-L,POJ-L,4.0,0.0137
gPDC,11Hz,IPL-R,SPL-L,5.0,0.0195
gPDC,11Hz,IPL-R,STS-R,5.0,0.0195
gPDC,11Hz,M1-L,VIP-L,5.0,0.0195
gPDC,11Hz,PMd-L,SPOC-R,8.0,0.0488
gPDC,11Hz,PMd-L,STS-R,8.0,0.0488
gPDC,11Hz,PMd-R,IPL-L,6.0,0.0273
gPDC,11Hz,PMv-L,PMd-R,6.0,0.0273
gPDC,11Hz,PMv-R,POJ-R,5.0,0.0195
gPDC,11Hz,POJ-R,PMd-R,7.0,0.0371
gPDC,11Hz,POJ-R,VIP-L,5.0,0.0195
gPDC,11Hz,S1-R,PMd-L,7.0,0.0371
gPDC,11Hz,SMA-L,SPL-R,5.0,0.0195
gPDC,11Hz,SMA-R,VIP-R,6.0,0.0273
gPDC,11Hz,SPL-R,POJ-R,3.0,0.0098
gPDC,11Hz,SPL-R,SPOC-L,0.0,0.002
gPDC,11Hz,SPOC-L,SPOC-R,8.0,0.0488
gPDC,11Hz,STS-R,mIPS-R,5.0,0.0195
gPDC,11Hz,V1-L,M1-L,6.0,0.0273
gPDC,11Hz,V1-L,M1-R,6.0,0.0273
gPDC,11Hz,V1-R,SPOC-L,7.0,0.0371
gPDC,11Hz,V3-R,V3-L,8.0,0.0488
gPDC,11Hz,VIP-R,V3-R,6.0,0.0273
gPDC,11Hz,mIPS-L,M1-R,5.0,0.0195
gPDC,11Hz,mIPS-L,PMv-L,5.0,0.0195
gPDC,11Hz,mIPS-R,PMd-R,6.0,0.0273
gPDC,11Hz,mIPS-R,VIP-L,3.0,0.0098
gPDC,19Hz,AG-L,PMv-R,2.0,0.0059
gPDC,19Hz,AG-L,S1-R,6.0,0.0273
