Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,100Hz,FEF-R,POJ-L,2.0,0.0059
gPDC,100Hz,M1-L,VIP-R,0.0,0.002
gPDC,100Hz,M1-L,mIPS-R,6.0,0.0273
gPDC,100Hz,M1-R,PMd-L,7.0,0.0371
gPDC,100Hz,PMd-L,PMv-L,8.0,0.0488
gPDC,100Hz,PMd-R,POJ-L,8.0,0.0488
gPDC,100Hz,PMv-L,S1-R,8.0,0.0488
gPDC,100Hz,PMv-L,STS-L,7.0,0.0371
gPDC,100Hz,PMv-R,PMd-L,8.0,0.0488
gPDC,100Hz,PMv-R,VIP-R,0.0,0.002
gPDC,100Hz,PMv-R,mIPS-R,8.0,0.0488
gPDC,100Hz,POJ-L,STS-L,6.0,0.0273
gPDC,100Hz,POJ-L,mIPS-L,7.0,0.0371
gPDC,100Hz,POJ-R,SMA-R,7.0,0.0371
gPDC,100Hz,POJ-R,V3-R,0.0,0.002
gPDC,100Hz,POJ-R,VIP-R,6.0,0.0273
gPDC,100Hz,S1-L,IPL-L,8.0,0.0488
gPDC,100Hz,S1-L,SPOC-L,8.0,0.0488
gPDC,100Hz,SMA-L,IPL-R,7.0,0.0371
gPDC,100Hz,SMA-L,PMd-L,1.0,0.0039
gPDC,100Hz,SMA-L,SMA-R,5.0,0.0195
gPDC,100Hz,SMA-R,PMv-L,8.0,0.0488
gPDC,100Hz,SMA-R,SMA-L,5.0,0.0195
gPDC,100Hz,SPL-R,POJ-R,8.0,0.0488
gPDC,100Hz,SPL-R,S1-R,3.0,0.0098
gPDC,100Hz,SPL-R,SMA-L,8.0,0.0488
gPDC,100Hz,SPL-R,STS-R,7.0,0.0371
gPDC,100Hz,SPL-R,VIP-L,8.0,0.0488
gPDC,100Hz,SPOC-L,POJ-R,8.0,0.0488
gPDC,100Hz,SPOC-L,SMA-R,7.0,0.0371
gPDC,100Hz,STS-L,VIP-R,7.0,0.0371
gPDC,100Hz,V1-L,S1-L,8.0,0.0488
gPDC,100Hz,V1-L,SPOC-R,5.0,0.0195
gPDC,100Hz,V1-R,SMA-R,4.0,0.0137
gPDC,100Hz,V1-R,STS-L,5.0,0.0195
gPDC,100Hz,V1-R,mIPS-L,8.0,0.0488
gPDC,100Hz,V3-L,FEF-L,6.0,0.0273
gPDC,100Hz,VIP-R,S1-R,3.0,0.0098
gPDC,100Hz,VIP-R,SMA-R,5.0,0.0195
gPDC,100Hz,mIPS-L,FEF-R,7.0,0.0371
gPDC,100Hz,mIPS-L,IPL-L,8.0,0.0488
gPDC,100Hz,mIPS-L,STS-L,7.0,0.0371
gPDC,100Hz,mIPS-R,S1-L,4.0,0.0137
gPDC,100Hz,mIPS-R,SMA-L,4.0,0.0137
gPDC,100Hz,mIPS-R,VIP-R,7.0,0.0371
gPDC,10Hz,AG-L,IPL-R,3.0,0.0098
gPDC,10Hz,AG-L,PMv-R,2.0,0.0059
gPDC,10Hz,AG-R,AG-L,8.0,0.0488
gPDC,10Hz,AG-R,V3-L,7.0,0.0371
gPDC,10Hz,FEF-L,M1-R,7.0,0.0371
gPDC,10Hz,FEF-L,SMA-L,3.0,0.0098
gPDC,10Hz,FEF-R,SMA-L,6.0,0.0273
gPDC,10Hz,FEF-R,SPOC-L,7.0,0.0371
gPDC,10Hz,IPL-L,POJ-L,4.0,0.0137
gPDC,10Hz,IPL-R,STS-R,6.0,0.0273
gPDC,10Hz,M1-L,VIP-L,8.0,0.0488
gPDC,10Hz,PMd-L,POJ-R,8.0,0.0488
gPDC,10Hz,PMd-L,SPOC-R,8.0,0.0488
gPDC,10Hz,PMd-R,IPL-L,6.0,0.0273
gPDC,10Hz,PMd-R,PMv-L,7.0,0.0371
gPDC,10Hz,PMv-L,STS-L,6.0,0.0273
gPDC,10Hz,PMv-R,POJ-R,5.0,0.0195
gPDC,10Hz,PMv-R,mIPS-L,7.0,0.0371
gPDC,10Hz,POJ-R,IPL-R,8.0,0.0488
gPDC,10Hz,POJ-R,PMd-R,8.0,0.0488
gPDC,10Hz,POJ-R,VIP-L,4.0,0.0137
gPDC,10Hz,S1-R,PMd-L,8.0,0.0488
gPDC,10Hz,SMA-L,SPL-R,5.0,0.0195
gPDC,10Hz,SMA-R,VIP-R,7.0,0.0371
gPDC,10Hz,SMA-R,mIPS-L,8.0,0.0488
gPDC,10Hz,SPL-L,mIPS-R,7.0,0.0371
gPDC,10Hz,SPL-R,POJ-R,1.0,0.0039
gPDC,10Hz,SPL-R,SPOC-L,3.0,0.0098
gPDC,10Hz,SPOC-L,S1-L,8.0,0.0488
gPDC,10Hz,SPOC-L,SPOC-R,5.0,0.0195
