Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,100Hz,FEF-R,POJ-L,4.0,0.0137
iPDC,100Hz,IPL-R,VIP-L,6.0,0.0273
iPDC,100Hz,M1-L,AG-R,7.0,0.0371
iPDC,100Hz,M1-L,VIP-R,2.0,0.0059
iPDC,100Hz,M1-L,mIPS-R,8.0,0.0488
iPDC,100Hz,M1-R,FEF-R,7.0,0.0371
iPDC,100Hz,PMd-L,PMv-L,7.0,0.0371
iPDC,100Hz,PMd-R,POJ-L,7.0,0.0371
iPDC,100Hz,PMv-L,STS-L,1.0,0.0039
iPDC,100Hz,PMv-R,PMd-L,8.0,0.0488
iPDC,100Hz,PMv-R,VIP-R,0.0,0.002
iPDC,100Hz,POJ-L,STS-L,6.0,0.0273
iPDC,100Hz,POJ-L,mIPS-L,5.0,0.0195
iPDC,100Hz,POJ-R,STS-R,8.0,0.0488
iPDC,100Hz,POJ-R,VIP-R,2.0,0.0059
iPDC,100Hz,S1-L,IPL-L,3.0,0.0098
iPDC,100Hz,S1-L,PMv-L,8.0,0.0488
iPDC,100Hz,S1-R,V1-R,8.0,0.0488
iPDC,100Hz,SMA-L,PMd-L,1.0,0.0039
iPDC,100Hz,SMA-L,SMA-R,6.0,0.0273
iPDC,100Hz,SMA-R,PMv-L,8.0,0.0488
iPDC,100Hz,SMA-R,SMA-L,4.0,0.0137
iPDC,100Hz,SPL-L,PMd-R,8.0,0.0488
iPDC,100Hz,SPL-R,FEF-R,7.0,0.0371
iPDC,100Hz,SPL-R,S1-L,6.0,0.0273
iPDC,100Hz,SPL-R,S1-R,5.0,0.0195
iPDC,100Hz,SPL-R,STS-R,3.0,0.0098
iPDC,100Hz,SPOC-L,SMA-R,7.0,0.0371
iPDC,100Hz,STS-L,IPL-L,6.0,0.0273
iPDC,100Hz,STS-L,VIP-R,8.0,0.0488
iPDC,100Hz,STS-R,FEF-L,4.0,0.0137
iPDC,100Hz,STS-R,M1-L,6.0,0.0273
iPDC,100Hz,V1-L,IPL-L,7.0,0.0371
iPDC,100Hz,V1-L,PMv-L,6.0,0.0273
iPDC,100Hz,V1-L,SPOC-R,7.0,0.0371
iPDC,100Hz,V1-R,SMA-R,7.0,0.0371
iPDC,100Hz,V1-R,mIPS-L,4.0,0.0137
iPDC,100Hz,V3-L,FEF-L,6.0,0.0273
iPDC,100Hz,V3-R,V3-L,7.0,0.0371
iPDC,100Hz,VIP-L,SPL-L,5.0,0.0195
iPDC,100Hz,VIP-R,S1-L,8.0,0.0488
iPDC,100Hz,VIP-R,S1-R,0.0,0.002
iPDC,100Hz,VIP-R,SMA-R,3.0,0.0098
iPDC,100Hz,mIPS-L,AG-L,7.0,0.0371
iPDC,100Hz,mIPS-L,IPL-L,2.0,0.0059
iPDC,100Hz,mIPS-L,PMd-L,8.0,0.0488
iPDC,100Hz,mIPS-L,S1-L,7.0,0.0371
iPDC,100Hz,mIPS-L,STS-L,6.0,0.0273
iPDC,100Hz,mIPS-L,VIP-R,8.0,0.0488
iPDC,100Hz,mIPS-R,S1-L,2.0,0.0059
iPDC,100Hz,mIPS-R,SMA-L,2.0,0.0059
iPDC,100Hz,mIPS-R,VIP-R,2.0,0.0059
iPDC,10Hz,AG-L,PMv-R,4.0,0.0137
iPDC,10Hz,AG-R,V3-L,8.0,0.0488
iPDC,10Hz,FEF-L,AG-L,8.0,0.0488
iPDC,10Hz,FEF-L,SMA-L,6.0,0.0273
iPDC,10Hz,FEF-R,AG-L,8.0,0.0488
iPDC,10Hz,FEF-R,SMA-L,2.0,0.0059
iPDC,10Hz,FEF-R,SPOC-L,6.0,0.0273
iPDC,10Hz,FEF-R,VIP-L,7.0,0.0371
iPDC,10Hz,IPL-L,AG-R,8.0,0.0488
iPDC,10Hz,IPL-L,POJ-L,2.0,0.0059
iPDC,10Hz,M1-L,VIP-L,8.0,0.0488
iPDC,10Hz,PMd-L,SPOC-R,6.0,0.0273
iPDC,10Hz,PMd-R,IPL-L,6.0,0.0273
iPDC,10Hz,PMv-L,STS-L,8.0,0.0488
iPDC,10Hz,PMv-R,POJ-R,5.0,0.0195
iPDC,10Hz,POJ-R,SMA-R,7.0,0.0371
iPDC,10Hz,POJ-R,V3-R,8.0,0.0488
iPDC,10Hz,S1-R,POJ-L,8.0,0.0488
iPDC,10Hz,SMA-L,S1-L,4.0,0.0137
iPDC,10Hz,SMA-L,SPL-R,8.0,0.0488
iPDC,10Hz,SMA-R,SPL-L,8.0,0.0488
iPDC,10Hz,SMA-R,mIPS-L,7.0,0.0371
iPDC,10Hz,SPL-L,mIPS-R,1.0,0.0039
iPDC,10Hz,SPL-R,POJ-R,5.0,0.0195
iPDC,10Hz,SPL-R,SPOC-L,6.0,0.0273
iPDC,10Hz,SPOC-L,S1-L,6.0,0.0273
iPDC,10Hz,SPOC-R,M1-R,7.0,0.0371
iPDC,10Hz,SPOC-R,V3-R,8.0,0.0488
iPDC,10Hz,STS-L,M1-R,8.0,0.0488
