Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,100Hz,AG-L,PMv-R,3.0,0.0098
iPDC,100Hz,AG-R,PMd-L,5.0,0.0195
iPDC,100Hz,FEF-R,M1-L,8.0,0.0488
iPDC,100Hz,FEF-R,PMd-L,2.0,0.0059
iPDC,100Hz,IPL-L,FEF-L,7.0,0.0371
iPDC,100Hz,IPL-L,PMv-L,8.0,0.0488
iPDC,100Hz,IPL-L,V3-R,2.0,0.0059
iPDC,100Hz,IPL-R,V1-L,7.0,0.0371
iPDC,100Hz,PMd-L,POJ-L,7.0,0.0371
iPDC,100Hz,PMd-L,mIPS-L,2.0,0.0059
iPDC,100Hz,PMd-R,POJ-L,7.0,0.0371
iPDC,100Hz,PMd-R,SMA-L,4.0,0.0137
iPDC,100Hz,PMv-L,mIPS-L,5.0,0.0195
iPDC,100Hz,PMv-R,VIP-L,8.0,0.0488
iPDC,100Hz,PMv-R,mIPS-L,4.0,0.0137
iPDC,100Hz,POJ-L,PMd-R,7.0,0.0371
iPDC,100Hz,POJ-L,S1-L,7.0,0.0371
iPDC,100Hz,POJ-L,STS-L,1.0,0.0039
iPDC,100Hz,POJ-L,STS-R,8.0,0.0488
iPDC,100Hz,POJ-L,V3-L,8.0,0.0488
iPDC,100Hz,POJ-R,POJ-L,6.0,0.0273
iPDC,100Hz,POJ-R,SPOC-L,7.0,0.0371
iPDC,100Hz,S1-L,M1-R,6.0,0.0273
iPDC,100Hz,S1-L,PMd-R,2.0,0.0059
iPDC,100Hz,S1-L,SPL-L,8.0,0.0488
iPDC,100Hz,S1-R,V3-R,0.0,0.002
iPDC,100Hz,S1-R,VIP-L,6.0,0.0273
iPDC,100Hz,SMA-R,VIP-R,2.0,0.0059
iPDC,100Hz,SPL-L,AG-R,7.0,0.0371
iPDC,100Hz,SPL-L,SPOC-R,7.0,0.0371
iPDC,100Hz,SPOC-R,V3-R,7.0,0.0371
iPDC,100Hz,SPOC-R,mIPS-L,5.0,0.0195
iPDC,100Hz,STS-L,PMd-R,6.0,0.0273
iPDC,100Hz,STS-R,V1-L,7.0,0.0371
iPDC,100Hz,V1-L,PMd-L,8.0,0.0488
iPDC,100Hz,V1-L,PMv-R,8.0,0.0488
iPDC,100Hz,V1-L,S1-R,8.0,0.0488
iPDC,100Hz,V1-L,SMA-R,5.0,0.0195
iPDC,100Hz,V1-R,AG-L,1.0,0.0039
iPDC,100Hz,V3-R,PMd-R,8.0,0.0488
iPDC,100Hz,V3-R,SPL-L,1.0,0.0039
iPDC,100Hz,V3-R,STS-R,7.0,0.0371
iPDC,100Hz,V3-R,mIPS-L,0.0,0.002
iPDC,100Hz,VIP-L,S1-L,7.0,0.0371
iPDC,100Hz,VIP-R,STS-R,8.0,0.0488
iPDC,100Hz,mIPS-L,S1-L,5.0,0.0195
iPDC,100Hz,mIPS-L,STS-L,5.0,0.0195
iPDC,100Hz,mIPS-L,mIPS-R,4.0,0.0137
iPDC,10Hz,AG-R,PMd-L,1.0,0.0039
iPDC,10Hz,AG-R,SPOC-R,5.0,0.0195
iPDC,10Hz,FEF-L,M1-R,7.0,0.0371
iPDC,10Hz,FEF-R,VIP-L,6.0,0.0273
iPDC,10Hz,IPL-L,PMd-L,5.0,0.0195
iPDC,10Hz,IPL-L,PMd-R,6.0,0.0273
iPDC,10Hz,IPL-L,SPOC-L,3.0,0.0098
iPDC,10Hz,IPL-R,PMv-R,8.0,0.0488
iPDC,10Hz,M1-L,IPL-L,6.0,0.0273
iPDC,10Hz,M1-L,IPL-R,7.0,0.0371
iPDC,10Hz,M1-L,SPOC-L,8.0,0.0488
iPDC,10Hz,M1-R,IPL-L,5.0,0.0195
iPDC,10Hz,PMd-L,PMv-L,6.0,0.0273
iPDC,10Hz,PMd-L,SPL-L,5.0,0.0195
iPDC,10Hz,PMd-L,SPOC-L,8.0,0.0488
iPDC,10Hz,PMd-R,VIP-L,4.0,0.0137
iPDC,10Hz,PMv-L,S1-R,7.0,0.0371
iPDC,10Hz,PMv-R,mIPS-L,5.0,0.0195
iPDC,10Hz,POJ-R,M1-R,5.0,0.0195
iPDC,10Hz,S1-L,STS-R,5.0,0.0195
iPDC,10Hz,S1-R,V3-L,7.0,0.0371
iPDC,10Hz,SMA-L,IPL-L,4.0,0.0137
iPDC,10Hz,SMA-L,SPL-R,4.0,0.0137
iPDC,10Hz,SMA-R,IPL-R,0.0,0.002
iPDC,10Hz,SPL-R,FEF-L,6.0,0.0273
iPDC,10Hz,SPL-R,IPL-R,6.0,0.0273
iPDC,10Hz,SPL-R,SMA-L,2.0,0.0059
iPDC,10Hz,SPL-R,SPOC-R,6.0,0.0273
iPDC,10Hz,SPOC-L,FEF-L,4.0,0.0137
iPDC,10Hz,SPOC-R,IPL-L,2.0,0.0059
iPDC,10Hz,SPOC-R,S1-R,3.0,0.0098
iPDC,10Hz,STS-L,PMv-L,4.0,0.0137
iPDC,10Hz,STS-L,SPL-L,4.0,0.0137
iPDC,10Hz,STS-L,SPL-R,1.0,0.0039
iPDC,10Hz,STS-R,M1-R,6.0,0.0273
iPDC,10Hz,STS-R,PMd-L,0.0,0.002
iPDC,10Hz,STS-R,S1-R,5.0,0.0195
iPDC,10Hz,V1-R,SPL-R,7.0,0.0371
iPDC,10Hz,V1-R,V3-R,7.0,0.0371
iPDC,10Hz,V3-L,AG-L,7.0,0.0371
iPDC,10Hz,V3-L,PMv-L,5.0,0.0195
iPDC,10Hz,V3-R,PMv-R,7.0,0.0371
iPDC,10Hz,mIPS-L,IPL-L,5.0,0.0195
iPDC,10Hz,mIPS-L,PMv-L,6.0,0.0273
iPDC,10Hz,mIPS-L,SMA-L,2.0,0.0059
iPDC,10Hz,mIPS-R,S1-L,5.0,0.0195
iPDC,10Hz,mIPS-R,V3-R,8.0,0.0488
iPDC,20Hz,AG-L,V1-L,8.0,0.0488
iPDC,20Hz,AG-L,mIPS-R,7.0,0.0371
iPDC,20Hz,AG-R,PMd-L,1.0,0.0039
iPDC,20Hz,AG-R,V3-L,7.0,0.0371
iPDC,20Hz,FEF-L,PMd-L,7.0,0.0371
iPDC,20Hz,FEF-R,AG-L,4.0,0.0137
iPDC,20Hz,FEF-R,VIP-L,0.0,0.002
iPDC,20Hz,FEF-R,VIP-R,5.0,0.0195
iPDC,20Hz,IPL-L,VIP-L,6.0,0.0273
iPDC,20Hz,M1-R,IPL-L,5.0,0.0195
iPDC,20Hz,PMd-L,PMv-L,3.0,0.0098
iPDC,20Hz,PMd-R,IPL-L,8.0,0.0488
iPDC,20Hz,PMd-R,SPOC-L,1.0,0.0039
iPDC,20Hz,PMv-L,S1-R,8.0,0.0488
iPDC,20Hz,PMv-R,STS-L,5.0,0.0195
iPDC,20Hz,POJ-L,PMd-R,6.0,0.0273
iPDC,20Hz,POJ-R,POJ-L,7.0,0.0371
iPDC,20Hz,POJ-R,V3-R,2.0,0.0059
iPDC,20Hz,S1-L,FEF-R,4.0,0.0137
iPDC,20Hz,S1-L,STS-R,6.0,0.0273
iPDC,20Hz,S1-R,V3-L,4.0,0.0137
iPDC,20Hz,SMA-L,IPL-L,3.0,0.0098
iPDC,20Hz,SMA-L,PMd-L,6.0,0.0273
iPDC,20Hz,SMA-R,IPL-R,3.0,0.0098
iPDC,20Hz,SPL-R,FEF-L,2.0,0.0059
iPDC,20Hz,SPL-R,IPL-R,3.0,0.0098
iPDC,20Hz,SPL-R,SPOC-R,0.0,0.002
iPDC,20Hz,STS-L,SPL-L,0.0,0.002
iPDC,20Hz,STS-L,mIPS-R,6.0,0.0273
iPDC,20Hz,STS-R,M1-L,4.0,0.0137
iPDC,20Hz,STS-R,M1-R,3.0,0.0098
iPDC,20Hz,STS-R,V1-R,2.0,0.0059
iPDC,20Hz,STS-R,V3-L,8.0,0.0488
iPDC,20Hz,V1-R,PMv-R,7.0,0.0371
iPDC,20Hz,V1-R,SPL-R,3.0,0.0098
iPDC,20Hz,VIP-L,mIPS-R,8.0,0.0488
iPDC,20Hz,VIP-R,AG-R,3.0,0.0098
iPDC,20Hz,mIPS-L,FEF-L,8.0,0.0488
iPDC,20Hz,mIPS-L,POJ-L,7.0,0.0371
iPDC,20Hz,mIPS-R,AG-R,7.0,0.0371
iPDC,20Hz,mIPS-R,S1-L,5.0,0.0195
iPDC,20Hz,mIPS-R,V3-R,7.0,0.0371
iPDC,25Hz,AG-L,SMA-L,8.0,0.0488
iPDC,25Hz,AG-L,mIPS-R,8.0,0.0488
iPDC,25Hz,AG-R,PMd-L,1.0,0.0039
iPDC,25Hz,FEF-R,AG-L,8.0,0.0488
iPDC,25Hz,FEF-R,VIP-L,4.0,0.0137
iPDC,25Hz,FEF-R,VIP-R,6.0,0.0273
iPDC,25Hz,IPL-L,AG-R,7.0,0.0371
iPDC,25Hz,IPL-L,FEF-L,8.0,0.0488
