Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,20Hz,IPL-L,SPOC-R,8.0,0.0488
gPDC,20Hz,IPL-L,VIP-R,6.0,0.0273
gPDC,20Hz,M1-R,IPL-L,6.0,0.0273
gPDC,20Hz,PMd-L,PMv-L,3.0,0.0098
gPDC,20Hz,PMd-L,SPL-L,8.0,0.0488
gPDC,20Hz,PMd-R,IPL-L,8.0,0.0488
gPDC,20Hz,PMd-R,SPOC-L,0.0,0.002
gPDC,20Hz,POJ-R,M1-L,3.0,0.0098
gPDC,20Hz,POJ-R,M1-R,5.0,0.0195
gPDC,20Hz,POJ-R,V3-R,4.0,0.0137
gPDC,20Hz,S1-L,FEF-R,3.0,0.0098
gPDC,20Hz,S1-L,PMd-L,5.0,0.0195
gPDC,20Hz,S1-L,SMA-L,8.0,0.0488
gPDC,20Hz,S1-L,STS-R,6.0,0.0273
gPDC,20Hz,SMA-L,IPL-L,3.0,0.0098
gPDC,20Hz,SMA-L,PMd-L,6.0,0.0273
gPDC,20Hz,SMA-L,V1-L,8.0,0.0488
gPDC,20Hz,SMA-R,IPL-R,1.0,0.0039
gPDC,20Hz,SMA-R,V1-L,5.0,0.0195
gPDC,20Hz,SPL-R,AG-R,7.0,0.0371
gPDC,20Hz,SPL-R,FEF-L,7.0,0.0371
gPDC,20Hz,SPL-R,IPL-R,0.0,0.002
gPDC,20Hz,SPL-R,PMv-R,8.0,0.0488
gPDC,20Hz,SPL-R,SPL-L,7.0,0.0371
gPDC,20Hz,SPL-R,SPOC-R,0.0,0.002
gPDC,20Hz,SPOC-L,AG-L,6.0,0.0273
gPDC,20Hz,SPOC-L,S1-R,8.0,0.0488
gPDC,20Hz,SPOC-L,SPOC-R,7.0,0.0371
gPDC,20Hz,SPOC-L,VIP-L,8.0,0.0488
gPDC,20Hz,STS-L,POJ-R,6.0,0.0273
gPDC,20Hz,STS-L,SPL-L,8.0,0.0488
gPDC,20Hz,STS-L,mIPS-R,3.0,0.0098
gPDC,20Hz,STS-R,V1-R,3.0,0.0098
gPDC,20Hz,V1-R,SPL-R,1.0,0.0039
gPDC,20Hz,V3-L,AG-L,4.0,0.0137
gPDC,20Hz,V3-L,mIPS-L,6.0,0.0273
gPDC,20Hz,VIP-L,FEF-L,7.0,0.0371
gPDC,20Hz,mIPS-L,POJ-L,3.0,0.0098
gPDC,20Hz,mIPS-R,S1-L,8.0,0.0488
gPDC,25Hz,AG-L,V1-L,6.0,0.0273
gPDC,25Hz,AG-R,PMd-L,8.0,0.0488
gPDC,25Hz,FEF-R,AG-L,8.0,0.0488
gPDC,25Hz,FEF-R,VIP-L,4.0,0.0137
gPDC,25Hz,IPL-L,AG-R,8.0,0.0488
gPDC,25Hz,IPL-L,FEF-L,8.0,0.0488
gPDC,25Hz,M1-L,M1-R,8.0,0.0488
gPDC,25Hz,PMd-L,PMv-L,2.0,0.0059
gPDC,25Hz,PMd-R,SPOC-L,0.0,0.002
gPDC,25Hz,PMv-R,SPL-L,8.0,0.0488
gPDC,25Hz,POJ-L,FEF-R,8.0,0.0488
gPDC,25Hz,POJ-L,M1-L,5.0,0.0195
gPDC,25Hz,POJ-L,PMd-R,5.0,0.0195
gPDC,25Hz,POJ-R,PMd-R,8.0,0.0488
gPDC,25Hz,POJ-R,SMA-L,6.0,0.0273
gPDC,25Hz,POJ-R,V3-R,3.0,0.0098
gPDC,25Hz,S1-L,FEF-R,7.0,0.0371
gPDC,25Hz,S1-L,SMA-L,6.0,0.0273
gPDC,25Hz,S1-L,STS-R,6.0,0.0273
gPDC,25Hz,S1-L,VIP-R,7.0,0.0371
gPDC,25Hz,SMA-L,IPL-L,3.0,0.0098
gPDC,25Hz,SMA-L,PMd-L,5.0,0.0195
gPDC,25Hz,SMA-R,IPL-R,5.0,0.0195
gPDC,25Hz,SPL-R,AG-R,8.0,0.0488
gPDC,25Hz,SPL-R,FEF-L,5.0,0.0195
gPDC,25Hz,SPL-R,IPL-R,0.0,0.002
gPDC,25Hz,SPL-R,SPL-L,6.0,0.0273
gPDC,25Hz,SPL-R,SPOC-R,0.0,0.002
gPDC,25Hz,SPOC-L,AG-L,8.0,0.0488
gPDC,25Hz,STS-L,SPL-L,1.0,0.0039
gPDC,25Hz,STS-L,mIPS-R,3.0,0.0098
gPDC,25Hz,STS-R,M1-L,8.0,0.0488
gPDC,25Hz,STS-R,V3-L,4.0,0.0137
gPDC,25Hz,V3-L,AG-L,5.0,0.0195
gPDC,25Hz,V3-L,mIPS-L,4.0,0.0137
gPDC,25Hz,VIP-L,FEF-L,7.0,0.0371
gPDC,25Hz,VIP-L,V1-L,7.0,0.0371
gPDC,25Hz,mIPS-L,POJ-L,6.0,0.0273
gPDC,25Hz,mIPS-R,S1-L,5.0,0.0195
