Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,25Hz,AG-L,STS-L,5.0,0.0195
iPDC,25Hz,AG-R,IPL-L,5.0,0.0195
iPDC,25Hz,AG-R,PMd-L,6.0,0.0273
iPDC,25Hz,FEF-L,M1-R,7.0,0.0371
iPDC,25Hz,FEF-L,SPOC-R,0.0,0.002
iPDC,25Hz,FEF-R,VIP-R,4.0,0.0137
iPDC,25Hz,IPL-L,AG-L,7.0,0.0371
iPDC,25Hz,IPL-L,AG-R,8.0,0.0488
iPDC,25Hz,IPL-L,SPOC-L,8.0,0.0488
iPDC,25Hz,IPL-L,VIP-L,0.0,0.002
iPDC,25Hz,IPL-R,PMd-R,8.0,0.0488
iPDC,25Hz,IPL-R,PMv-R,7.0,0.0371
iPDC,25Hz,M1-L,M1-R,7.0,0.0371
iPDC,25Hz,M1-R,IPL-L,8.0,0.0488
iPDC,25Hz,PMd-L,PMv-L,3.0,0.0098
iPDC,25Hz,PMd-L,V3-L,1.0,0.0039
iPDC,25Hz,PMd-R,AG-R,4.0,0.0137
iPDC,25Hz,PMd-R,SPOC-L,6.0,0.0273
iPDC,25Hz,PMd-R,V1-L,7.0,0.0371
iPDC,25Hz,PMd-R,mIPS-R,6.0,0.0273
iPDC,25Hz,POJ-L,PMd-R,3.0,0.0098
iPDC,25Hz,POJ-L,S1-L,6.0,0.0273
iPDC,25Hz,POJ-R,V3-R,7.0,0.0371
iPDC,25Hz,S1-R,POJ-R,5.0,0.0195
iPDC,25Hz,S1-R,V3-L,6.0,0.0273
iPDC,25Hz,SMA-L,FEF-R,6.0,0.0273
iPDC,25Hz,SMA-L,POJ-R,8.0,0.0488
iPDC,25Hz,SMA-R,IPL-R,7.0,0.0371
iPDC,25Hz,SMA-R,SMA-L,6.0,0.0273
iPDC,25Hz,SPL-L,PMd-R,8.0,0.0488
iPDC,25Hz,SPL-L,PMv-L,7.0,0.0371
iPDC,25Hz,SPL-L,SPOC-R,6.0,0.0273
iPDC,25Hz,SPL-R,AG-R,4.0,0.0137
iPDC,25Hz,SPL-R,SPOC-R,0.0,0.002
iPDC,25Hz,SPOC-L,SMA-R,7.0,0.0371
iPDC,25Hz,STS-L,mIPS-R,8.0,0.0488
iPDC,25Hz,STS-R,PMd-R,8.0,0.0488
iPDC,25Hz,STS-R,V1-R,6.0,0.0273
iPDC,25Hz,V1-L,mIPS-L,8.0,0.0488
iPDC,25Hz,V1-R,SPL-R,8.0,0.0488
iPDC,25Hz,V1-R,V3-R,7.0,0.0371
iPDC,25Hz,V3-L,AG-L,1.0,0.0039
iPDC,25Hz,V3-R,SPOC-R,7.0,0.0371
iPDC,25Hz,VIP-L,SPOC-R,7.0,0.0371
iPDC,25Hz,VIP-R,AG-R,8.0,0.0488
iPDC,25Hz,mIPS-L,POJ-L,8.0,0.0488
iPDC,25Hz,mIPS-R,S1-L,0.0,0.002
iPDC,25Hz,mIPS-R,SPOC-R,5.0,0.0195
