Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,100Hz,AG-L,PMv-R,3.0,0.0098
iPDC,100Hz,FEF-R,AG-L,8.0,0.0488
iPDC,100Hz,FEF-R,PMd-L,5.0,0.0195
iPDC,100Hz,IPL-L,V3-R,1.0,0.0039
iPDC,100Hz,IPL-R,V1-L,6.0,0.0273
iPDC,100Hz,PMd-L,POJ-L,5.0,0.0195
iPDC,100Hz,PMd-L,S1-R,8.0,0.0488
iPDC,100Hz,PMd-L,mIPS-L,7.0,0.0371
iPDC,100Hz,PMd-R,FEF-R,5.0,0.0195
iPDC,100Hz,PMv-L,mIPS-L,2.0,0.0059
iPDC,100Hz,PMv-R,VIP-L,8.0,0.0488
iPDC,100Hz,PMv-R,mIPS-L,7.0,0.0371
iPDC,100Hz,POJ-L,FEF-L,7.0,0.0371
iPDC,100Hz,POJ-L,PMd-R,1.0,0.0039
iPDC,100Hz,POJ-L,S1-L,8.0,0.0488
iPDC,100Hz,POJ-L,STS-L,5.0,0.0195
iPDC,100Hz,POJ-L,STS-R,4.0,0.0137
iPDC,100Hz,POJ-L,V3-L,4.0,0.0137
iPDC,100Hz,POJ-L,V3-R,7.0,0.0371
iPDC,100Hz,POJ-R,POJ-L,1.0,0.0039
iPDC,100Hz,S1-L,M1-R,6.0,0.0273
iPDC,100Hz,S1-R,V3-R,5.0,0.0195
iPDC,100Hz,S1-R,VIP-L,4.0,0.0137
iPDC,100Hz,SMA-L,IPL-L,4.0,0.0137
iPDC,100Hz,SMA-L,S1-L,2.0,0.0059
iPDC,100Hz,SMA-L,VIP-L,5.0,0.0195
iPDC,100Hz,SPL-L,SPOC-R,7.0,0.0371
iPDC,100Hz,SPL-R,SPL-L,5.0,0.0195
iPDC,100Hz,STS-R,M1-R,5.0,0.0195
iPDC,100Hz,STS-R,V1-L,7.0,0.0371
iPDC,100Hz,V1-L,IPL-R,8.0,0.0488
iPDC,100Hz,V1-L,SPOC-R,4.0,0.0137
iPDC,100Hz,V1-R,SMA-L,5.0,0.0195
iPDC,100Hz,V3-R,AG-L,7.0,0.0371
iPDC,100Hz,V3-R,PMd-R,1.0,0.0039
iPDC,100Hz,V3-R,SPL-L,7.0,0.0371
iPDC,100Hz,V3-R,SPOC-R,8.0,0.0488
iPDC,100Hz,V3-R,STS-R,0.0,0.002
iPDC,100Hz,V3-R,V1-L,7.0,0.0371
iPDC,100Hz,V3-R,mIPS-L,4.0,0.0137
iPDC,100Hz,VIP-L,PMd-R,4.0,0.0137
iPDC,100Hz,VIP-R,M1-L,5.0,0.0195
iPDC,100Hz,mIPS-L,S1-L,3.0,0.0098
iPDC,100Hz,mIPS-L,STS-L,8.0,0.0488
iPDC,100Hz,mIPS-L,V3-R,7.0,0.0371
iPDC,10Hz,AG-L,PMv-R,7.0,0.0371
iPDC,10Hz,AG-R,PMd-L,6.0,0.0273
iPDC,10Hz,AG-R,SMA-R,8.0,0.0488
iPDC,10Hz,AG-R,SPL-L,7.0,0.0371
iPDC,10Hz,AG-R,SPOC-R,7.0,0.0371
iPDC,10Hz,AG-R,mIPS-R,4.0,0.0137
iPDC,10Hz,FEF-L,M1-R,6.0,0.0273
iPDC,10Hz,FEF-R,PMd-L,8.0,0.0488
iPDC,10Hz,IPL-L,PMd-R,8.0,0.0488
iPDC,10Hz,IPL-L,S1-R,8.0,0.0488
iPDC,10Hz,IPL-L,SPOC-L,0.0,0.002
iPDC,10Hz,IPL-L,V3-L,7.0,0.0371
iPDC,10Hz,IPL-R,V1-R,8.0,0.0488
iPDC,10Hz,M1-L,IPL-R,5.0,0.0195
iPDC,10Hz,PMd-L,SPL-L,3.0,0.0098
iPDC,10Hz,PMd-R,SPOC-L,8.0,0.0488
iPDC,10Hz,PMv-L,S1-R,5.0,0.0195
iPDC,10Hz,PMv-R,mIPS-L,7.0,0.0371
iPDC,10Hz,S1-R,SPL-L,7.0,0.0371
iPDC,10Hz,SMA-L,POJ-R,7.0,0.0371
iPDC,10Hz,SMA-R,IPL-R,1.0,0.0039
iPDC,10Hz,SPL-L,IPL-L,7.0,0.0371
iPDC,10Hz,SPL-L,SMA-R,7.0,0.0371
iPDC,10Hz,SPL-R,SPOC-R,7.0,0.0371
iPDC,10Hz,SPOC-L,FEF-L,8.0,0.0488
iPDC,10Hz,SPOC-L,FEF-R,8.0,0.0488
iPDC,10Hz,SPOC-R,SMA-L,8.0,0.0488
iPDC,10Hz,SPOC-R,STS-L,7.0,0.0371
iPDC,10Hz,STS-L,IPL-L,8.0,0.0488
iPDC,10Hz,STS-L,PMv-L,6.0,0.0273
iPDC,10Hz,STS-L,mIPS-R,7.0,0.0371
iPDC,10Hz,STS-R,PMd-L,7.0,0.0371
iPDC,10Hz,STS-R,S1-R,0.0,0.002
iPDC,10Hz,V1-R,SPL-R,6.0,0.0273
iPDC,10Hz,V1-R,V3-R,8.0,0.0488
iPDC,10Hz,V3-L,AG-L,8.0,0.0488
iPDC,10Hz,V3-L,PMv-L,6.0,0.0273
iPDC,10Hz,V3-L,SMA-L,8.0,0.0488
iPDC,10Hz,V3-L,VIP-R,7.0,0.0371
iPDC,10Hz,V3-R,FEF-R,3.0,0.0098
iPDC,10Hz,V3-R,PMv-R,1.0,0.0039
iPDC,10Hz,V3-R,S1-L,0.0,0.002
iPDC,10Hz,V3-R,SPOC-R,7.0,0.0371
iPDC,10Hz,V3-R,mIPS-R,6.0,0.0273
iPDC,10Hz,VIP-L,PMv-L,8.0,0.0488
iPDC,10Hz,VIP-L,SPOC-R,7.0,0.0371
iPDC,10Hz,VIP-R,POJ-L,6.0,0.0273
iPDC,10Hz,mIPS-L,SPOC-L,7.0,0.0371
iPDC,10Hz,mIPS-R,S1-L,3.0,0.0098
iPDC,10Hz,mIPS-R,SPOC-R,5.0,0.0195
iPDC,20Hz,AG-L,POJ-R,8.0,0.0488
iPDC,20Hz,AG-L,STS-L,8.0,0.0488
iPDC,20Hz,AG-R,IPL-L,8.0,0.0488
iPDC,20Hz,AG-R,PMd-L,7.0,0.0371
iPDC,20Hz,AG-R,SPL-L,7.0,0.0371
iPDC,20Hz,FEF-L,M1-R,7.0,0.0371
iPDC,20Hz,FEF-L,SPOC-R,0.0,0.002
iPDC,20Hz,FEF-R,VIP-R,4.0,0.0137
iPDC,20Hz,IPL-L,AG-R,7.0,0.0371
iPDC,20Hz,IPL-L,PMd-R,8.0,0.0488
iPDC,20Hz,IPL-L,SPOC-L,6.0,0.0273
iPDC,20Hz,IPL-L,VIP-L,2.0,0.0059
iPDC,20Hz,IPL-R,AG-L,6.0,0.0273
iPDC,20Hz,IPL-R,PMv-R,8.0,0.0488
iPDC,20Hz,M1-L,M1-R,8.0,0.0488
iPDC,20Hz,M1-R,IPL-L,8.0,0.0488
iPDC,20Hz,PMd-L,PMv-L,5.0,0.0195
iPDC,20Hz,PMd-L,V3-L,4.0,0.0137
iPDC,20Hz,PMd-R,SPOC-L,3.0,0.0098
iPDC,20Hz,PMd-R,V1-L,7.0,0.0371
iPDC,20Hz,PMv-R,mIPS-L,7.0,0.0371
iPDC,20Hz,POJ-L,PMd-R,8.0,0.0488
iPDC,20Hz,POJ-L,S1-L,6.0,0.0273
iPDC,20Hz,POJ-R,V3-R,8.0,0.0488
iPDC,20Hz,S1-R,POJ-R,7.0,0.0371
iPDC,20Hz,S1-R,V3-L,4.0,0.0137
iPDC,20Hz,SMA-L,FEF-R,7.0,0.0371
iPDC,20Hz,SMA-L,POJ-R,8.0,0.0488
iPDC,20Hz,SMA-R,IPL-R,6.0,0.0273
iPDC,20Hz,SMA-R,SMA-L,8.0,0.0488
iPDC,20Hz,SPL-L,IPL-L,3.0,0.0098
iPDC,20Hz,SPL-L,PMd-R,8.0,0.0488
iPDC,20Hz,SPL-L,PMv-L,6.0,0.0273
iPDC,20Hz,SPL-L,S1-R,8.0,0.0488
iPDC,20Hz,SPL-R,AG-R,6.0,0.0273
iPDC,20Hz,SPL-R,SPOC-R,2.0,0.0059
iPDC,20Hz,SPOC-L,SPOC-R,7.0,0.0371
iPDC,20Hz,STS-L,mIPS-R,8.0,0.0488
iPDC,20Hz,STS-R,V1-R,7.0,0.0371
iPDC,20Hz,V1-R,SPL-R,6.0,0.0273
iPDC,20Hz,V1-R,V3-R,7.0,0.0371
iPDC,20Hz,V3-L,AG-L,6.0,0.0273
iPDC,20Hz,V3-L,AG-R,6.0,0.0273
iPDC,20Hz,V3-R,SPOC-R,5.0,0.0195
iPDC,20Hz,VIP-L,SPOC-R,6.0,0.0273
iPDC,20Hz,mIPS-R,AG-L,8.0,0.0488
iPDC,20Hz,mIPS-R,PMv-L,5.0,0.0195
iPDC,20Hz,mIPS-R,S1-L,0.0,0.002
iPDC,20Hz,mIPS-R,SPOC-R,3.0,0.0098
