Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,100Hz,FEF-R,PMd-L,7.0,0.0371
gPDC,100Hz,IPL-L,PMv-L,7.0,0.0371
gPDC,100Hz,IPL-R,V1-L,4.0,0.0137
gPDC,100Hz,PMd-L,POJ-L,5.0,0.0195
gPDC,100Hz,PMd-L,S1-R,8.0,0.0488
gPDC,100Hz,PMd-L,SPL-R,8.0,0.0488
gPDC,100Hz,PMd-R,FEF-R,3.0,0.0098
gPDC,100Hz,PMd-R,SMA-L,8.0,0.0488
gPDC,100Hz,PMv-L,mIPS-L,3.0,0.0098
gPDC,100Hz,PMv-R,S1-R,7.0,0.0371
gPDC,100Hz,PMv-R,V3-R,7.0,0.0371
gPDC,100Hz,POJ-L,IPL-R,8.0,0.0488
gPDC,100Hz,POJ-L,PMd-R,5.0,0.0195
gPDC,100Hz,POJ-L,STS-L,6.0,0.0273
gPDC,100Hz,POJ-L,STS-R,6.0,0.0273
gPDC,100Hz,POJ-L,V1-L,8.0,0.0488
gPDC,100Hz,POJ-L,V3-L,3.0,0.0098
gPDC,100Hz,POJ-R,POJ-L,4.0,0.0137
gPDC,100Hz,POJ-R,S1-R,7.0,0.0371
gPDC,100Hz,S1-R,V3-R,0.0,0.002
gPDC,100Hz,S1-R,VIP-L,7.0,0.0371
gPDC,100Hz,SMA-L,AG-L,6.0,0.0273
gPDC,100Hz,SMA-L,IPL-L,6.0,0.0273
gPDC,100Hz,SMA-L,S1-L,2.0,0.0059
gPDC,100Hz,SMA-L,VIP-L,4.0,0.0137
gPDC,100Hz,SPL-L,S1-R,6.0,0.0273
gPDC,100Hz,SPL-L,SPOC-R,7.0,0.0371
gPDC,100Hz,SPL-R,SPL-L,7.0,0.0371
gPDC,100Hz,SPOC-L,IPL-L,5.0,0.0195
gPDC,100Hz,SPOC-R,V3-R,5.0,0.0195
gPDC,100Hz,STS-R,M1-R,6.0,0.0273
gPDC,100Hz,V1-L,IPL-R,6.0,0.0273
gPDC,100Hz,V1-L,M1-L,6.0,0.0273
gPDC,100Hz,V1-L,PMd-R,6.0,0.0273
gPDC,100Hz,V1-L,SPOC-R,7.0,0.0371
gPDC,100Hz,V1-L,STS-R,8.0,0.0488
gPDC,100Hz,V1-R,SMA-L,5.0,0.0195
gPDC,100Hz,V3-R,SPOC-R,6.0,0.0273
gPDC,100Hz,V3-R,STS-R,1.0,0.0039
gPDC,100Hz,V3-R,V1-L,5.0,0.0195
gPDC,100Hz,VIP-L,IPL-L,5.0,0.0195
