Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,100Hz,AG-L,V3-L,8.0,0.0488
iPDC,100Hz,AG-R,PMd-L,8.0,0.0488
iPDC,100Hz,AG-R,SMA-R,6.0,0.0273
iPDC,100Hz,FEF-L,VIP-R,7.0,0.0371
iPDC,100Hz,FEF-R,M1-R,6.0,0.0273
iPDC,100Hz,FEF-R,PMv-L,8.0,0.0488
iPDC,100Hz,FEF-R,SPL-L,6.0,0.0273
iPDC,100Hz,FEF-R,VIP-L,5.0,0.0195
iPDC,100Hz,IPL-L,SMA-R,7.0,0.0371
iPDC,100Hz,IPL-R,AG-R,7.0,0.0371
iPDC,100Hz,IPL-R,PMd-R,7.0,0.0371
iPDC,100Hz,M1-R,FEF-R,0.0,0.002
iPDC,100Hz,M1-R,POJ-R,7.0,0.0371
iPDC,100Hz,PMd-L,POJ-L,7.0,0.0371
iPDC,100Hz,PMd-R,M1-L,0.0,0.002
iPDC,100Hz,PMv-L,FEF-R,8.0,0.0488
iPDC,100Hz,PMv-L,V1-R,8.0,0.0488
iPDC,100Hz,PMv-R,PMd-L,7.0,0.0371
iPDC,100Hz,PMv-R,V1-L,7.0,0.0371
iPDC,100Hz,POJ-L,FEF-R,6.0,0.0273
iPDC,100Hz,POJ-L,S1-L,2.0,0.0059
iPDC,100Hz,POJ-R,AG-R,1.0,0.0039
iPDC,100Hz,POJ-R,VIP-R,4.0,0.0137
iPDC,100Hz,S1-L,AG-L,3.0,0.0098
iPDC,100Hz,S1-L,STS-L,2.0,0.0059
iPDC,100Hz,S1-L,VIP-L,8.0,0.0488
iPDC,100Hz,S1-R,FEF-L,7.0,0.0371
iPDC,100Hz,S1-R,POJ-L,7.0,0.0371
iPDC,100Hz,S1-R,SPL-R,7.0,0.0371
iPDC,100Hz,S1-R,STS-L,8.0,0.0488
iPDC,100Hz,SMA-L,SPOC-L,4.0,0.0137
iPDC,100Hz,SPL-L,V1-R,8.0,0.0488
iPDC,100Hz,SPL-R,SPOC-L,5.0,0.0195
iPDC,100Hz,SPOC-L,PMv-L,3.0,0.0098
iPDC,100Hz,SPOC-R,AG-L,7.0,0.0371
iPDC,100Hz,SPOC-R,SMA-R,7.0,0.0371
iPDC,100Hz,SPOC-R,V3-R,8.0,0.0488
iPDC,100Hz,STS-L,AG-R,6.0,0.0273
iPDC,100Hz,STS-L,FEF-L,4.0,0.0137
iPDC,100Hz,V1-L,PMv-L,2.0,0.0059
iPDC,100Hz,V1-L,S1-L,8.0,0.0488
iPDC,100Hz,V1-L,SMA-L,2.0,0.0059
iPDC,100Hz,V1-L,STS-L,8.0,0.0488
iPDC,100Hz,V1-L,V3-L,8.0,0.0488
iPDC,100Hz,V3-R,M1-R,4.0,0.0137
iPDC,100Hz,V3-R,SPOC-R,1.0,0.0039
iPDC,100Hz,V3-R,V3-L,0.0,0.002
iPDC,100Hz,V3-R,VIP-R,7.0,0.0371
iPDC,100Hz,VIP-L,FEF-R,7.0,0.0371
iPDC,100Hz,VIP-R,IPL-R,5.0,0.0195
iPDC,100Hz,mIPS-L,POJ-R,4.0,0.0137
iPDC,100Hz,mIPS-L,V3-R,4.0,0.0137
iPDC,100Hz,mIPS-R,FEF-L,7.0,0.0371
iPDC,100Hz,mIPS-R,VIP-R,7.0,0.0371
iPDC,10Hz,AG-L,PMv-L,8.0,0.0488
iPDC,10Hz,AG-L,mIPS-R,6.0,0.0273
iPDC,10Hz,AG-R,VIP-R,3.0,0.0098
iPDC,10Hz,FEF-R,PMd-L,6.0,0.0273
iPDC,10Hz,FEF-R,SPOC-L,2.0,0.0059
iPDC,10Hz,IPL-L,FEF-R,7.0,0.0371
iPDC,10Hz,IPL-L,PMv-R,4.0,0.0137
iPDC,10Hz,IPL-R,S1-R,8.0,0.0488
iPDC,10Hz,M1-L,PMv-L,5.0,0.0195
iPDC,10Hz,M1-L,V1-R,8.0,0.0488
iPDC,10Hz,M1-R,SMA-L,8.0,0.0488
iPDC,10Hz,M1-R,mIPS-R,7.0,0.0371
iPDC,10Hz,PMd-L,POJ-R,8.0,0.0488
iPDC,10Hz,PMd-L,SPOC-L,5.0,0.0195
iPDC,10Hz,PMd-L,mIPS-R,4.0,0.0137
iPDC,10Hz,PMd-R,SPOC-L,6.0,0.0273
iPDC,10Hz,PMd-R,mIPS-R,4.0,0.0137
iPDC,10Hz,PMv-L,SMA-L,7.0,0.0371
iPDC,10Hz,PMv-R,AG-L,8.0,0.0488
iPDC,10Hz,PMv-R,VIP-L,3.0,0.0098
iPDC,10Hz,PMv-R,VIP-R,6.0,0.0273
