Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,100Hz,AG-L,V3-L,6.0,0.0273
gPDC,100Hz,AG-R,M1-L,6.0,0.0273
gPDC,100Hz,AG-R,S1-R,7.0,0.0371
gPDC,100Hz,FEF-L,VIP-R,8.0,0.0488
gPDC,100Hz,FEF-R,M1-R,4.0,0.0137
gPDC,100Hz,FEF-R,STS-R,7.0,0.0371
gPDC,100Hz,FEF-R,VIP-L,5.0,0.0195
gPDC,100Hz,IPL-L,M1-R,8.0,0.0488
gPDC,100Hz,IPL-R,PMd-R,8.0,0.0488
gPDC,100Hz,M1-L,STS-L,3.0,0.0098
gPDC,100Hz,M1-R,FEF-R,2.0,0.0059
gPDC,100Hz,M1-R,POJ-R,6.0,0.0273
gPDC,100Hz,M1-R,SMA-R,6.0,0.0273
gPDC,100Hz,PMd-L,POJ-L,7.0,0.0371
gPDC,100Hz,PMd-R,M1-L,2.0,0.0059
gPDC,100Hz,PMv-L,FEF-R,3.0,0.0098
gPDC,100Hz,PMv-L,V1-R,6.0,0.0273
gPDC,100Hz,PMv-R,mIPS-R,5.0,0.0195
gPDC,100Hz,POJ-L,FEF-R,3.0,0.0098
gPDC,100Hz,POJ-L,S1-L,6.0,0.0273
gPDC,100Hz,POJ-R,AG-R,2.0,0.0059
gPDC,100Hz,POJ-R,VIP-R,5.0,0.0195
gPDC,100Hz,S1-L,SPOC-L,7.0,0.0371
gPDC,100Hz,S1-L,STS-L,3.0,0.0098
gPDC,100Hz,S1-R,SPL-R,6.0,0.0273
gPDC,100Hz,S1-R,VIP-L,7.0,0.0371
gPDC,100Hz,SMA-L,SPOC-L,3.0,0.0098
gPDC,100Hz,SMA-L,SPOC-R,7.0,0.0371
gPDC,100Hz,SPL-L,PMd-L,6.0,0.0273
gPDC,100Hz,SPL-R,SPOC-L,0.0,0.002
gPDC,100Hz,SPL-R,mIPS-R,7.0,0.0371
gPDC,100Hz,SPOC-L,PMv-L,1.0,0.0039
gPDC,100Hz,SPOC-L,mIPS-L,8.0,0.0488
gPDC,100Hz,SPOC-R,AG-L,8.0,0.0488
gPDC,100Hz,STS-L,FEF-L,6.0,0.0273
gPDC,100Hz,STS-L,PMv-R,8.0,0.0488
gPDC,100Hz,STS-R,VIP-L,7.0,0.0371
gPDC,100Hz,V1-L,PMv-L,7.0,0.0371
gPDC,100Hz,V1-L,S1-L,5.0,0.0195
gPDC,100Hz,V1-L,S1-R,8.0,0.0488
gPDC,100Hz,V1-L,SMA-L,0.0,0.002
