Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,100Hz,AG-L,SPL-R,0.0,0.002
iPDC,100Hz,AG-L,SPOC-R,7.0,0.0371
iPDC,100Hz,AG-R,FEF-L,8.0,0.0488
iPDC,100Hz,AG-R,POJ-R,1.0,0.0039
iPDC,100Hz,FEF-R,PMd-L,5.0,0.0195
iPDC,100Hz,FEF-R,mIPS-L,7.0,0.0371
iPDC,100Hz,IPL-R,POJ-L,7.0,0.0371
iPDC,100Hz,IPL-R,SPL-R,5.0,0.0195
iPDC,100Hz,M1-L,POJ-R,3.0,0.0098
iPDC,100Hz,M1-R,AG-L,3.0,0.0098
iPDC,100Hz,M1-R,FEF-R,5.0,0.0195
iPDC,100Hz,M1-R,IPL-L,8.0,0.0488
iPDC,100Hz,PMd-L,SPOC-R,7.0,0.0371
iPDC,100Hz,PMd-L,V3-L,8.0,0.0488
iPDC,100Hz,PMd-R,SPL-L,3.0,0.0098
iPDC,100Hz,PMv-L,M1-R,8.0,0.0488
iPDC,100Hz,PMv-L,PMd-R,7.0,0.0371
iPDC,100Hz,PMv-L,PMv-R,7.0,0.0371
iPDC,100Hz,PMv-L,SPOC-L,5.0,0.0195
iPDC,100Hz,PMv-R,mIPS-L,0.0,0.002
iPDC,100Hz,POJ-L,PMd-R,4.0,0.0137
iPDC,100Hz,S1-L,PMd-L,7.0,0.0371
iPDC,100Hz,S1-L,VIP-L,6.0,0.0273
iPDC,100Hz,S1-R,FEF-R,2.0,0.0059
iPDC,100Hz,SMA-R,PMd-R,3.0,0.0098
iPDC,100Hz,SPL-L,FEF-R,6.0,0.0273
iPDC,100Hz,SPL-L,PMv-R,2.0,0.0059
iPDC,100Hz,SPL-L,S1-L,7.0,0.0371
iPDC,100Hz,SPL-R,FEF-L,7.0,0.0371
iPDC,100Hz,SPL-R,PMd-R,7.0,0.0371
iPDC,100Hz,SPL-R,S1-R,2.0,0.0059
iPDC,100Hz,SPL-R,V3-R,8.0,0.0488
iPDC,100Hz,SPL-R,VIP-R,7.0,0.0371
iPDC,100Hz,SPOC-L,FEF-L,3.0,0.0098
iPDC,100Hz,STS-L,M1-L,7.0,0.0371
iPDC,100Hz,STS-L,M1-R,6.0,0.0273
iPDC,100Hz,V1-L,AG-L,7.0,0.0371
iPDC,100Hz,V1-L,POJ-L,3.0,0.0098
iPDC,100Hz,V1-L,SPOC-L,5.0,0.0195
iPDC,100Hz,V1-L,VIP-L,3.0,0.0098
iPDC,100Hz,V1-L,mIPS-L,7.0,0.0371
iPDC,100Hz,V1-R,AG-R,7.0,0.0371
iPDC,100Hz,V1-R,V3-R,8.0,0.0488
iPDC,100Hz,V3-R,S1-L,8.0,0.0488
iPDC,100Hz,VIP-L,SPL-L,5.0,0.0195
iPDC,100Hz,mIPS-L,V1-R,1.0,0.0039
iPDC,10Hz,AG-R,S1-L,3.0,0.0098
iPDC,10Hz,AG-R,V3-L,7.0,0.0371
iPDC,10Hz,AG-R,VIP-R,6.0,0.0273
iPDC,10Hz,FEF-L,SPOC-R,1.0,0.0039
iPDC,10Hz,FEF-R,PMd-R,8.0,0.0488
iPDC,10Hz,FEF-R,VIP-R,8.0,0.0488
iPDC,10Hz,IPL-L,POJ-R,8.0,0.0488
iPDC,10Hz,IPL-L,V3-R,4.0,0.0137
iPDC,10Hz,IPL-R,SPL-L,8.0,0.0488
iPDC,10Hz,IPL-R,V1-L,8.0,0.0488
iPDC,10Hz,M1-L,V3-R,7.0,0.0371
iPDC,10Hz,M1-L,mIPS-R,6.0,0.0273
iPDC,10Hz,M1-R,VIP-L,6.0,0.0273
iPDC,10Hz,PMd-R,STS-R,8.0,0.0488
iPDC,10Hz,PMv-R,IPL-R,6.0,0.0273
iPDC,10Hz,PMv-R,M1-R,2.0,0.0059
iPDC,10Hz,PMv-R,V1-R,8.0,0.0488
iPDC,10Hz,POJ-L,V1-R,5.0,0.0195
iPDC,10Hz,POJ-L,V3-R,7.0,0.0371
iPDC,10Hz,POJ-L,mIPS-L,6.0,0.0273
iPDC,10Hz,POJ-R,PMd-R,5.0,0.0195
iPDC,10Hz,POJ-R,SMA-R,5.0,0.0195
iPDC,10Hz,POJ-R,V3-R,2.0,0.0059
iPDC,10Hz,S1-L,IPL-R,7.0,0.0371
iPDC,10Hz,S1-R,S1-L,7.0,0.0371
iPDC,10Hz,S1-R,V1-R,5.0,0.0195
iPDC,10Hz,SMA-L,AG-L,8.0,0.0488
iPDC,10Hz,SMA-R,SPOC-L,8.0,0.0488
iPDC,10Hz,SPL-L,AG-R,7.0,0.0371
iPDC,10Hz,SPL-L,V1-R,4.0,0.0137
iPDC,10Hz,SPL-R,V3-R,4.0,0.0137
iPDC,10Hz,SPOC-L,VIP-L,6.0,0.0273
iPDC,10Hz,SPOC-R,AG-R,4.0,0.0137
iPDC,10Hz,SPOC-R,SMA-R,3.0,0.0098
iPDC,10Hz,STS-L,SMA-L,4.0,0.0137
iPDC,10Hz,STS-L,V1-L,7.0,0.0371
iPDC,10Hz,STS-L,V3-L,6.0,0.0273
iPDC,10Hz,STS-R,M1-R,5.0,0.0195
iPDC,10Hz,STS-R,SPL-R,5.0,0.0195
iPDC,10Hz,V1-R,PMd-L,1.0,0.0039
iPDC,10Hz,V1-R,PMv-L,3.0,0.0098
iPDC,10Hz,V1-R,STS-L,6.0,0.0273
iPDC,10Hz,V3-L,SPL-L,7.0,0.0371
iPDC,10Hz,VIP-L,STS-L,7.0,0.0371
iPDC,10Hz,VIP-R,S1-L,7.0,0.0371
iPDC,10Hz,VIP-R,S1-R,7.0,0.0371
iPDC,10Hz,mIPS-L,V3-L,8.0,0.0488
