Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,100Hz,AG-L,SPOC-R,3.0,0.0098
gPDC,100Hz,AG-L,mIPS-L,1.0,0.0039
gPDC,100Hz,AG-R,POJ-R,3.0,0.0098
gPDC,100Hz,FEF-R,PMd-L,5.0,0.0195
gPDC,100Hz,FEF-R,POJ-L,8.0,0.0488
gPDC,100Hz,FEF-R,mIPS-L,8.0,0.0488
gPDC,100Hz,IPL-R,VIP-L,7.0,0.0371
gPDC,100Hz,M1-L,POJ-R,4.0,0.0137
gPDC,100Hz,M1-R,AG-L,3.0,0.0098
gPDC,100Hz,M1-R,FEF-R,5.0,0.0195
gPDC,100Hz,PMd-L,SPOC-R,5.0,0.0195
gPDC,100Hz,PMd-L,V3-L,7.0,0.0371
gPDC,100Hz,PMd-R,SPL-L,4.0,0.0137
gPDC,100Hz,PMv-L,M1-R,2.0,0.0059
gPDC,100Hz,PMv-L,PMd-L,8.0,0.0488
gPDC,100Hz,PMv-L,POJ-R,8.0,0.0488
gPDC,100Hz,PMv-L,SPOC-L,0.0,0.002
gPDC,100Hz,PMv-R,PMd-R,6.0,0.0273
gPDC,100Hz,PMv-R,mIPS-L,3.0,0.0098
gPDC,100Hz,POJ-L,PMd-R,4.0,0.0137
gPDC,100Hz,POJ-L,V1-R,8.0,0.0488
gPDC,100Hz,S1-L,VIP-L,8.0,0.0488
gPDC,100Hz,S1-R,FEF-R,1.0,0.0039
gPDC,100Hz,SMA-R,PMd-R,1.0,0.0039
gPDC,100Hz,SPL-L,PMv-R,4.0,0.0137
gPDC,100Hz,SPL-L,S1-L,3.0,0.0098
gPDC,100Hz,SPL-R,AG-R,7.0,0.0371
gPDC,100Hz,SPOC-L,FEF-L,7.0,0.0371
gPDC,100Hz,STS-L,M1-L,7.0,0.0371
gPDC,100Hz,STS-L,M1-R,4.0,0.0137
gPDC,100Hz,STS-L,S1-L,7.0,0.0371
gPDC,100Hz,STS-R,V3-R,5.0,0.0195
gPDC,100Hz,V1-L,AG-L,7.0,0.0371
gPDC,100Hz,V1-L,AG-R,8.0,0.0488
gPDC,100Hz,V1-L,POJ-L,4.0,0.0137
gPDC,100Hz,V1-L,SPOC-L,3.0,0.0098
gPDC,100Hz,V1-L,VIP-L,5.0,0.0195
gPDC,100Hz,V1-L,mIPS-L,6.0,0.0273
gPDC,100Hz,V1-R,AG-R,7.0,0.0371
gPDC,100Hz,V1-R,V3-R,8.0,0.0488
gPDC,100Hz,V3-L,SPOC-R,6.0,0.0273
gPDC,100Hz,V3-R,FEF-R,8.0,0.0488
gPDC,100Hz,V3-R,POJ-L,8.0,0.0488
gPDC,100Hz,VIP-L,SPL-L,3.0,0.0098
gPDC,100Hz,VIP-R,SPOC-R,8.0,0.0488
gPDC,100Hz,VIP-R,mIPS-L,8.0,0.0488
gPDC,100Hz,mIPS-L,V3-L,6.0,0.0273
gPDC,10Hz,AG-R,S1-L,4.0,0.0137
gPDC,10Hz,AG-R,STS-R,7.0,0.0371
gPDC,10Hz,AG-R,V3-L,7.0,0.0371
gPDC,10Hz,AG-R,VIP-R,5.0,0.0195
gPDC,10Hz,FEF-L,SPOC-R,5.0,0.0195
gPDC,10Hz,FEF-R,PMd-R,8.0,0.0488
gPDC,10Hz,FEF-R,VIP-R,6.0,0.0273
gPDC,10Hz,IPL-R,V1-L,8.0,0.0488
