Method,Frequency,Region_From,Region_To,W_Stat,P_value
mean,100Hz,VIP-L,AG-L,4.0,0.0137
mean,100Hz,VIP-L,POJ-L,6.0,0.0273
mean,100Hz,VIP-L,S1-L,8.0,0.0488
mean,100Hz,VIP-L,SMA-L,4.0,0.0137
mean,100Hz,VIP-L,V3-L,4.0,0.0137
mean,100Hz,VIP-R,PMd-R,7.0,0.0371
mean,100Hz,VIP-R,STS-L,8.0,0.0488
mean,100Hz,VIP-R,STS-R,8.0,0.0488
mean,100Hz,VIP-R,V1-L,7.0,0.0371
mean,100Hz,mIPS-L,SPL-R,4.0,0.0137
mean,100Hz,mIPS-L,V1-R,8.0,0.0488
mean,100Hz,mIPS-R,SPL-R,3.0,0.0098
mean,10Hz,AG-L,V3-L,7.0,0.0371
mean,10Hz,AG-L,VIP-L,8.0,0.0488
mean,10Hz,FEF-L,M1-L,8.0,0.0488
mean,10Hz,FEF-L,SPOC-R,7.0,0.0371
mean,10Hz,FEF-R,V1-L,8.0,0.0488
mean,10Hz,IPL-L,PMv-R,4.0,0.0137
mean,10Hz,IPL-L,SMA-L,8.0,0.0488
mean,10Hz,IPL-L,mIPS-R,6.0,0.0273
mean,10Hz,IPL-R,POJ-L,7.0,0.0371
mean,10Hz,M1-L,FEF-L,8.0,0.0488
mean,10Hz,M1-L,POJ-R,8.0,0.0488
mean,10Hz,M1-R,POJ-L,6.0,0.0273
mean,10Hz,M1-R,SMA-R,0.0,0.002
mean,10Hz,PMd-L,SPOC-R,0.0,0.002
mean,10Hz,PMv-L,SPL-R,8.0,0.0488
mean,10Hz,PMv-L,SPOC-R,8.0,0.0488
mean,10Hz,PMv-R,IPL-L,4.0,0.0137
mean,10Hz,PMv-R,SPOC-L,8.0,0.0488
mean,10Hz,PMv-R,V1-R,2.0,0.0059
mean,10Hz,POJ-L,IPL-R,7.0,0.0371
mean,10Hz,POJ-L,M1-R,6.0,0.0273
mean,10Hz,POJ-R,M1-L,8.0,0.0488
mean,10Hz,S1-L,V3-L,7.0,0.0371
mean,10Hz,SMA-L,IPL-L,8.0,0.0488
mean,10Hz,SMA-R,M1-R,0.0,0.002
mean,10Hz,SPL-R,PMv-L,8.0,0.0488
mean,10Hz,SPL-R,V1-R,5.0,0.0195
mean,10Hz,SPOC-L,PMv-R,8.0,0.0488
mean,10Hz,SPOC-R,FEF-L,7.0,0.0371
mean,10Hz,SPOC-R,PMd-L,0.0,0.002
mean,10Hz,SPOC-R,PMv-L,8.0,0.0488
mean,10Hz,SPOC-R,VIP-L,7.0,0.0371
mean,10Hz,STS-L,V3-L,5.0,0.0195
mean,10Hz,V1-L,FEF-R,8.0,0.0488
mean,10Hz,V1-R,PMv-R,2.0,0.0059
mean,10Hz,V1-R,SPL-R,5.0,0.0195
mean,10Hz,V1-R,mIPS-R,1.0,0.0039
mean,10Hz,V3-L,AG-L,7.0,0.0371
mean,10Hz,V3-L,S1-L,7.0,0.0371
mean,10Hz,V3-L,STS-L,5.0,0.0195
mean,10Hz,V3-L,mIPS-R,4.0,0.0137
mean,10Hz,V3-R,VIP-R,8.0,0.0488
mean,10Hz,V3-R,mIPS-R,8.0,0.0488
mean,10Hz,VIP-L,AG-L,8.0,0.0488
mean,10Hz,VIP-L,SPOC-R,7.0,0.0371
mean,10Hz,VIP-R,V3-R,8.0,0.0488
mean,10Hz,mIPS-R,IPL-L,6.0,0.0273
mean,10Hz,mIPS-R,V1-R,1.0,0.0039
mean,10Hz,mIPS-R,V3-L,4.0,0.0137
mean,10Hz,mIPS-R,V3-R,8.0,0.0488
mean,20Hz,AG-L,SMA-R,5.0,0.0195
mean,20Hz,AG-L,VIP-L,5.0,0.0195
mean,20Hz,FEF-L,SPOC-R,7.0,0.0371
mean,20Hz,FEF-R,V3-L,8.0,0.0488
mean,20Hz,FEF-R,mIPS-L,2.0,0.0059
mean,20Hz,IPL-L,SPOC-L,4.0,0.0137
mean,20Hz,IPL-L,STS-L,6.0,0.0273
mean,20Hz,IPL-R,PMv-L,8.0,0.0488
mean,20Hz,IPL-R,PMv-R,8.0,0.0488
mean,20Hz,IPL-R,mIPS-L,5.0,0.0195
mean,20Hz,M1-R,SPL-R,2.0,0.0059
mean,20Hz,M1-R,SPOC-L,7.0,0.0371
mean,20Hz,M1-R,STS-R,8.0,0.0488
mean,20Hz,M1-R,mIPS-R,2.0,0.0059
mean,20Hz,PMd-L,V1-L,2.0,0.0059
mean,20Hz,PMd-R,SPL-L,4.0,0.0137
mean,20Hz,PMd-R,V3-L,6.0,0.0273
mean,20Hz,PMd-R,mIPS-L,7.0,0.0371
mean,20Hz,PMv-L,IPL-R,8.0,0.0488
mean,20Hz,PMv-L,S1-R,1.0,0.0039
mean,20Hz,PMv-L,SMA-L,8.0,0.0488
mean,20Hz,PMv-R,IPL-R,8.0,0.0488
mean,20Hz,PMv-R,SPL-R,2.0,0.0059
mean,20Hz,S1-R,PMv-L,1.0,0.0039
mean,20Hz,SMA-L,PMv-L,8.0,0.0488
mean,20Hz,SMA-R,AG-L,5.0,0.0195
mean,20Hz,SMA-R,VIP-L,2.0,0.0059
mean,20Hz,SPL-L,PMd-R,4.0,0.0137
mean,20Hz,SPL-R,M1-R,2.0,0.0059
mean,20Hz,SPL-R,PMv-R,2.0,0.0059
mean,20Hz,SPOC-L,IPL-L,4.0,0.0137
mean,20Hz,SPOC-L,M1-R,7.0,0.0371
mean,20Hz,SPOC-R,FEF-L,7.0,0.0371
mean,20Hz,STS-L,IPL-L,6.0,0.0273
mean,20Hz,STS-R,M1-R,8.0,0.0488
mean,20Hz,V1-L,PMd-L,2.0,0.0059
mean,20Hz,V1-L,V3-R,4.0,0.0137
mean,20Hz,V3-L,FEF-R,8.0,0.0488
mean,20Hz,V3-L,PMd-R,6.0,0.0273
mean,20Hz,V3-R,V1-L,4.0,0.0137
mean,20Hz,V3-R,VIP-L,5.0,0.0195
mean,20Hz,VIP-L,AG-L,5.0,0.0195
mean,20Hz,VIP-L,SMA-R,2.0,0.0059
mean,20Hz,VIP-L,V3-R,5.0,0.0195
mean,20Hz,mIPS-L,FEF-R,2.0,0.0059
mean,20Hz,mIPS-L,IPL-R,5.0,0.0195
mean,20Hz,mIPS-L,PMd-R,7.0,0.0371
mean,20Hz,mIPS-R,M1-R,2.0,0.0059
