Method,Frequency,Region_From,Region_To,W_Stat,P_value
cat,20Hz,SMA-L,AG-R,8.0,0.0488
cat,20Hz,SMA-L,PMd-L,7.0,0.0371
cat,20Hz,SMA-R,POJ-R,8.0,0.0488
cat,20Hz,SMA-R,V3-L,7.0,0.0371
cat,20Hz,SMA-R,mIPS-R,4.0,0.0137
cat,20Hz,SPL-R,PMv-R,2.0,0.0059
cat,20Hz,SPOC-L,AG-R,8.0,0.0488
cat,20Hz,SPOC-R,V3-L,4.0,0.0137
cat,20Hz,SPOC-R,VIP-L,5.0,0.0195
cat,20Hz,STS-L,V1-L,7.0,0.0371
cat,20Hz,STS-L,V1-R,8.0,0.0488
cat,20Hz,STS-R,FEF-L,6.0,0.0273
cat,20Hz,STS-R,VIP-L,8.0,0.0488
cat,20Hz,V1-L,STS-L,7.0,0.0371
cat,20Hz,V1-R,FEF-L,8.0,0.0488
cat,20Hz,V1-R,S1-L,4.0,0.0137
cat,20Hz,V1-R,STS-L,8.0,0.0488
cat,20Hz,V3-L,AG-R,6.0,0.0273
cat,20Hz,V3-L,PMd-R,1.0,0.0039
cat,20Hz,V3-L,SMA-R,7.0,0.0371
cat,20Hz,V3-L,SPOC-R,4.0,0.0137
cat,20Hz,V3-R,S1-R,7.0,0.0371
cat,20Hz,VIP-L,AG-L,6.0,0.0273
cat,20Hz,VIP-L,AG-R,8.0,0.0488
cat,20Hz,VIP-L,IPL-L,8.0,0.0488
cat,20Hz,VIP-L,S1-R,4.0,0.0137
cat,20Hz,VIP-L,SPOC-R,5.0,0.0195
cat,20Hz,VIP-L,STS-R,8.0,0.0488
cat,20Hz,mIPS-R,IPL-L,2.0,0.0059
cat,20Hz,mIPS-R,SMA-R,4.0,0.0137
