Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,10Hz,PMv-L,FEF-L,1.0,0.0039
iPDC,10Hz,PMv-L,STS-L,6.0,0.0273
iPDC,10Hz,PMv-R,POJ-R,5.0,0.0195
iPDC,10Hz,POJ-R,SMA-R,7.0,0.0371
iPDC,10Hz,POJ-R,SPL-R,7.0,0.0371
iPDC,10Hz,POJ-R,VIP-L,8.0,0.0488
iPDC,10Hz,S1-R,POJ-L,6.0,0.0273
iPDC,10Hz,S1-R,SMA-R,6.0,0.0273
iPDC,10Hz,S1-R,SPOC-L,8.0,0.0488
iPDC,10Hz,S1-R,STS-R,7.0,0.0371
iPDC,10Hz,SMA-L,S1-L,3.0,0.0098
iPDC,10Hz,SMA-L,SPOC-L,5.0,0.0195
iPDC,10Hz,SMA-R,mIPS-L,8.0,0.0488
iPDC,10Hz,SPL-L,mIPS-R,3.0,0.0098
iPDC,10Hz,SPOC-R,IPL-R,7.0,0.0371
iPDC,10Hz,SPOC-R,M1-R,8.0,0.0488
iPDC,10Hz,STS-L,V3-L,6.0,0.0273
iPDC,10Hz,STS-R,PMd-L,8.0,0.0488
iPDC,10Hz,V1-L,PMd-R,8.0,0.0488
iPDC,10Hz,V1-L,S1-R,8.0,0.0488
iPDC,10Hz,V1-R,PMv-L,3.0,0.0098
iPDC,10Hz,V1-R,SPOC-L,2.0,0.0059
iPDC,10Hz,V1-R,mIPS-L,6.0,0.0273
iPDC,10Hz,V3-R,V3-L,5.0,0.0195
iPDC,10Hz,VIP-R,IPL-L,6.0,0.0273
iPDC,10Hz,VIP-R,V3-R,3.0,0.0098
iPDC,10Hz,mIPS-L,FEF-R,8.0,0.0488
iPDC,10Hz,mIPS-L,M1-R,5.0,0.0195
iPDC,10Hz,mIPS-R,AG-R,7.0,0.0371
iPDC,10Hz,mIPS-R,S1-L,6.0,0.0273
iPDC,10Hz,mIPS-R,VIP-L,4.0,0.0137
iPDC,20Hz,AG-L,PMv-R,3.0,0.0098
iPDC,20Hz,AG-R,SPOC-L,8.0,0.0488
iPDC,20Hz,FEF-L,M1-R,7.0,0.0371
iPDC,20Hz,FEF-L,SMA-L,7.0,0.0371
iPDC,20Hz,FEF-R,AG-L,8.0,0.0488
iPDC,20Hz,FEF-R,SMA-L,4.0,0.0137
iPDC,20Hz,IPL-L,AG-R,8.0,0.0488
iPDC,20Hz,IPL-L,POJ-L,3.0,0.0098
iPDC,20Hz,IPL-R,STS-R,7.0,0.0371
iPDC,20Hz,M1-L,PMv-L,8.0,0.0488
iPDC,20Hz,M1-L,VIP-L,0.0,0.002
iPDC,20Hz,PMd-L,POJ-R,3.0,0.0098
iPDC,20Hz,PMd-L,STS-R,5.0,0.0195
iPDC,20Hz,PMd-L,VIP-R,0.0,0.002
iPDC,20Hz,PMd-R,FEF-L,6.0,0.0273
iPDC,20Hz,PMd-R,IPL-L,3.0,0.0098
iPDC,20Hz,PMv-L,STS-L,5.0,0.0195
iPDC,20Hz,PMv-L,VIP-L,5.0,0.0195
iPDC,20Hz,PMv-R,POJ-R,6.0,0.0273
iPDC,20Hz,PMv-R,SMA-R,5.0,0.0195
iPDC,20Hz,POJ-R,VIP-L,8.0,0.0488
iPDC,20Hz,S1-L,SPOC-L,4.0,0.0137
iPDC,20Hz,S1-R,POJ-L,4.0,0.0137
iPDC,20Hz,SMA-L,PMv-R,6.0,0.0273
iPDC,20Hz,SMA-L,S1-L,4.0,0.0137
iPDC,20Hz,SMA-L,SPOC-L,5.0,0.0195
iPDC,20Hz,SPL-L,IPL-L,6.0,0.0273
iPDC,20Hz,SPL-L,mIPS-R,3.0,0.0098
iPDC,20Hz,SPL-R,SPOC-L,8.0,0.0488
iPDC,20Hz,SPOC-L,VIP-L,6.0,0.0273
iPDC,20Hz,STS-L,SPL-R,7.0,0.0371
iPDC,20Hz,STS-R,IPL-R,7.0,0.0371
iPDC,20Hz,STS-R,PMv-R,8.0,0.0488
iPDC,20Hz,V1-L,S1-R,3.0,0.0098
iPDC,20Hz,V1-R,POJ-R,6.0,0.0273
iPDC,20Hz,V1-R,SPOC-L,2.0,0.0059
iPDC,20Hz,V1-R,mIPS-L,3.0,0.0098
iPDC,20Hz,V3-R,V3-L,6.0,0.0273
iPDC,20Hz,VIP-R,PMd-L,4.0,0.0137
iPDC,20Hz,VIP-R,V3-R,4.0,0.0137
iPDC,20Hz,mIPS-L,M1-L,6.0,0.0273
iPDC,20Hz,mIPS-L,M1-R,8.0,0.0488
iPDC,20Hz,mIPS-L,POJ-L,3.0,0.0098
iPDC,20Hz,mIPS-L,SPL-R,6.0,0.0273
iPDC,20Hz,mIPS-L,mIPS-R,5.0,0.0195
iPDC,20Hz,mIPS-R,V1-L,8.0,0.0488
iPDC,20Hz,mIPS-R,VIP-L,3.0,0.0098
iPDC,25Hz,AG-L,PMv-R,4.0,0.0137
iPDC,25Hz,FEF-L,M1-R,4.0,0.0137
iPDC,25Hz,IPL-L,AG-R,5.0,0.0195
iPDC,25Hz,IPL-L,POJ-L,8.0,0.0488
iPDC,25Hz,IPL-R,SPOC-L,5.0,0.0195
iPDC,25Hz,IPL-R,STS-R,6.0,0.0273
iPDC,25Hz,M1-L,PMv-R,8.0,0.0488
iPDC,25Hz,M1-L,VIP-L,1.0,0.0039
iPDC,25Hz,PMd-L,VIP-R,4.0,0.0137
iPDC,25Hz,PMd-R,FEF-L,6.0,0.0273
iPDC,25Hz,PMv-L,STS-L,6.0,0.0273
iPDC,25Hz,PMv-L,VIP-L,6.0,0.0273
iPDC,25Hz,PMv-L,VIP-R,6.0,0.0273
iPDC,25Hz,PMv-R,POJ-R,7.0,0.0371
iPDC,25Hz,PMv-R,SMA-R,8.0,0.0488
iPDC,25Hz,POJ-R,PMv-L,7.0,0.0371
iPDC,25Hz,POJ-R,VIP-L,7.0,0.0371
iPDC,25Hz,POJ-R,mIPS-R,8.0,0.0488
iPDC,25Hz,S1-L,SPOC-L,2.0,0.0059
iPDC,25Hz,S1-R,POJ-L,5.0,0.0195
iPDC,25Hz,SMA-L,PMv-R,7.0,0.0371
iPDC,25Hz,SMA-L,S1-L,3.0,0.0098
iPDC,25Hz,SMA-L,SPOC-L,6.0,0.0273
iPDC,25Hz,SPL-L,mIPS-R,1.0,0.0039
iPDC,25Hz,SPL-R,SMA-R,7.0,0.0371
iPDC,25Hz,SPOC-R,V1-L,7.0,0.0371
iPDC,25Hz,SPOC-R,V3-R,8.0,0.0488
iPDC,25Hz,STS-R,IPL-R,2.0,0.0059
iPDC,25Hz,STS-R,PMv-R,4.0,0.0137
iPDC,25Hz,V1-L,S1-R,4.0,0.0137
iPDC,25Hz,V1-L,V3-L,7.0,0.0371
iPDC,25Hz,V1-R,POJ-R,8.0,0.0488
iPDC,25Hz,V1-R,SPOC-L,6.0,0.0273
iPDC,25Hz,V1-R,mIPS-L,2.0,0.0059
iPDC,25Hz,V3-R,V3-L,6.0,0.0273
iPDC,25Hz,VIP-L,SMA-R,8.0,0.0488
iPDC,25Hz,VIP-R,SMA-R,7.0,0.0371
iPDC,25Hz,VIP-R,V3-R,4.0,0.0137
iPDC,25Hz,mIPS-L,AG-R,5.0,0.0195
iPDC,25Hz,mIPS-L,M1-L,7.0,0.0371
iPDC,25Hz,mIPS-L,POJ-L,1.0,0.0039
iPDC,25Hz,mIPS-L,SPL-R,4.0,0.0137
iPDC,25Hz,mIPS-L,mIPS-R,7.0,0.0371
iPDC,25Hz,mIPS-R,VIP-L,2.0,0.0059
