Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,100Hz,FEF-L,V3-L,8.0,0.0488
gPDC,100Hz,IPL-L,STS-R,7.0,0.0371
gPDC,100Hz,IPL-L,V3-R,8.0,0.0488
gPDC,100Hz,IPL-R,PMv-L,7.0,0.0371
gPDC,100Hz,IPL-R,POJ-L,7.0,0.0371
gPDC,100Hz,M1-L,FEF-R,7.0,0.0371
gPDC,100Hz,M1-L,VIP-R,4.0,0.0137
gPDC,100Hz,M1-R,AG-R,7.0,0.0371
gPDC,100Hz,M1-R,VIP-R,7.0,0.0371
gPDC,100Hz,PMd-L,PMv-L,8.0,0.0488
gPDC,100Hz,PMd-L,V1-L,8.0,0.0488
gPDC,100Hz,PMd-R,POJ-R,8.0,0.0488
gPDC,100Hz,PMd-R,STS-L,8.0,0.0488
gPDC,100Hz,PMd-R,VIP-R,8.0,0.0488
gPDC,100Hz,PMv-R,VIP-R,1.0,0.0039
gPDC,100Hz,PMv-R,mIPS-R,8.0,0.0488
gPDC,100Hz,POJ-L,IPL-L,1.0,0.0039
gPDC,100Hz,POJ-L,S1-L,8.0,0.0488
gPDC,100Hz,POJ-L,STS-L,7.0,0.0371
gPDC,100Hz,POJ-L,V3-L,7.0,0.0371
gPDC,100Hz,POJ-R,SMA-R,7.0,0.0371
gPDC,100Hz,POJ-R,V3-R,5.0,0.0195
gPDC,100Hz,POJ-R,VIP-R,4.0,0.0137
gPDC,100Hz,S1-L,PMv-L,8.0,0.0488
gPDC,100Hz,S1-R,FEF-R,5.0,0.0195
gPDC,100Hz,SMA-L,POJ-R,5.0,0.0195
gPDC,100Hz,SMA-R,FEF-L,8.0,0.0488
gPDC,100Hz,SMA-R,SPL-L,5.0,0.0195
gPDC,100Hz,SMA-R,V1-L,4.0,0.0137
gPDC,100Hz,SPL-L,V3-L,5.0,0.0195
gPDC,100Hz,SPL-R,AG-L,7.0,0.0371
gPDC,100Hz,SPL-R,FEF-R,8.0,0.0488
gPDC,100Hz,SPL-R,SMA-L,7.0,0.0371
gPDC,100Hz,SPL-R,VIP-L,6.0,0.0273
gPDC,100Hz,SPOC-L,SMA-R,8.0,0.0488
gPDC,100Hz,SPOC-R,FEF-R,8.0,0.0488
gPDC,100Hz,SPOC-R,SPL-L,8.0,0.0488
gPDC,100Hz,STS-R,FEF-L,7.0,0.0371
gPDC,100Hz,STS-R,IPL-L,7.0,0.0371
gPDC,100Hz,V1-L,AG-L,8.0,0.0488
gPDC,100Hz,V1-L,S1-L,5.0,0.0195
gPDC,100Hz,V1-L,SPOC-R,8.0,0.0488
gPDC,100Hz,V1-L,STS-L,4.0,0.0137
gPDC,100Hz,V1-L,VIP-L,8.0,0.0488
gPDC,100Hz,V1-R,V3-R,7.0,0.0371
gPDC,100Hz,V3-L,IPL-L,3.0,0.0098
gPDC,100Hz,V3-R,V3-L,8.0,0.0488
gPDC,100Hz,VIP-L,VIP-R,7.0,0.0371
gPDC,100Hz,VIP-R,PMd-L,8.0,0.0488
gPDC,100Hz,VIP-R,S1-R,5.0,0.0195
gPDC,100Hz,VIP-R,SMA-R,5.0,0.0195
gPDC,100Hz,mIPS-L,IPL-L,0.0,0.002
gPDC,100Hz,mIPS-L,S1-L,7.0,0.0371
gPDC,100Hz,mIPS-L,STS-L,5.0,0.0195
gPDC,100Hz,mIPS-R,S1-L,6.0,0.0273
gPDC,100Hz,mIPS-R,SMA-L,1.0,0.0039
gPDC,10Hz,AG-L,PMv-R,1.0,0.0039
gPDC,10Hz,FEF-L,AG-L,8.0,0.0488
gPDC,10Hz,FEF-L,M1-R,2.0,0.0059
gPDC,10Hz,FEF-L,SMA-L,2.0,0.0059
gPDC,10Hz,FEF-R,SMA-L,2.0,0.0059
gPDC,10Hz,FEF-R,SPOC-L,7.0,0.0371
gPDC,10Hz,IPL-L,POJ-L,3.0,0.0098
gPDC,10Hz,IPL-R,SPL-L,3.0,0.0098
gPDC,10Hz,M1-L,PMv-L,7.0,0.0371
gPDC,10Hz,M1-L,VIP-L,0.0,0.002
gPDC,10Hz,PMd-L,STS-R,7.0,0.0371
gPDC,10Hz,PMd-L,VIP-R,8.0,0.0488
gPDC,10Hz,PMd-R,IPL-L,4.0,0.0137
gPDC,10Hz,PMd-R,PMv-L,6.0,0.0273
gPDC,10Hz,PMv-L,FEF-L,7.0,0.0371
gPDC,10Hz,PMv-R,POJ-R,7.0,0.0371
gPDC,10Hz,PMv-R,SMA-R,7.0,0.0371
gPDC,10Hz,POJ-R,IPL-R,8.0,0.0488
gPDC,10Hz,POJ-R,PMd-R,7.0,0.0371
gPDC,10Hz,POJ-R,SPL-R,7.0,0.0371
gPDC,10Hz,POJ-R,VIP-L,5.0,0.0195
gPDC,10Hz,S1-R,POJ-L,8.0,0.0488
gPDC,10Hz,S1-R,SMA-R,3.0,0.0098
gPDC,10Hz,S1-R,SPOC-L,4.0,0.0137
gPDC,10Hz,SMA-L,PMv-R,6.0,0.0273
gPDC,10Hz,SMA-L,SPL-R,5.0,0.0195
gPDC,10Hz,SMA-L,SPOC-L,5.0,0.0195
gPDC,10Hz,SMA-L,STS-L,8.0,0.0488
gPDC,10Hz,SMA-R,FEF-R,7.0,0.0371
gPDC,10Hz,SMA-R,SPOC-R,8.0,0.0488
gPDC,10Hz,SMA-R,mIPS-L,8.0,0.0488
gPDC,10Hz,SPL-L,SPOC-R,7.0,0.0371
gPDC,10Hz,SPL-R,POJ-R,5.0,0.0195
gPDC,10Hz,SPOC-R,IPL-R,7.0,0.0371
gPDC,10Hz,V1-L,VIP-L,8.0,0.0488
gPDC,10Hz,V1-R,SPOC-L,5.0,0.0195
gPDC,10Hz,V3-R,V3-L,6.0,0.0273
gPDC,10Hz,VIP-L,AG-R,7.0,0.0371
gPDC,10Hz,VIP-R,V3-R,3.0,0.0098
gPDC,10Hz,mIPS-L,M1-L,8.0,0.0488
gPDC,10Hz,mIPS-L,M1-R,4.0,0.0137
gPDC,10Hz,mIPS-R,PMd-R,5.0,0.0195
gPDC,10Hz,mIPS-R,VIP-L,4.0,0.0137
gPDC,20Hz,AG-L,PMv-R,3.0,0.0098
gPDC,20Hz,AG-L,S1-R,8.0,0.0488
gPDC,20Hz,FEF-L,M1-R,2.0,0.0059
gPDC,20Hz,FEF-L,SMA-L,5.0,0.0195
gPDC,20Hz,FEF-R,SMA-L,8.0,0.0488
gPDC,20Hz,FEF-R,SPL-R,4.0,0.0137
gPDC,20Hz,IPL-L,POJ-L,1.0,0.0039
gPDC,20Hz,IPL-R,PMv-R,5.0,0.0195
gPDC,20Hz,IPL-R,STS-R,3.0,0.0098
gPDC,20Hz,M1-L,VIP-L,0.0,0.002
gPDC,20Hz,PMd-L,POJ-R,5.0,0.0195
gPDC,20Hz,PMd-L,STS-R,5.0,0.0195
gPDC,20Hz,PMd-L,VIP-R,0.0,0.002
gPDC,20Hz,PMd-R,FEF-L,4.0,0.0137
gPDC,20Hz,PMd-R,IPL-L,5.0,0.0195
gPDC,20Hz,PMv-L,VIP-L,1.0,0.0039
gPDC,20Hz,PMv-R,POJ-R,8.0,0.0488
gPDC,20Hz,PMv-R,SMA-R,8.0,0.0488
gPDC,20Hz,POJ-L,IPL-R,8.0,0.0488
gPDC,20Hz,POJ-L,STS-R,3.0,0.0098
gPDC,20Hz,POJ-R,PMd-R,7.0,0.0371
gPDC,20Hz,POJ-R,VIP-L,4.0,0.0137
gPDC,20Hz,POJ-R,mIPS-R,6.0,0.0273
gPDC,20Hz,S1-L,SPOC-L,3.0,0.0098
gPDC,20Hz,S1-R,SPOC-L,7.0,0.0371
gPDC,20Hz,SMA-L,PMv-R,6.0,0.0273
gPDC,20Hz,SMA-L,S1-L,8.0,0.0488
gPDC,20Hz,SMA-L,SPL-R,5.0,0.0195
gPDC,20Hz,SMA-L,SPOC-L,3.0,0.0098
gPDC,20Hz,SMA-R,FEF-R,7.0,0.0371
gPDC,20Hz,SPL-R,SPOC-L,5.0,0.0195
gPDC,20Hz,SPOC-R,V1-L,7.0,0.0371
gPDC,20Hz,STS-R,PMv-R,7.0,0.0371
gPDC,20Hz,V1-L,AG-L,6.0,0.0273
gPDC,20Hz,V1-L,S1-R,5.0,0.0195
gPDC,20Hz,V1-L,SMA-L,5.0,0.0195
gPDC,20Hz,V1-L,STS-L,5.0,0.0195
gPDC,20Hz,V1-L,VIP-L,5.0,0.0195
gPDC,20Hz,V1-R,POJ-R,0.0,0.002
gPDC,20Hz,V1-R,SPOC-L,3.0,0.0098
gPDC,20Hz,V1-R,mIPS-L,5.0,0.0195
gPDC,20Hz,V3-R,V3-L,6.0,0.0273
gPDC,20Hz,VIP-R,PMd-L,7.0,0.0371
gPDC,20Hz,VIP-R,SMA-R,6.0,0.0273
gPDC,20Hz,VIP-R,V3-R,2.0,0.0059
gPDC,20Hz,mIPS-L,M1-L,7.0,0.0371
gPDC,20Hz,mIPS-L,M1-R,4.0,0.0137
gPDC,20Hz,mIPS-L,STS-R,8.0,0.0488
gPDC,20Hz,mIPS-L,VIP-R,8.0,0.0488
gPDC,20Hz,mIPS-L,mIPS-R,5.0,0.0195
gPDC,20Hz,mIPS-R,SPOC-L,8.0,0.0488
gPDC,20Hz,mIPS-R,VIP-L,3.0,0.0098
gPDC,25Hz,AG-L,PMv-R,3.0,0.0098
gPDC,25Hz,FEF-L,M1-R,2.0,0.0059
gPDC,25Hz,IPL-L,AG-R,7.0,0.0371
gPDC,25Hz,IPL-L,FEF-R,8.0,0.0488
gPDC,25Hz,IPL-L,POJ-L,8.0,0.0488
gPDC,25Hz,IPL-R,PMv-R,1.0,0.0039
gPDC,25Hz,IPL-R,SPOC-L,3.0,0.0098
gPDC,25Hz,IPL-R,STS-R,4.0,0.0137
gPDC,25Hz,M1-L,PMv-R,7.0,0.0371
gPDC,25Hz,M1-L,VIP-L,1.0,0.0039
gPDC,25Hz,PMd-L,VIP-R,2.0,0.0059
gPDC,25Hz,PMd-R,FEF-L,6.0,0.0273
gPDC,25Hz,PMv-L,PMd-R,8.0,0.0488
gPDC,25Hz,PMv-L,VIP-L,3.0,0.0098
gPDC,25Hz,PMv-L,VIP-R,5.0,0.0195
gPDC,25Hz,PMv-R,POJ-R,6.0,0.0273
gPDC,25Hz,POJ-L,M1-L,6.0,0.0273
gPDC,25Hz,POJ-L,STS-R,2.0,0.0059
gPDC,25Hz,POJ-R,PMv-L,8.0,0.0488
