Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,100Hz,FEF-L,PMv-L,2.0,0.0059
iPDC,100Hz,FEF-L,mIPS-R,8.0,0.0488
iPDC,100Hz,FEF-R,POJ-L,5.0,0.0195
iPDC,100Hz,IPL-L,STS-R,7.0,0.0371
iPDC,100Hz,IPL-L,V1-L,8.0,0.0488
iPDC,100Hz,IPL-L,V3-L,4.0,0.0137
iPDC,100Hz,IPL-L,V3-R,8.0,0.0488
iPDC,100Hz,IPL-R,V3-L,5.0,0.0195
iPDC,100Hz,IPL-R,VIP-L,5.0,0.0195
iPDC,100Hz,M1-L,FEF-L,7.0,0.0371
iPDC,100Hz,M1-L,VIP-R,7.0,0.0371
iPDC,100Hz,M1-R,PMd-R,7.0,0.0371
iPDC,100Hz,PMd-R,IPL-R,4.0,0.0137
iPDC,100Hz,PMd-R,POJ-L,3.0,0.0098
iPDC,100Hz,PMv-L,PMd-L,6.0,0.0273
iPDC,100Hz,PMv-L,SPOC-L,5.0,0.0195
iPDC,100Hz,PMv-L,V3-R,7.0,0.0371
iPDC,100Hz,POJ-L,M1-L,8.0,0.0488
iPDC,100Hz,POJ-L,mIPS-L,3.0,0.0098
iPDC,100Hz,S1-L,IPL-L,7.0,0.0371
iPDC,100Hz,S1-L,PMv-L,3.0,0.0098
iPDC,100Hz,S1-L,mIPS-R,5.0,0.0195
iPDC,100Hz,SMA-L,PMv-R,5.0,0.0195
iPDC,100Hz,SMA-R,IPL-R,1.0,0.0039
iPDC,100Hz,SMA-R,SMA-L,5.0,0.0195
iPDC,100Hz,SPL-L,AG-R,8.0,0.0488
iPDC,100Hz,SPL-R,IPL-L,3.0,0.0098
iPDC,100Hz,SPL-R,PMv-L,1.0,0.0039
iPDC,100Hz,SPL-R,POJ-R,5.0,0.0195
iPDC,100Hz,SPL-R,S1-R,8.0,0.0488
iPDC,100Hz,SPL-R,STS-R,4.0,0.0137
iPDC,100Hz,SPOC-L,PMd-L,8.0,0.0488
iPDC,100Hz,SPOC-L,SMA-L,8.0,0.0488
iPDC,100Hz,SPOC-R,V1-L,1.0,0.0039
iPDC,100Hz,STS-L,FEF-L,3.0,0.0098
iPDC,100Hz,STS-L,IPL-L,6.0,0.0273
iPDC,100Hz,STS-L,VIP-R,8.0,0.0488
iPDC,100Hz,STS-R,IPL-L,6.0,0.0273
iPDC,100Hz,STS-R,POJ-L,7.0,0.0371
iPDC,100Hz,STS-R,SPL-R,4.0,0.0137
iPDC,100Hz,V3-L,mIPS-L,8.0,0.0488
iPDC,100Hz,V3-R,AG-R,5.0,0.0195
iPDC,100Hz,V3-R,V3-L,8.0,0.0488
iPDC,100Hz,VIP-L,SPL-L,8.0,0.0488
iPDC,100Hz,mIPS-L,FEF-R,7.0,0.0371
iPDC,100Hz,mIPS-L,IPL-L,2.0,0.0059
iPDC,100Hz,mIPS-L,S1-L,8.0,0.0488
iPDC,100Hz,mIPS-L,STS-L,7.0,0.0371
iPDC,100Hz,mIPS-R,S1-L,1.0,0.0039
iPDC,100Hz,mIPS-R,SMA-L,3.0,0.0098
iPDC,100Hz,mIPS-R,VIP-R,2.0,0.0059
iPDC,10Hz,AG-L,PMv-R,8.0,0.0488
iPDC,10Hz,AG-R,PMv-L,7.0,0.0371
iPDC,10Hz,AG-R,VIP-R,6.0,0.0273
iPDC,10Hz,FEF-L,M1-R,8.0,0.0488
iPDC,10Hz,FEF-L,SMA-L,5.0,0.0195
iPDC,10Hz,FEF-L,SMA-R,2.0,0.0059
iPDC,10Hz,FEF-R,AG-L,8.0,0.0488
iPDC,10Hz,FEF-R,SMA-L,0.0,0.002
iPDC,10Hz,FEF-R,V3-R,7.0,0.0371
iPDC,10Hz,FEF-R,VIP-L,8.0,0.0488
iPDC,10Hz,FEF-R,mIPS-L,8.0,0.0488
iPDC,10Hz,IPL-L,POJ-L,5.0,0.0195
iPDC,10Hz,IPL-R,mIPS-R,8.0,0.0488
iPDC,10Hz,M1-L,S1-R,6.0,0.0273
iPDC,10Hz,M1-R,S1-R,7.0,0.0371
iPDC,10Hz,PMd-R,FEF-L,8.0,0.0488
iPDC,10Hz,PMd-R,FEF-R,8.0,0.0488
iPDC,10Hz,PMd-R,IPL-L,7.0,0.0371
iPDC,10Hz,PMd-R,SMA-R,4.0,0.0137
iPDC,10Hz,PMv-R,STS-L,7.0,0.0371
iPDC,10Hz,POJ-R,AG-L,4.0,0.0137
iPDC,10Hz,POJ-R,M1-L,7.0,0.0371
iPDC,10Hz,POJ-R,SPL-L,8.0,0.0488
iPDC,10Hz,POJ-R,SPL-R,8.0,0.0488
iPDC,10Hz,SMA-L,S1-L,7.0,0.0371
iPDC,10Hz,SMA-L,SPL-R,4.0,0.0137
iPDC,10Hz,SMA-R,mIPS-L,5.0,0.0195
iPDC,10Hz,SPL-L,S1-L,7.0,0.0371
iPDC,10Hz,SPL-R,SPOC-L,5.0,0.0195
iPDC,10Hz,SPOC-L,AG-L,8.0,0.0488
iPDC,10Hz,SPOC-R,IPL-R,6.0,0.0273
iPDC,10Hz,STS-R,SMA-R,0.0,0.002
iPDC,10Hz,V1-L,M1-R,0.0,0.002
iPDC,10Hz,V1-R,PMv-L,1.0,0.0039
iPDC,10Hz,V1-R,mIPS-L,4.0,0.0137
iPDC,10Hz,V3-R,STS-L,8.0,0.0488
iPDC,10Hz,V3-R,V3-L,3.0,0.0098
iPDC,10Hz,VIP-L,V1-R,7.0,0.0371
iPDC,10Hz,VIP-R,IPL-R,8.0,0.0488
iPDC,10Hz,VIP-R,V3-R,5.0,0.0195
iPDC,10Hz,VIP-R,VIP-L,4.0,0.0137
iPDC,10Hz,mIPS-L,FEF-R,7.0,0.0371
iPDC,10Hz,mIPS-L,POJ-L,2.0,0.0059
iPDC,10Hz,mIPS-L,mIPS-R,8.0,0.0488
iPDC,10Hz,mIPS-R,AG-R,7.0,0.0371
iPDC,10Hz,mIPS-R,S1-L,8.0,0.0488
iPDC,10Hz,mIPS-R,STS-R,8.0,0.0488
iPDC,10Hz,mIPS-R,V1-L,7.0,0.0371
iPDC,10Hz,mIPS-R,VIP-L,7.0,0.0371
iPDC,20Hz,AG-L,STS-R,7.0,0.0371
iPDC,20Hz,AG-R,PMv-L,5.0,0.0195
iPDC,20Hz,AG-R,SPOC-R,8.0,0.0488
iPDC,20Hz,FEF-L,M1-R,7.0,0.0371
iPDC,20Hz,FEF-L,SMA-L,7.0,0.0371
iPDC,20Hz,FEF-L,SMA-R,6.0,0.0273
iPDC,20Hz,FEF-R,PMv-R,5.0,0.0195
iPDC,20Hz,FEF-R,SMA-L,7.0,0.0371
iPDC,20Hz,IPL-L,POJ-L,5.0,0.0195
iPDC,20Hz,PMd-R,FEF-L,4.0,0.0137
iPDC,20Hz,PMd-R,IPL-L,8.0,0.0488
iPDC,20Hz,PMv-L,VIP-L,8.0,0.0488
iPDC,20Hz,PMv-R,SPL-R,6.0,0.0273
iPDC,20Hz,SMA-L,FEF-L,7.0,0.0371
iPDC,20Hz,SMA-L,S1-L,5.0,0.0195
iPDC,20Hz,SMA-R,S1-R,0.0,0.002
iPDC,20Hz,SMA-R,mIPS-L,8.0,0.0488
iPDC,20Hz,SPL-L,mIPS-R,2.0,0.0059
iPDC,20Hz,SPL-R,SMA-R,6.0,0.0273
iPDC,20Hz,SPL-R,SPOC-L,8.0,0.0488
iPDC,20Hz,SPL-R,mIPS-R,7.0,0.0371
iPDC,20Hz,SPOC-L,V3-R,8.0,0.0488
iPDC,20Hz,SPOC-R,V3-R,3.0,0.0098
iPDC,20Hz,STS-R,IPL-R,8.0,0.0488
iPDC,20Hz,STS-R,SMA-R,2.0,0.0059
iPDC,20Hz,V1-L,M1-L,2.0,0.0059
iPDC,20Hz,V1-L,M1-R,2.0,0.0059
iPDC,20Hz,V1-L,VIP-L,6.0,0.0273
iPDC,20Hz,V1-L,VIP-R,4.0,0.0137
