Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,100Hz,FEF-L,PMv-L,3.0,0.0098
gPDC,100Hz,FEF-L,mIPS-R,7.0,0.0371
gPDC,100Hz,FEF-R,POJ-L,6.0,0.0273
gPDC,100Hz,IPL-L,IPL-R,3.0,0.0098
gPDC,100Hz,IPL-L,V3-L,2.0,0.0059
gPDC,100Hz,IPL-L,V3-R,5.0,0.0195
gPDC,100Hz,IPL-R,PMv-R,5.0,0.0195
gPDC,100Hz,IPL-R,V3-L,7.0,0.0371
gPDC,100Hz,M1-L,VIP-R,3.0,0.0098
gPDC,100Hz,M1-R,PMd-L,4.0,0.0137
gPDC,100Hz,PMd-R,IPL-R,5.0,0.0195
gPDC,100Hz,PMd-R,POJ-L,5.0,0.0195
gPDC,100Hz,PMv-L,SPOC-L,4.0,0.0137
gPDC,100Hz,PMv-L,V3-R,7.0,0.0371
gPDC,100Hz,PMv-R,S1-R,4.0,0.0137
gPDC,100Hz,POJ-L,mIPS-L,1.0,0.0039
gPDC,100Hz,POJ-R,V3-R,8.0,0.0488
gPDC,100Hz,POJ-R,VIP-R,8.0,0.0488
gPDC,100Hz,S1-L,IPL-L,8.0,0.0488
gPDC,100Hz,S1-L,PMv-L,4.0,0.0137
gPDC,100Hz,S1-L,SMA-L,8.0,0.0488
gPDC,100Hz,S1-L,mIPS-R,7.0,0.0371
gPDC,100Hz,SMA-L,PMv-R,8.0,0.0488
gPDC,100Hz,SMA-L,SMA-R,4.0,0.0137
gPDC,100Hz,SMA-R,FEF-L,8.0,0.0488
gPDC,100Hz,SMA-R,IPL-R,5.0,0.0195
gPDC,100Hz,SMA-R,SMA-L,5.0,0.0195
gPDC,100Hz,SPL-R,IPL-L,6.0,0.0273
gPDC,100Hz,SPL-R,PMd-L,6.0,0.0273
gPDC,100Hz,SPL-R,POJ-R,8.0,0.0488
gPDC,100Hz,SPL-R,S1-R,7.0,0.0371
gPDC,100Hz,SPOC-R,V1-L,1.0,0.0039
gPDC,100Hz,STS-L,FEF-L,8.0,0.0488
gPDC,100Hz,STS-L,FEF-R,8.0,0.0488
gPDC,100Hz,STS-R,IPL-L,7.0,0.0371
gPDC,100Hz,STS-R,POJ-L,8.0,0.0488
gPDC,100Hz,V1-L,SMA-L,5.0,0.0195
gPDC,100Hz,V1-R,VIP-R,8.0,0.0488
gPDC,100Hz,V3-L,FEF-L,6.0,0.0273
gPDC,100Hz,V3-R,AG-R,8.0,0.0488
gPDC,100Hz,V3-R,PMv-L,8.0,0.0488
gPDC,100Hz,V3-R,STS-L,6.0,0.0273
gPDC,100Hz,VIP-L,SPL-L,7.0,0.0371
gPDC,100Hz,VIP-R,S1-R,6.0,0.0273
gPDC,100Hz,mIPS-L,IPL-L,3.0,0.0098
gPDC,100Hz,mIPS-L,S1-L,8.0,0.0488
gPDC,100Hz,mIPS-L,V1-L,7.0,0.0371
gPDC,100Hz,mIPS-R,S1-L,3.0,0.0098
gPDC,100Hz,mIPS-R,SMA-L,6.0,0.0273
gPDC,100Hz,mIPS-R,VIP-R,8.0,0.0488
gPDC,10Hz,AG-L,IPL-R,1.0,0.0039
gPDC,10Hz,AG-L,PMv-R,7.0,0.0371
gPDC,10Hz,AG-L,V1-R,5.0,0.0195
gPDC,10Hz,AG-R,FEF-R,8.0,0.0488
gPDC,10Hz,FEF-L,M1-R,6.0,0.0273
gPDC,10Hz,FEF-L,SMA-L,7.0,0.0371
gPDC,10Hz,FEF-L,SMA-R,5.0,0.0195
gPDC,10Hz,FEF-R,SMA-L,0.0,0.002
gPDC,10Hz,IPL-L,POJ-L,3.0,0.0098
gPDC,10Hz,IPL-R,STS-R,4.0,0.0137
gPDC,10Hz,M1-L,S1-R,2.0,0.0059
gPDC,10Hz,M1-R,S1-R,5.0,0.0195
gPDC,10Hz,PMd-R,IPL-L,6.0,0.0273
gPDC,10Hz,POJ-R,IPL-R,5.0,0.0195
gPDC,10Hz,POJ-R,M1-L,6.0,0.0273
gPDC,10Hz,POJ-R,PMd-R,6.0,0.0273
gPDC,10Hz,POJ-R,SPL-R,5.0,0.0195
gPDC,10Hz,S1-L,PMd-L,7.0,0.0371
gPDC,10Hz,S1-R,SMA-R,8.0,0.0488
gPDC,10Hz,S1-R,STS-L,8.0,0.0488
gPDC,10Hz,SMA-L,SPL-R,4.0,0.0137
gPDC,10Hz,SMA-R,AG-R,8.0,0.0488
gPDC,10Hz,SMA-R,FEF-R,8.0,0.0488
gPDC,10Hz,SPL-R,M1-L,5.0,0.0195
gPDC,10Hz,SPL-R,POJ-R,3.0,0.0098
gPDC,10Hz,SPL-R,SPOC-L,7.0,0.0371
gPDC,10Hz,SPOC-R,M1-R,6.0,0.0273
gPDC,10Hz,STS-L,AG-L,5.0,0.0195
gPDC,10Hz,STS-R,SMA-R,1.0,0.0039
gPDC,10Hz,V1-L,AG-L,7.0,0.0371
gPDC,10Hz,V1-L,M1-L,7.0,0.0371
gPDC,10Hz,V1-L,M1-R,3.0,0.0098
gPDC,10Hz,V1-R,PMv-L,7.0,0.0371
gPDC,10Hz,V1-R,S1-R,8.0,0.0488
gPDC,10Hz,V1-R,mIPS-L,8.0,0.0488
gPDC,10Hz,V3-L,POJ-R,6.0,0.0273
gPDC,10Hz,V3-R,S1-R,7.0,0.0371
gPDC,10Hz,V3-R,STS-L,3.0,0.0098
gPDC,10Hz,V3-R,V3-L,4.0,0.0137
gPDC,10Hz,VIP-R,V3-R,3.0,0.0098
gPDC,10Hz,VIP-R,VIP-L,7.0,0.0371
gPDC,10Hz,mIPS-L,M1-L,6.0,0.0273
gPDC,10Hz,mIPS-L,M1-R,8.0,0.0488
gPDC,10Hz,mIPS-L,PMv-L,7.0,0.0371
gPDC,10Hz,mIPS-L,mIPS-R,5.0,0.0195
gPDC,10Hz,mIPS-R,VIP-L,6.0,0.0273
gPDC,20Hz,AG-R,PMv-L,6.0,0.0273
gPDC,20Hz,AG-R,S1-L,6.0,0.0273
gPDC,20Hz,FEF-L,M1-R,4.0,0.0137
gPDC,20Hz,FEF-L,SMA-L,5.0,0.0195
gPDC,20Hz,FEF-L,SMA-R,6.0,0.0273
gPDC,20Hz,FEF-L,STS-R,8.0,0.0488
