Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,100Hz,AG-L,V3-L,8.0,0.0488
iPDC,100Hz,AG-L,V3-R,7.0,0.0371
iPDC,100Hz,AG-L,mIPS-L,6.0,0.0273
iPDC,100Hz,AG-R,S1-R,2.0,0.0059
iPDC,100Hz,FEF-L,POJ-R,6.0,0.0273
iPDC,100Hz,FEF-R,SPL-L,8.0,0.0488
iPDC,100Hz,FEF-R,VIP-L,6.0,0.0273
iPDC,100Hz,IPL-L,SPOC-R,7.0,0.0371
iPDC,100Hz,IPL-R,AG-R,6.0,0.0273
iPDC,100Hz,IPL-R,PMd-R,6.0,0.0273
iPDC,100Hz,M1-L,IPL-R,6.0,0.0273
iPDC,100Hz,M1-L,SPOC-R,7.0,0.0371
iPDC,100Hz,M1-R,SMA-R,7.0,0.0371
iPDC,100Hz,M1-R,V1-L,7.0,0.0371
iPDC,100Hz,PMd-L,PMv-L,8.0,0.0488
iPDC,100Hz,PMd-R,M1-L,4.0,0.0137
iPDC,100Hz,PMv-L,FEF-R,5.0,0.0195
iPDC,100Hz,PMv-L,V1-R,8.0,0.0488
iPDC,100Hz,PMv-R,mIPS-R,0.0,0.002
iPDC,100Hz,POJ-L,S1-L,4.0,0.0137
iPDC,100Hz,POJ-L,mIPS-R,7.0,0.0371
iPDC,100Hz,POJ-R,AG-R,1.0,0.0039
iPDC,100Hz,POJ-R,V1-R,7.0,0.0371
iPDC,100Hz,POJ-R,VIP-R,1.0,0.0039
iPDC,100Hz,S1-L,PMd-L,6.0,0.0273
iPDC,100Hz,S1-L,PMv-R,3.0,0.0098
iPDC,100Hz,S1-L,VIP-L,6.0,0.0273
iPDC,100Hz,S1-R,mIPS-L,8.0,0.0488
iPDC,100Hz,SMA-L,POJ-R,5.0,0.0195
iPDC,100Hz,SMA-L,SPOC-L,8.0,0.0488
iPDC,100Hz,SMA-R,AG-R,3.0,0.0098
iPDC,100Hz,SMA-R,POJ-L,7.0,0.0371
iPDC,100Hz,SPL-L,V1-L,7.0,0.0371
iPDC,100Hz,SPOC-R,V1-R,8.0,0.0488
iPDC,100Hz,STS-L,M1-R,5.0,0.0195
iPDC,100Hz,STS-L,PMv-R,7.0,0.0371
iPDC,100Hz,STS-R,PMv-R,6.0,0.0273
iPDC,100Hz,V1-L,POJ-L,8.0,0.0488
iPDC,100Hz,V1-L,POJ-R,8.0,0.0488
iPDC,100Hz,V1-L,SMA-L,0.0,0.002
iPDC,100Hz,V1-L,STS-L,8.0,0.0488
iPDC,100Hz,V1-R,SMA-L,6.0,0.0273
iPDC,100Hz,V3-L,S1-R,8.0,0.0488
iPDC,100Hz,V3-R,SPOC-R,2.0,0.0059
iPDC,100Hz,V3-R,V3-L,3.0,0.0098
iPDC,100Hz,V3-R,VIP-R,8.0,0.0488
iPDC,100Hz,VIP-L,SPL-L,7.0,0.0371
iPDC,100Hz,mIPS-L,V3-R,5.0,0.0195
iPDC,100Hz,mIPS-R,STS-R,7.0,0.0371
iPDC,10Hz,AG-L,mIPS-R,8.0,0.0488
iPDC,10Hz,AG-R,AG-L,8.0,0.0488
iPDC,10Hz,AG-R,IPL-R,7.0,0.0371
iPDC,10Hz,AG-R,M1-R,8.0,0.0488
iPDC,10Hz,AG-R,VIP-R,1.0,0.0039
iPDC,10Hz,FEF-R,PMd-L,6.0,0.0273
iPDC,10Hz,FEF-R,SPOC-L,4.0,0.0137
iPDC,10Hz,IPL-L,PMv-R,5.0,0.0195
iPDC,10Hz,IPL-L,VIP-L,3.0,0.0098
iPDC,10Hz,IPL-R,M1-R,8.0,0.0488
iPDC,10Hz,M1-L,S1-L,8.0,0.0488
iPDC,10Hz,M1-L,V1-R,3.0,0.0098
iPDC,10Hz,M1-R,mIPS-R,6.0,0.0273
iPDC,10Hz,PMd-L,SPOC-L,6.0,0.0273
iPDC,10Hz,PMd-L,mIPS-L,6.0,0.0273
iPDC,10Hz,PMd-R,SPOC-L,8.0,0.0488
iPDC,10Hz,PMd-R,mIPS-R,2.0,0.0059
iPDC,10Hz,PMv-L,AG-L,7.0,0.0371
iPDC,10Hz,PMv-L,SMA-L,7.0,0.0371
iPDC,10Hz,PMv-R,VIP-L,8.0,0.0488
iPDC,10Hz,PMv-R,VIP-R,5.0,0.0195
iPDC,10Hz,S1-R,VIP-L,5.0,0.0195
iPDC,10Hz,SPL-L,PMd-R,8.0,0.0488
iPDC,10Hz,SPL-L,SPOC-R,1.0,0.0039
iPDC,10Hz,SPL-R,AG-L,2.0,0.0059
iPDC,10Hz,SPOC-L,FEF-L,8.0,0.0488
iPDC,10Hz,SPOC-L,M1-R,2.0,0.0059
iPDC,10Hz,STS-L,AG-L,6.0,0.0273
iPDC,10Hz,STS-L,PMd-L,7.0,0.0371
iPDC,10Hz,STS-L,SPL-L,1.0,0.0039
iPDC,10Hz,STS-R,SMA-R,6.0,0.0273
iPDC,10Hz,STS-R,V3-R,7.0,0.0371
iPDC,10Hz,V1-L,AG-R,7.0,0.0371
iPDC,10Hz,V1-L,FEF-L,7.0,0.0371
iPDC,10Hz,V1-L,FEF-R,5.0,0.0195
iPDC,10Hz,V1-L,SPOC-R,6.0,0.0273
iPDC,10Hz,V1-L,V3-L,7.0,0.0371
iPDC,10Hz,V1-R,AG-R,1.0,0.0039
iPDC,10Hz,V3-L,IPL-R,0.0,0.002
iPDC,10Hz,V3-R,AG-R,7.0,0.0371
iPDC,10Hz,V3-R,S1-R,5.0,0.0195
iPDC,10Hz,V3-R,SMA-L,6.0,0.0273
iPDC,10Hz,V3-R,SPOC-L,8.0,0.0488
iPDC,10Hz,V3-R,VIP-L,5.0,0.0195
iPDC,10Hz,VIP-L,FEF-R,5.0,0.0195
iPDC,10Hz,VIP-L,VIP-R,7.0,0.0371
iPDC,10Hz,mIPS-R,FEF-L,7.0,0.0371
iPDC,10Hz,mIPS-R,M1-R,8.0,0.0488
iPDC,10Hz,mIPS-R,S1-R,8.0,0.0488
iPDC,10Hz,mIPS-R,STS-R,8.0,0.0488
iPDC,20Hz,AG-L,PMv-L,0.0,0.002
iPDC,20Hz,AG-R,AG-L,0.0,0.002
iPDC,20Hz,AG-R,M1-R,2.0,0.0059
iPDC,20Hz,AG-R,V1-L,8.0,0.0488
iPDC,20Hz,AG-R,VIP-R,3.0,0.0098
iPDC,20Hz,FEF-L,PMv-L,6.0,0.0273
iPDC,20Hz,FEF-L,PMv-R,4.0,0.0137
iPDC,20Hz,FEF-R,SMA-L,4.0,0.0137
iPDC,20Hz,FEF-R,SPOC-L,1.0,0.0039
iPDC,20Hz,IPL-L,FEF-R,1.0,0.0039
iPDC,20Hz,IPL-L,PMv-R,5.0,0.0195
iPDC,20Hz,IPL-L,VIP-L,3.0,0.0098
iPDC,20Hz,IPL-R,S1-R,3.0,0.0098
iPDC,20Hz,IPL-R,SPL-L,8.0,0.0488
iPDC,20Hz,M1-L,PMv-L,1.0,0.0039
iPDC,20Hz,M1-L,V1-R,6.0,0.0273
iPDC,20Hz,M1-R,mIPS-R,7.0,0.0371
iPDC,20Hz,PMd-L,IPL-L,8.0,0.0488
iPDC,20Hz,PMd-L,PMv-L,6.0,0.0273
iPDC,20Hz,PMd-L,mIPS-L,6.0,0.0273
iPDC,20Hz,PMd-R,SPOC-L,7.0,0.0371
iPDC,20Hz,PMd-R,V1-L,8.0,0.0488
iPDC,20Hz,PMd-R,mIPS-R,5.0,0.0195
iPDC,20Hz,PMv-L,S1-L,6.0,0.0273
iPDC,20Hz,PMv-L,STS-L,8.0,0.0488
iPDC,20Hz,PMv-R,PMd-L,5.0,0.0195
iPDC,20Hz,POJ-L,AG-R,6.0,0.0273
iPDC,20Hz,POJ-L,FEF-L,5.0,0.0195
iPDC,20Hz,POJ-L,SMA-L,3.0,0.0098
iPDC,20Hz,POJ-L,VIP-R,7.0,0.0371
iPDC,20Hz,POJ-R,S1-L,6.0,0.0273
iPDC,20Hz,S1-L,FEF-R,8.0,0.0488
iPDC,20Hz,S1-L,SPOC-R,8.0,0.0488
iPDC,20Hz,S1-L,STS-L,5.0,0.0195
iPDC,20Hz,SMA-L,AG-L,8.0,0.0488
iPDC,20Hz,SMA-L,M1-L,8.0,0.0488
iPDC,20Hz,SMA-L,mIPS-R,8.0,0.0488
iPDC,20Hz,SMA-R,SMA-L,7.0,0.0371
iPDC,20Hz,SPL-L,POJ-L,8.0,0.0488
iPDC,20Hz,SPL-L,SPOC-R,5.0,0.0195
iPDC,20Hz,SPL-R,FEF-L,8.0,0.0488
iPDC,20Hz,SPOC-L,FEF-R,3.0,0.0098
iPDC,20Hz,SPOC-L,S1-L,8.0,0.0488
iPDC,20Hz,SPOC-R,IPL-L,0.0,0.002
iPDC,20Hz,SPOC-R,PMv-L,5.0,0.0195
iPDC,20Hz,SPOC-R,SPL-R,3.0,0.0098
iPDC,20Hz,STS-L,SMA-R,4.0,0.0137
iPDC,20Hz,STS-L,SPL-L,5.0,0.0195
iPDC,20Hz,STS-L,V1-L,3.0,0.0098
