Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,100Hz,AG-L,V3-L,7.0,0.0371
gPDC,100Hz,AG-L,V3-R,8.0,0.0488
gPDC,100Hz,AG-R,PMv-L,8.0,0.0488
gPDC,100Hz,AG-R,S1-R,1.0,0.0039
gPDC,100Hz,FEF-R,M1-R,8.0,0.0488
gPDC,100Hz,FEF-R,SPL-L,8.0,0.0488
gPDC,100Hz,FEF-R,VIP-L,8.0,0.0488
gPDC,100Hz,IPL-R,AG-R,7.0,0.0371
gPDC,100Hz,M1-L,IPL-R,6.0,0.0273
gPDC,100Hz,M1-L,SPOC-R,7.0,0.0371
gPDC,100Hz,M1-R,SMA-R,7.0,0.0371
gPDC,100Hz,PMd-R,M1-L,6.0,0.0273
gPDC,100Hz,PMv-L,V1-R,8.0,0.0488
gPDC,100Hz,PMv-R,VIP-R,6.0,0.0273
gPDC,100Hz,PMv-R,mIPS-R,1.0,0.0039
gPDC,100Hz,POJ-L,S1-L,3.0,0.0098
gPDC,100Hz,POJ-L,mIPS-R,5.0,0.0195
gPDC,100Hz,POJ-R,AG-R,5.0,0.0195
gPDC,100Hz,POJ-R,FEF-L,5.0,0.0195
gPDC,100Hz,POJ-R,V1-R,7.0,0.0371
gPDC,100Hz,POJ-R,VIP-R,5.0,0.0195
gPDC,100Hz,S1-L,PMd-L,7.0,0.0371
gPDC,100Hz,S1-L,PMv-R,7.0,0.0371
gPDC,100Hz,S1-L,STS-L,7.0,0.0371
gPDC,100Hz,S1-R,SPL-R,8.0,0.0488
gPDC,100Hz,SMA-L,POJ-R,5.0,0.0195
gPDC,100Hz,SMA-R,AG-R,7.0,0.0371
gPDC,100Hz,SMA-R,POJ-L,7.0,0.0371
gPDC,100Hz,SPL-L,V1-L,5.0,0.0195
gPDC,100Hz,SPL-R,PMv-L,1.0,0.0039
gPDC,100Hz,SPL-R,S1-R,8.0,0.0488
gPDC,100Hz,SPL-R,SPOC-L,7.0,0.0371
gPDC,100Hz,SPL-R,STS-R,7.0,0.0371
gPDC,100Hz,SPOC-L,SMA-R,8.0,0.0488
gPDC,100Hz,SPOC-R,POJ-R,8.0,0.0488
gPDC,100Hz,SPOC-R,V1-R,5.0,0.0195
gPDC,100Hz,STS-L,PMv-R,4.0,0.0137
gPDC,100Hz,STS-R,PMv-R,3.0,0.0098
gPDC,100Hz,V1-L,FEF-L,7.0,0.0371
gPDC,100Hz,V1-L,POJ-R,8.0,0.0488
gPDC,100Hz,V1-L,S1-R,6.0,0.0273
gPDC,100Hz,V1-L,SMA-L,1.0,0.0039
gPDC,100Hz,V1-R,SMA-L,5.0,0.0195
gPDC,100Hz,V3-L,FEF-R,6.0,0.0273
gPDC,100Hz,V3-L,S1-R,8.0,0.0488
gPDC,100Hz,V3-L,SPL-L,8.0,0.0488
gPDC,100Hz,V3-R,SPOC-R,1.0,0.0039
gPDC,100Hz,V3-R,V3-L,3.0,0.0098
gPDC,100Hz,V3-R,VIP-R,6.0,0.0273
gPDC,100Hz,VIP-L,STS-R,7.0,0.0371
gPDC,100Hz,VIP-R,STS-R,6.0,0.0273
gPDC,100Hz,mIPS-R,SMA-L,7.0,0.0371
gPDC,10Hz,FEF-R,PMd-L,7.0,0.0371
gPDC,10Hz,FEF-R,SPOC-L,5.0,0.0195
gPDC,10Hz,IPL-L,PMv-R,3.0,0.0098
gPDC,10Hz,IPL-L,VIP-L,2.0,0.0059
gPDC,10Hz,IPL-R,SPL-L,5.0,0.0195
gPDC,10Hz,M1-L,SMA-R,8.0,0.0488
gPDC,10Hz,M1-L,V1-R,4.0,0.0137
gPDC,10Hz,M1-R,mIPS-R,4.0,0.0137
gPDC,10Hz,PMd-L,SPOC-L,8.0,0.0488
gPDC,10Hz,PMd-R,S1-R,8.0,0.0488
gPDC,10Hz,PMd-R,mIPS-R,4.0,0.0137
gPDC,10Hz,PMv-L,AG-L,8.0,0.0488
gPDC,10Hz,PMv-L,AG-R,6.0,0.0273
gPDC,10Hz,PMv-R,PMv-L,8.0,0.0488
gPDC,10Hz,PMv-R,VIP-L,8.0,0.0488
gPDC,10Hz,PMv-R,VIP-R,5.0,0.0195
gPDC,10Hz,POJ-R,STS-R,7.0,0.0371
gPDC,10Hz,S1-R,VIP-L,5.0,0.0195
gPDC,10Hz,SPL-L,SPOC-R,1.0,0.0039
gPDC,10Hz,SPL-R,AG-L,3.0,0.0098
gPDC,10Hz,SPOC-L,M1-R,2.0,0.0059
gPDC,10Hz,SPOC-R,SPL-R,5.0,0.0195
gPDC,10Hz,STS-L,AG-L,8.0,0.0488
gPDC,10Hz,STS-L,PMd-L,5.0,0.0195
gPDC,10Hz,STS-L,SPL-L,0.0,0.002
gPDC,10Hz,STS-R,M1-R,8.0,0.0488
gPDC,10Hz,STS-R,SMA-R,5.0,0.0195
gPDC,10Hz,V1-L,SPOC-R,5.0,0.0195
gPDC,10Hz,V1-L,V3-L,5.0,0.0195
gPDC,10Hz,V1-R,AG-R,0.0,0.002
gPDC,10Hz,V3-L,IPL-R,1.0,0.0039
gPDC,10Hz,V3-R,AG-R,8.0,0.0488
gPDC,10Hz,V3-R,S1-R,1.0,0.0039
gPDC,10Hz,V3-R,SPOC-L,7.0,0.0371
gPDC,10Hz,V3-R,VIP-L,5.0,0.0195
gPDC,10Hz,VIP-L,FEF-R,7.0,0.0371
gPDC,10Hz,VIP-L,SPOC-L,7.0,0.0371
gPDC,10Hz,mIPS-R,FEF-L,5.0,0.0195
gPDC,10Hz,mIPS-R,M1-R,3.0,0.0098
gPDC,10Hz,mIPS-R,SMA-L,7.0,0.0371
gPDC,10Hz,mIPS-R,STS-R,8.0,0.0488
gPDC,20Hz,AG-L,PMv-L,1.0,0.0039
gPDC,20Hz,AG-L,VIP-L,7.0,0.0371
gPDC,20Hz,AG-R,M1-R,1.0,0.0039
gPDC,20Hz,AG-R,V1-L,4.0,0.0137
gPDC,20Hz,FEF-L,PMv-R,7.0,0.0371
gPDC,20Hz,FEF-R,SMA-L,2.0,0.0059
gPDC,20Hz,FEF-R,SPOC-L,2.0,0.0059
gPDC,20Hz,IPL-L,FEF-R,2.0,0.0059
gPDC,20Hz,IPL-L,PMv-R,4.0,0.0137
gPDC,20Hz,IPL-L,VIP-L,1.0,0.0039
gPDC,20Hz,IPL-R,S1-R,7.0,0.0371
gPDC,20Hz,IPL-R,SPL-L,8.0,0.0488
gPDC,20Hz,M1-L,PMv-L,1.0,0.0039
gPDC,20Hz,M1-L,S1-L,8.0,0.0488
gPDC,20Hz,M1-L,V1-R,6.0,0.0273
gPDC,20Hz,M1-R,mIPS-R,7.0,0.0371
gPDC,20Hz,PMd-L,IPL-L,8.0,0.0488
gPDC,20Hz,PMd-L,PMv-L,5.0,0.0195
gPDC,20Hz,PMd-L,mIPS-L,7.0,0.0371
gPDC,20Hz,PMd-R,SPOC-L,8.0,0.0488
gPDC,20Hz,PMv-L,AG-R,3.0,0.0098
gPDC,20Hz,PMv-L,S1-L,8.0,0.0488
gPDC,20Hz,PMv-R,PMd-L,4.0,0.0137
gPDC,20Hz,POJ-L,FEF-L,6.0,0.0273
gPDC,20Hz,POJ-L,SMA-L,5.0,0.0195
gPDC,20Hz,S1-L,FEF-R,8.0,0.0488
gPDC,20Hz,S1-L,SMA-L,8.0,0.0488
gPDC,20Hz,S1-L,STS-L,8.0,0.0488
gPDC,20Hz,S1-R,VIP-L,8.0,0.0488
gPDC,20Hz,SMA-L,mIPS-R,8.0,0.0488
gPDC,20Hz,SMA-R,SMA-L,5.0,0.0195
gPDC,20Hz,SPL-L,FEF-R,6.0,0.0273
gPDC,20Hz,SPL-L,SPOC-R,3.0,0.0098
gPDC,20Hz,SPL-R,FEF-L,6.0,0.0273
gPDC,20Hz,SPL-R,PMd-L,8.0,0.0488
gPDC,20Hz,SPOC-L,FEF-R,4.0,0.0137
gPDC,20Hz,SPOC-L,V1-R,8.0,0.0488
gPDC,20Hz,SPOC-R,IPL-L,0.0,0.002
gPDC,20Hz,SPOC-R,PMv-L,6.0,0.0273
gPDC,20Hz,SPOC-R,SPL-R,3.0,0.0098
gPDC,20Hz,STS-L,SMA-R,8.0,0.0488
gPDC,20Hz,STS-L,SPL-L,3.0,0.0098
gPDC,20Hz,STS-L,V1-L,8.0,0.0488
gPDC,20Hz,STS-R,AG-L,6.0,0.0273
gPDC,20Hz,STS-R,V3-R,7.0,0.0371
gPDC,20Hz,V1-L,FEF-R,6.0,0.0273
gPDC,20Hz,V1-L,SMA-L,7.0,0.0371
gPDC,20Hz,V1-R,AG-R,2.0,0.0059
gPDC,20Hz,V1-R,SPL-R,8.0,0.0488
gPDC,20Hz,V3-L,FEF-R,7.0,0.0371
gPDC,20Hz,V3-L,IPL-R,0.0,0.002
gPDC,20Hz,V3-L,S1-L,3.0,0.0098
gPDC,20Hz,V3-R,S1-R,3.0,0.0098
gPDC,20Hz,V3-R,VIP-L,7.0,0.0371
gPDC,20Hz,VIP-L,AG-L,6.0,0.0273
gPDC,20Hz,VIP-L,SPOC-L,5.0,0.0195
gPDC,20Hz,mIPS-R,POJ-R,0.0,0.002
gPDC,20Hz,mIPS-R,SMA-R,6.0,0.0273
gPDC,20Hz,mIPS-R,STS-R,7.0,0.0371
gPDC,25Hz,AG-L,PMv-L,0.0,0.002
gPDC,25Hz,AG-R,FEF-L,6.0,0.0273
gPDC,25Hz,AG-R,M1-R,0.0,0.002
gPDC,25Hz,AG-R,SMA-R,8.0,0.0488
gPDC,25Hz,AG-R,V1-R,7.0,0.0371
gPDC,25Hz,FEF-L,PMv-L,8.0,0.0488
gPDC,25Hz,FEF-L,PMv-R,5.0,0.0195
gPDC,25Hz,FEF-R,SMA-L,1.0,0.0039
gPDC,25Hz,FEF-R,SPOC-L,1.0,0.0039
gPDC,25Hz,IPL-L,FEF-R,1.0,0.0039
gPDC,25Hz,IPL-L,PMv-R,6.0,0.0273
gPDC,25Hz,IPL-R,S1-L,8.0,0.0488
gPDC,25Hz,IPL-R,S1-R,2.0,0.0059
gPDC,25Hz,M1-L,PMv-L,2.0,0.0059
gPDC,25Hz,M1-L,S1-R,5.0,0.0195
gPDC,25Hz,M1-R,M1-L,8.0,0.0488
gPDC,25Hz,M1-R,POJ-L,3.0,0.0098
gPDC,25Hz,M1-R,mIPS-L,3.0,0.0098
gPDC,25Hz,M1-R,mIPS-R,8.0,0.0488
gPDC,25Hz,PMd-L,PMv-L,3.0,0.0098
gPDC,25Hz,PMd-L,mIPS-R,3.0,0.0098
gPDC,25Hz,PMd-R,SMA-L,8.0,0.0488
gPDC,25Hz,PMv-L,AG-R,4.0,0.0137
gPDC,25Hz,PMv-L,STS-L,8.0,0.0488
gPDC,25Hz,PMv-R,PMd-L,4.0,0.0137
gPDC,25Hz,PMv-R,SPOC-R,8.0,0.0488
gPDC,25Hz,POJ-L,FEF-L,5.0,0.0195
gPDC,25Hz,POJ-L,SMA-L,5.0,0.0195
gPDC,25Hz,POJ-L,VIP-R,5.0,0.0195
gPDC,25Hz,POJ-R,FEF-R,8.0,0.0488
gPDC,25Hz,S1-L,FEF-R,8.0,0.0488
gPDC,25Hz,S1-L,IPL-R,8.0,0.0488
gPDC,25Hz,S1-L,SMA-L,8.0,0.0488
gPDC,25Hz,S1-L,V3-R,5.0,0.0195
gPDC,25Hz,S1-R,VIP-R,5.0,0.0195
gPDC,25Hz,SMA-L,AG-L,7.0,0.0371
gPDC,25Hz,SMA-L,mIPS-R,8.0,0.0488
gPDC,25Hz,SPL-L,SPOC-R,0.0,0.002
gPDC,25Hz,SPL-R,FEF-L,7.0,0.0371
gPDC,25Hz,SPL-R,PMd-L,7.0,0.0371
gPDC,25Hz,SPL-R,POJ-L,4.0,0.0137
gPDC,25Hz,SPL-R,STS-R,3.0,0.0098
gPDC,25Hz,SPOC-L,FEF-R,3.0,0.0098
gPDC,25Hz,SPOC-R,IPL-L,0.0,0.002
gPDC,25Hz,SPOC-R,M1-L,5.0,0.0195
gPDC,25Hz,SPOC-R,PMv-L,0.0,0.002
gPDC,25Hz,SPOC-R,SPL-R,3.0,0.0098
gPDC,25Hz,STS-L,AG-L,8.0,0.0488
gPDC,25Hz,STS-L,SMA-R,5.0,0.0195
gPDC,25Hz,STS-L,SPL-L,7.0,0.0371
gPDC,25Hz,STS-R,PMv-L,8.0,0.0488
gPDC,25Hz,STS-R,V3-R,8.0,0.0488
gPDC,25Hz,V1-L,S1-R,8.0,0.0488
gPDC,25Hz,V1-L,SPL-R,6.0,0.0273
gPDC,25Hz,V1-L,VIP-L,2.0,0.0059
gPDC,25Hz,V1-L,mIPS-L,6.0,0.0273
gPDC,25Hz,V1-R,AG-R,4.0,0.0137
gPDC,25Hz,V1-R,POJ-R,7.0,0.0371
gPDC,25Hz,V3-L,S1-L,3.0,0.0098
gPDC,25Hz,V3-R,S1-R,8.0,0.0488
gPDC,25Hz,VIP-L,PMv-L,7.0,0.0371
gPDC,25Hz,VIP-L,SPOC-L,4.0,0.0137
gPDC,25Hz,mIPS-L,mIPS-R,8.0,0.0488
gPDC,25Hz,mIPS-R,POJ-R,1.0,0.0039
gPDC,25Hz,mIPS-R,STS-R,4.0,0.0137
