Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,10Hz,STS-R,M1-R,2.0,0.0059
gPDC,10Hz,STS-R,SPL-R,3.0,0.0098
gPDC,10Hz,V1-L,M1-R,7.0,0.0371
gPDC,10Hz,V1-R,PMd-L,0.0,0.002
gPDC,10Hz,V1-R,PMv-L,7.0,0.0371
gPDC,10Hz,VIP-R,S1-L,5.0,0.0195
gPDC,10Hz,VIP-R,S1-R,5.0,0.0195
gPDC,10Hz,mIPS-L,V3-L,5.0,0.0195
gPDC,10Hz,mIPS-R,V3-R,3.0,0.0098
gPDC,20Hz,AG-R,S1-L,7.0,0.0371
gPDC,20Hz,FEF-R,V3-L,7.0,0.0371
gPDC,20Hz,IPL-R,POJ-L,0.0,0.002
gPDC,20Hz,IPL-R,STS-R,7.0,0.0371
gPDC,20Hz,M1-L,POJ-L,5.0,0.0195
gPDC,20Hz,M1-L,SMA-R,8.0,0.0488
gPDC,20Hz,M1-L,V3-R,5.0,0.0195
gPDC,20Hz,M1-L,mIPS-R,5.0,0.0195
gPDC,20Hz,M1-R,SPL-R,4.0,0.0137
gPDC,20Hz,PMd-L,PMv-L,3.0,0.0098
gPDC,20Hz,PMd-R,IPL-R,5.0,0.0195
gPDC,20Hz,PMd-R,STS-L,6.0,0.0273
gPDC,20Hz,PMv-R,IPL-R,3.0,0.0098
gPDC,20Hz,PMv-R,M1-R,5.0,0.0195
gPDC,20Hz,POJ-R,SMA-R,4.0,0.0137
gPDC,20Hz,POJ-R,V3-R,0.0,0.002
gPDC,20Hz,S1-R,AG-R,7.0,0.0371
gPDC,20Hz,SMA-L,S1-R,5.0,0.0195
gPDC,20Hz,SMA-R,PMd-R,5.0,0.0195
gPDC,20Hz,SMA-R,V3-R,6.0,0.0273
gPDC,20Hz,SPL-L,STS-L,6.0,0.0273
gPDC,20Hz,SPL-L,V3-L,6.0,0.0273
gPDC,20Hz,SPL-L,mIPS-L,8.0,0.0488
gPDC,20Hz,SPL-R,V3-R,7.0,0.0371
gPDC,20Hz,SPOC-L,SPOC-R,7.0,0.0371
gPDC,20Hz,SPOC-R,POJ-R,5.0,0.0195
gPDC,20Hz,STS-L,IPL-R,6.0,0.0273
gPDC,20Hz,STS-L,SPOC-L,0.0,0.002
gPDC,20Hz,STS-L,SPOC-R,8.0,0.0488
gPDC,20Hz,STS-L,VIP-R,6.0,0.0273
gPDC,20Hz,STS-R,SPL-R,5.0,0.0195
gPDC,20Hz,STS-R,mIPS-L,8.0,0.0488
gPDC,20Hz,V1-L,M1-R,7.0,0.0371
gPDC,20Hz,V1-R,PMd-L,1.0,0.0039
gPDC,20Hz,V1-R,STS-L,8.0,0.0488
gPDC,20Hz,V1-R,STS-R,5.0,0.0195
gPDC,20Hz,VIP-L,M1-R,7.0,0.0371
gPDC,20Hz,VIP-L,S1-L,6.0,0.0273
gPDC,20Hz,VIP-L,SMA-L,8.0,0.0488
gPDC,20Hz,mIPS-R,PMv-L,7.0,0.0371
gPDC,20Hz,mIPS-R,V3-R,5.0,0.0195
gPDC,21Hz,AG-R,S1-L,7.0,0.0371
gPDC,25Hz,AG-R,S1-L,7.0,0.0371
gPDC,25Hz,FEF-R,PMd-R,8.0,0.0488
gPDC,25Hz,FEF-R,SPL-R,7.0,0.0371
gPDC,25Hz,FEF-R,V3-L,7.0,0.0371
gPDC,25Hz,IPL-R,POJ-L,5.0,0.0195
gPDC,25Hz,M1-L,POJ-L,6.0,0.0273
gPDC,25Hz,M1-L,SMA-R,7.0,0.0371
gPDC,25Hz,M1-L,SPL-R,8.0,0.0488
gPDC,25Hz,M1-L,V3-R,4.0,0.0137
gPDC,25Hz,M1-L,mIPS-R,5.0,0.0195
gPDC,25Hz,M1-R,SPL-R,5.0,0.0195
gPDC,25Hz,PMd-L,PMv-L,3.0,0.0098
gPDC,25Hz,PMd-R,IPL-R,5.0,0.0195
gPDC,25Hz,PMd-R,STS-L,8.0,0.0488
gPDC,25Hz,PMv-R,IPL-R,2.0,0.0059
gPDC,25Hz,PMv-R,M1-R,5.0,0.0195
gPDC,25Hz,PMv-R,SPL-L,8.0,0.0488
gPDC,25Hz,POJ-R,V1-R,8.0,0.0488
gPDC,25Hz,POJ-R,V3-R,3.0,0.0098
gPDC,25Hz,SMA-L,S1-R,7.0,0.0371
gPDC,25Hz,SMA-L,VIP-L,8.0,0.0488
gPDC,25Hz,SMA-R,PMd-R,5.0,0.0195
gPDC,25Hz,SMA-R,V3-R,8.0,0.0488
gPDC,25Hz,SPL-L,STS-L,4.0,0.0137
gPDC,25Hz,SPL-L,V3-L,5.0,0.0195
gPDC,25Hz,SPL-L,VIP-L,7.0,0.0371
gPDC,25Hz,SPL-L,mIPS-L,6.0,0.0273
gPDC,25Hz,SPOC-L,VIP-R,6.0,0.0273
gPDC,25Hz,SPOC-R,POJ-R,7.0,0.0371
gPDC,25Hz,SPOC-R,STS-L,4.0,0.0137
gPDC,25Hz,STS-L,IPL-R,7.0,0.0371
gPDC,25Hz,STS-L,SPOC-R,7.0,0.0371
gPDC,25Hz,STS-L,VIP-R,5.0,0.0195
gPDC,25Hz,STS-R,SPL-R,4.0,0.0137
gPDC,25Hz,V1-L,M1-R,8.0,0.0488
gPDC,25Hz,V1-R,PMd-L,5.0,0.0195
gPDC,25Hz,V1-R,SMA-L,7.0,0.0371
gPDC,25Hz,V1-R,STS-L,8.0,0.0488
gPDC,25Hz,V1-R,STS-R,5.0,0.0195
gPDC,25Hz,V3-L,S1-R,6.0,0.0273
gPDC,25Hz,VIP-L,M1-R,7.0,0.0371
gPDC,25Hz,VIP-L,S1-L,4.0,0.0137
gPDC,25Hz,VIP-L,SMA-L,7.0,0.0371
gPDC,25Hz,VIP-R,POJ-R,6.0,0.0273
gPDC,25Hz,mIPS-L,M1-L,7.0,0.0371
gPDC,25Hz,mIPS-R,PMv-L,5.0,0.0195
gPDC,25Hz,mIPS-R,V3-R,8.0,0.0488
