Method,Frequency,Region_From,Region_To,W_Stat,P_value
iPDC,10Hz,FEF-L,M1-R,6.0,0.0273
iPDC,10Hz,FEF-L,mIPS-R,7.0,0.0371
iPDC,10Hz,FEF-R,PMd-L,8.0,0.0488
iPDC,10Hz,FEF-R,VIP-L,7.0,0.0371
iPDC,10Hz,IPL-L,PMd-L,6.0,0.0273
iPDC,10Hz,IPL-L,SPOC-L,2.0,0.0059
iPDC,10Hz,IPL-R,PMv-R,7.0,0.0371
iPDC,10Hz,IPL-R,V1-R,7.0,0.0371
iPDC,10Hz,M1-L,IPL-L,3.0,0.0098
iPDC,10Hz,M1-L,SPOC-L,6.0,0.0273
iPDC,10Hz,M1-R,IPL-L,6.0,0.0273
iPDC,10Hz,M1-R,SMA-R,5.0,0.0195
iPDC,10Hz,PMd-L,PMv-L,5.0,0.0195
iPDC,10Hz,PMd-L,SPL-L,7.0,0.0371
iPDC,10Hz,PMd-R,SPOC-L,6.0,0.0273
iPDC,10Hz,PMv-L,IPL-L,7.0,0.0371
iPDC,10Hz,PMv-L,S1-R,6.0,0.0273
iPDC,10Hz,PMv-R,mIPS-L,4.0,0.0137
iPDC,10Hz,POJ-L,M1-R,7.0,0.0371
iPDC,10Hz,POJ-R,M1-R,4.0,0.0137
iPDC,10Hz,S1-L,STS-R,5.0,0.0195
iPDC,10Hz,S1-R,V3-L,8.0,0.0488
iPDC,10Hz,SMA-L,IPL-L,6.0,0.0273
iPDC,10Hz,SMA-L,SPL-R,6.0,0.0273
iPDC,10Hz,SMA-R,IPL-R,2.0,0.0059
iPDC,10Hz,SPL-R,FEF-L,8.0,0.0488
iPDC,10Hz,SPL-R,SMA-L,4.0,0.0137
iPDC,10Hz,SPOC-L,FEF-L,2.0,0.0059
iPDC,10Hz,SPOC-R,S1-R,3.0,0.0098
iPDC,10Hz,STS-L,PMv-L,6.0,0.0273
iPDC,10Hz,STS-L,SPL-L,2.0,0.0059
iPDC,10Hz,STS-L,mIPS-R,6.0,0.0273
iPDC,10Hz,STS-R,PMd-L,1.0,0.0039
iPDC,10Hz,V1-R,V3-R,6.0,0.0273
iPDC,10Hz,V3-L,AG-L,6.0,0.0273
iPDC,10Hz,V3-L,PMv-L,6.0,0.0273
iPDC,10Hz,V3-R,PMv-R,3.0,0.0098
iPDC,10Hz,VIP-R,AG-R,8.0,0.0488
iPDC,10Hz,VIP-R,SPL-L,6.0,0.0273
iPDC,10Hz,mIPS-L,POJ-L,8.0,0.0488
iPDC,10Hz,mIPS-R,S1-L,4.0,0.0137
iPDC,10Hz,mIPS-R,V3-R,8.0,0.0488
iPDC,20Hz,AG-R,PMd-L,0.0,0.002
iPDC,20Hz,AG-R,V3-L,8.0,0.0488
iPDC,20Hz,FEF-R,AG-L,6.0,0.0273
iPDC,20Hz,FEF-R,VIP-L,4.0,0.0137
iPDC,20Hz,IPL-L,AG-R,5.0,0.0195
iPDC,20Hz,IPL-L,PMd-L,7.0,0.0371
iPDC,20Hz,IPL-L,SPOC-L,4.0,0.0137
iPDC,20Hz,IPL-L,VIP-L,6.0,0.0273
iPDC,20Hz,IPL-R,PMv-R,8.0,0.0488
iPDC,20Hz,IPL-R,V1-R,7.0,0.0371
iPDC,20Hz,M1-R,IPL-L,4.0,0.0137
iPDC,20Hz,M1-R,SMA-R,6.0,0.0273
iPDC,20Hz,PMd-L,PMv-L,1.0,0.0039
iPDC,20Hz,PMd-L,SPL-L,6.0,0.0273
iPDC,20Hz,PMd-L,SPOC-R,8.0,0.0488
iPDC,20Hz,PMd-R,SPOC-L,0.0,0.002
iPDC,20Hz,PMv-R,mIPS-L,8.0,0.0488
iPDC,20Hz,POJ-L,M1-L,7.0,0.0371
iPDC,20Hz,POJ-R,POJ-L,8.0,0.0488
iPDC,20Hz,POJ-R,V3-R,4.0,0.0137
iPDC,20Hz,S1-L,FEF-R,8.0,0.0488
iPDC,20Hz,S1-L,STS-R,6.0,0.0273
iPDC,20Hz,S1-R,V3-L,4.0,0.0137
iPDC,20Hz,SMA-L,AG-R,6.0,0.0273
iPDC,20Hz,SMA-L,IPL-L,5.0,0.0195
iPDC,20Hz,SMA-L,PMd-L,6.0,0.0273
iPDC,20Hz,SMA-R,IPL-R,3.0,0.0098
iPDC,20Hz,SPL-R,FEF-L,3.0,0.0098
iPDC,20Hz,SPL-R,SPOC-L,7.0,0.0371
iPDC,20Hz,SPL-R,SPOC-R,3.0,0.0098
iPDC,20Hz,SPOC-L,FEF-L,5.0,0.0195
iPDC,20Hz,STS-L,SPL-L,1.0,0.0039
iPDC,20Hz,STS-L,mIPS-R,8.0,0.0488
iPDC,20Hz,STS-R,M1-L,3.0,0.0098
iPDC,20Hz,STS-R,M1-R,6.0,0.0273
iPDC,20Hz,STS-R,PMd-L,4.0,0.0137
iPDC,20Hz,STS-R,V1-R,2.0,0.0059
iPDC,20Hz,STS-R,V3-L,5.0,0.0195
iPDC,20Hz,V1-R,SPL-R,4.0,0.0137
iPDC,20Hz,V1-R,V3-R,5.0,0.0195
iPDC,20Hz,V3-L,AG-L,3.0,0.0098
iPDC,20Hz,V3-R,SPOC-R,5.0,0.0195
iPDC,20Hz,VIP-R,AG-R,3.0,0.0098
iPDC,20Hz,mIPS-L,POJ-L,7.0,0.0371
iPDC,20Hz,mIPS-R,S1-L,1.0,0.0039
iPDC,20Hz,mIPS-R,SPOC-R,7.0,0.0371
iPDC,20Hz,mIPS-R,V3-R,8.0,0.0488
iPDC,25Hz,AG-R,PMd-L,0.0,0.002
iPDC,25Hz,FEF-R,VIP-L,5.0,0.0195
iPDC,25Hz,IPL-L,AG-R,5.0,0.0195
iPDC,25Hz,IPL-L,PMd-L,6.0,0.0273
iPDC,25Hz,IPL-L,SPOC-L,5.0,0.0195
iPDC,25Hz,IPL-L,VIP-L,6.0,0.0273
iPDC,25Hz,IPL-R,V1-R,7.0,0.0371
iPDC,25Hz,M1-L,STS-R,8.0,0.0488
iPDC,25Hz,M1-R,IPL-L,8.0,0.0488
iPDC,25Hz,M1-R,SMA-R,6.0,0.0273
iPDC,25Hz,PMd-L,PMv-L,1.0,0.0039
iPDC,25Hz,PMd-L,SPL-L,7.0,0.0371
iPDC,25Hz,PMd-L,SPOC-R,7.0,0.0371
iPDC,25Hz,PMd-R,AG-R,7.0,0.0371
iPDC,25Hz,PMd-R,SPOC-L,0.0,0.002
iPDC,25Hz,POJ-L,M1-L,2.0,0.0059
iPDC,25Hz,POJ-L,PMd-R,3.0,0.0098
iPDC,25Hz,POJ-R,POJ-L,5.0,0.0195
iPDC,25Hz,POJ-R,V3-R,3.0,0.0098
iPDC,25Hz,S1-L,FEF-R,8.0,0.0488
iPDC,25Hz,S1-L,SPOC-L,8.0,0.0488
iPDC,25Hz,S1-L,STS-R,8.0,0.0488
iPDC,25Hz,S1-R,V3-L,5.0,0.0195
iPDC,25Hz,SMA-L,AG-R,6.0,0.0273
iPDC,25Hz,SMA-L,IPL-L,5.0,0.0195
iPDC,25Hz,SMA-L,PMd-L,7.0,0.0371
iPDC,25Hz,SMA-R,IPL-R,3.0,0.0098
iPDC,25Hz,SPL-R,AG-R,8.0,0.0488
iPDC,25Hz,SPL-R,FEF-L,2.0,0.0059
iPDC,25Hz,SPL-R,SPOC-R,3.0,0.0098
iPDC,25Hz,SPOC-L,FEF-L,3.0,0.0098
iPDC,25Hz,SPOC-R,PMd-L,7.0,0.0371
iPDC,25Hz,STS-L,SPL-L,0.0,0.002
iPDC,25Hz,STS-R,M1-L,4.0,0.0137
iPDC,25Hz,STS-R,M1-R,7.0,0.0371
iPDC,25Hz,STS-R,PMd-L,7.0,0.0371
iPDC,25Hz,STS-R,V1-R,5.0,0.0195
iPDC,25Hz,STS-R,V3-L,4.0,0.0137
iPDC,25Hz,V1-R,SPL-R,5.0,0.0195
iPDC,25Hz,V3-L,AG-L,5.0,0.0195
iPDC,25Hz,V3-L,mIPS-L,8.0,0.0488
iPDC,25Hz,V3-R,SPOC-R,5.0,0.0195
iPDC,25Hz,VIP-R,AG-R,5.0,0.0195
iPDC,25Hz,mIPS-L,POJ-L,6.0,0.0273
iPDC,25Hz,mIPS-R,S1-L,1.0,0.0039
iPDC,25Hz,mIPS-R,SPOC-R,6.0,0.0273
iPDC,25Hz,mIPS-R,V3-R,7.0,0.0371
