Method,Frequency,Region_From,Region_To,W_Stat,P_value
gPDC,100Hz,AG-L,M1-L,8.0,0.0488
gPDC,100Hz,AG-L,STS-R,6.0,0.0273
gPDC,100Hz,AG-L,V3-R,7.0,0.0371
gPDC,100Hz,AG-R,S1-R,1.0,0.0039
gPDC,100Hz,M1-L,SPOC-R,4.0,0.0137
gPDC,100Hz,M1-R,FEF-L,6.0,0.0273
gPDC,100Hz,PMd-L,PMv-L,8.0,0.0488
gPDC,100Hz,PMd-R,M1-R,7.0,0.0371
gPDC,100Hz,PMv-L,SMA-L,3.0,0.0098
gPDC,100Hz,PMv-L,V1-R,6.0,0.0273
gPDC,100Hz,PMv-R,SPL-R,5.0,0.0195
gPDC,100Hz,PMv-R,mIPS-R,1.0,0.0039
gPDC,100Hz,POJ-L,S1-L,6.0,0.0273
gPDC,100Hz,POJ-R,AG-R,8.0,0.0488
gPDC,100Hz,POJ-R,V1-R,8.0,0.0488
gPDC,100Hz,POJ-R,VIP-R,7.0,0.0371
gPDC,100Hz,S1-L,FEF-R,8.0,0.0488
gPDC,100Hz,S1-L,PMv-R,1.0,0.0039
gPDC,100Hz,S1-L,STS-L,8.0,0.0488
gPDC,100Hz,S1-R,SMA-L,6.0,0.0273
gPDC,100Hz,SMA-R,POJ-L,1.0,0.0039
gPDC,100Hz,SMA-R,mIPS-L,1.0,0.0039
gPDC,100Hz,SPL-R,PMv-L,6.0,0.0273
gPDC,100Hz,SPL-R,SPOC-L,8.0,0.0488
gPDC,100Hz,SPL-R,V1-R,8.0,0.0488
gPDC,100Hz,SPOC-R,FEF-R,7.0,0.0371
gPDC,100Hz,SPOC-R,V1-R,1.0,0.0039
gPDC,100Hz,STS-L,M1-R,7.0,0.0371
gPDC,100Hz,STS-R,AG-R,7.0,0.0371
gPDC,100Hz,STS-R,PMv-R,1.0,0.0039
gPDC,100Hz,V1-L,POJ-R,8.0,0.0488
gPDC,100Hz,V1-L,S1-R,3.0,0.0098
gPDC,100Hz,V1-L,SMA-L,3.0,0.0098
gPDC,100Hz,V3-L,S1-R,6.0,0.0273
gPDC,100Hz,V3-L,SPL-L,7.0,0.0371
gPDC,100Hz,V3-R,SPOC-R,1.0,0.0039
gPDC,100Hz,V3-R,V3-L,3.0,0.0098
gPDC,100Hz,VIP-L,SPOC-R,6.0,0.0273
gPDC,100Hz,VIP-L,STS-R,6.0,0.0273
gPDC,100Hz,VIP-R,S1-R,7.0,0.0371
gPDC,100Hz,VIP-R,STS-R,7.0,0.0371
gPDC,100Hz,mIPS-R,SMA-L,7.0,0.0371
gPDC,100Hz,mIPS-R,STS-R,8.0,0.0488
gPDC,10Hz,AG-R,M1-R,8.0,0.0488
gPDC,10Hz,FEF-R,SPOC-L,5.0,0.0195
gPDC,10Hz,IPL-L,PMd-L,8.0,0.0488
gPDC,10Hz,IPL-L,PMv-R,1.0,0.0039
gPDC,10Hz,IPL-L,VIP-L,8.0,0.0488
gPDC,10Hz,IPL-R,AG-L,8.0,0.0488
gPDC,10Hz,IPL-R,SPL-L,5.0,0.0195
gPDC,10Hz,IPL-R,VIP-L,7.0,0.0371
gPDC,10Hz,M1-L,PMv-L,6.0,0.0273
gPDC,10Hz,M1-L,SMA-R,8.0,0.0488
gPDC,10Hz,M1-L,V1-R,4.0,0.0137
gPDC,10Hz,M1-R,mIPS-R,5.0,0.0195
gPDC,10Hz,PMd-L,SPOC-L,7.0,0.0371
gPDC,10Hz,PMd-L,mIPS-L,8.0,0.0488
gPDC,10Hz,PMd-L,mIPS-R,8.0,0.0488
gPDC,10Hz,PMd-R,S1-R,8.0,0.0488
gPDC,10Hz,PMd-R,mIPS-R,4.0,0.0137
gPDC,10Hz,PMv-L,AG-R,7.0,0.0371
gPDC,10Hz,PMv-L,SMA-L,3.0,0.0098
gPDC,10Hz,PMv-R,VIP-R,6.0,0.0273
gPDC,10Hz,POJ-R,STS-R,5.0,0.0195
gPDC,10Hz,S1-R,VIP-L,5.0,0.0195
gPDC,10Hz,S1-R,VIP-R,4.0,0.0137
gPDC,10Hz,SMA-L,IPL-R,7.0,0.0371
gPDC,10Hz,SPL-L,SPOC-R,1.0,0.0039
gPDC,10Hz,SPL-R,AG-L,5.0,0.0195
gPDC,10Hz,SPL-R,S1-R,8.0,0.0488
gPDC,10Hz,SPOC-L,M1-R,3.0,0.0098
gPDC,10Hz,SPOC-R,SPL-R,5.0,0.0195
gPDC,10Hz,STS-L,AG-L,7.0,0.0371
gPDC,10Hz,STS-L,SPL-L,2.0,0.0059
gPDC,10Hz,STS-R,SMA-R,3.0,0.0098
gPDC,10Hz,V1-L,SPOC-R,7.0,0.0371
gPDC,10Hz,V1-L,V3-L,0.0,0.002
gPDC,10Hz,V1-R,AG-R,0.0,0.002
