Method,Frequency,Region_from,Region_to,W_stat,p_value
gPDC,10,V1L,V3L,21,0.556640625
gPDC,10,V1L,SPOCL,23,0.6953125
gPDC,10,V1L,AGL,20,0.4921875
gPDC,10,V1L,POJL,30,0.845703125
gPDC,10,V1L,SPLL,22,0.625
gPDC,10,V1L,mIPSL,29,0.921875
gPDC,10,V1L,VIPL,17,0.322265625
gPDC,10,V1L,IPLL,14,0.193359375
gPDC,10,V1L,STSL,23,0.6953125
gPDC,10,V1L,S1L,33,0.625
gPDC,10,V1L,M1L,21,0.556640625
gPDC,10,V1L,SMAL,31,0.76953125
gPDC,10,V1L,PMdL,20,0.4921875
gPDC,10,V1L,FEFL,30,0.845703125
gPDC,10,V1L,PMvL,24,0.76953125
gPDC,10,V1L,V1R,17,0.322265625
gPDC,10,V1L,V3R,26,0.921875
gPDC,10,V1L,SPOCR,24,0.76953125
gPDC,10,V1L,AGR,38,0.322265625
gPDC,10,V1L,POJR,17,0.322265625
gPDC,10,V1L,SPLR,41,0.193359375
gPDC,10,V1L,mIPSR,27,1
gPDC,10,V1L,VIPR,29,0.921875
gPDC,10,V1L,IPLR,20,0.4921875
gPDC,10,V1L,STSR,27,1
gPDC,10,V1L,S1R,25,0.845703125
gPDC,10,V1L,M1R,16,0.275390625
gPDC,10,V1L,SMAR,19,0.431640625
gPDC,10,V1L,PMdR,28,1
gPDC,10,V1L,FEFR,29,0.921875
gPDC,10,V1L,PMvR,22,0.625
gPDC,10,V3L,V1L,55,0.001953125
gPDC,10,V3L,SPOCL,41,0.193359375
gPDC,10,V3L,AGL,30,0.845703125
gPDC,10,V3L,POJL,25,0.845703125
gPDC,10,V3L,SPLL,35,0.4921875
gPDC,10,V3L,mIPSL,24,0.76953125
gPDC,10,V3L,VIPL,15,0.232421875
gPDC,10,V3L,IPLL,15,0.232421875
gPDC,10,V3L,STSL,27,1
gPDC,10,V3L,S1L,30,0.845703125
gPDC,10,V3L,M1L,31,0.76953125
gPDC,10,V3L,SMAL,27,1
gPDC,10,V3L,PMdL,43,0.130859375
gPDC,10,V3L,FEFL,27,1
gPDC,10,V3L,PMvL,24,0.76953125
gPDC,10,V3L,V1R,28,1
gPDC,10,V3L,V3R,25,0.845703125
gPDC,10,V3L,SPOCR,38,0.322265625
gPDC,10,V3L,AGR,43,0.130859375
gPDC,10,V3L,POJR,40,0.232421875
gPDC,10,V3L,SPLR,35,0.4921875
gPDC,10,V3L,mIPSR,22,0.625
gPDC,10,V3L,VIPR,33,0.625
gPDC,10,V3L,IPLR,33,0.625
gPDC,10,V3L,STSR,36,0.431640625
gPDC,10,V3L,S1R,28,1
gPDC,10,V3L,M1R,35,0.4921875
gPDC,10,V3L,SMAR,29,0.921875
gPDC,10,V3L,PMdR,19,0.431640625
gPDC,10,V3L,FEFR,27,1
gPDC,10,V3L,PMvR,14,0.193359375
gPDC,10,SPOCL,V1L,23,0.6953125
gPDC,10,SPOCL,V3L,35,0.4921875
gPDC,10,SPOCL,AGL,33,0.625
gPDC,10,SPOCL,POJL,37,0.375
gPDC,10,SPOCL,SPLL,31,0.76953125
gPDC,10,SPOCL,mIPSL,32,0.6953125
gPDC,10,SPOCL,VIPL,42,0.16015625
gPDC,10,SPOCL,IPLL,18,0.375
gPDC,10,SPOCL,STSL,26,0.921875
gPDC,10,SPOCL,S1L,24,0.76953125
gPDC,10,SPOCL,M1L,32,0.6953125
gPDC,10,SPOCL,SMAL,26,0.921875
gPDC,10,SPOCL,PMdL,48,0.037109375
gPDC,10,SPOCL,FEFL,11,0.10546875
gPDC,10,SPOCL,PMvL,27,1
gPDC,10,SPOCL,V1R,31,0.76953125
gPDC,10,SPOCL,V3R,46,0.064453125
gPDC,10,SPOCL,SPOCR,37,0.375
gPDC,10,SPOCL,AGR,21,0.556640625
gPDC,10,SPOCL,POJR,24,0.76953125
gPDC,10,SPOCL,SPLR,20,0.4921875
gPDC,10,SPOCL,mIPSR,24,0.76953125
gPDC,10,SPOCL,VIPR,22,0.625
gPDC,10,SPOCL,IPLR,15,0.232421875
gPDC,10,SPOCL,STSR,23,0.6953125
gPDC,10,SPOCL,S1R,19,0.431640625
gPDC,10,SPOCL,M1R,30,0.845703125
gPDC,10,SPOCL,SMAR,33,0.625
gPDC,10,SPOCL,PMdR,45,0.083984375
gPDC,10,SPOCL,FEFR,50,0.01953125
gPDC,10,SPOCL,PMvR,23,0.6953125
gPDC,10,AGL,V1L,28,1
gPDC,10,AGL,V3L,12,0.130859375
gPDC,10,AGL,SPOCL,28,1
gPDC,10,AGL,POJL,30,0.845703125
gPDC,10,AGL,SPLL,18,0.375
gPDC,10,AGL,mIPSL,22,0.625
gPDC,10,AGL,VIPL,23,0.6953125
gPDC,10,AGL,IPLL,17,0.322265625
gPDC,10,AGL,STSL,7,0.037109375
gPDC,10,AGL,S1L,15,0.232421875
gPDC,10,AGL,M1L,25,0.845703125
gPDC,10,AGL,SMAL,39,0.275390625
gPDC,10,AGL,PMdL,27,1
gPDC,10,AGL,FEFL,34,0.556640625
gPDC,10,AGL,PMvL,10,0.083984375
gPDC,10,AGL,V1R,37,0.375
gPDC,10,AGL,V3R,24,0.76953125
gPDC,10,AGL,SPOCR,40,0.232421875
gPDC,10,AGL,AGR,15,0.232421875
gPDC,10,AGL,POJR,15,0.232421875
gPDC,10,AGL,SPLR,5,0.01953125
gPDC,10,AGL,mIPSR,15,0.232421875
gPDC,10,AGL,VIPR,21,0.556640625
gPDC,10,AGL,IPLR,8,0.048828125
gPDC,10,AGL,STSR,38,0.322265625
gPDC,10,AGL,S1R,33,0.625
gPDC,10,AGL,M1R,25,0.845703125
gPDC,10,AGL,SMAR,37,0.375
gPDC,10,AGL,PMdR,39,0.275390625
gPDC,10,AGL,FEFR,39,0.275390625
gPDC,10,AGL,PMvR,16,0.275390625
gPDC,10,POJL,V1L,20,0.4921875
gPDC,10,POJL,V3L,29,0.921875
gPDC,10,POJL,SPOCL,12,0.130859375
gPDC,10,POJL,AGL,28,1
gPDC,10,POJL,SPLL,34,0.556640625
gPDC,10,POJL,mIPSL,44,0.10546875
gPDC,10,POJL,VIPL,39,0.275390625
gPDC,10,POJL,IPLL,17,0.322265625
gPDC,10,POJL,STSL,28,1
gPDC,10,POJL,S1L,20,0.4921875
gPDC,10,POJL,M1L,27,1
gPDC,10,POJL,SMAL,19,0.431640625
gPDC,10,POJL,PMdL,11,0.10546875
gPDC,10,POJL,FEFL,26,0.921875
gPDC,10,POJL,PMvL,38,0.322265625
gPDC,10,POJL,V1R,19,0.431640625
gPDC,10,POJL,V3R,18,0.375
gPDC,10,POJL,SPOCR,25,0.845703125
gPDC,10,POJL,AGR,37,0.375
gPDC,10,POJL,POJR,40,0.232421875
gPDC,10,POJL,SPLR,32,0.6953125
gPDC,10,POJL,mIPSR,40,0.232421875
gPDC,10,POJL,VIPR,36,0.431640625
gPDC,10,POJL,IPLR,20,0.4921875
gPDC,10,POJL,STSR,32,0.6953125
gPDC,10,POJL,S1R,34,0.556640625
gPDC,10,POJL,M1R,20,0.4921875
gPDC,10,POJL,SMAR,20,0.4921875
gPDC,10,POJL,PMdR,30,0.845703125
gPDC,10,POJL,FEFR,26,0.921875
gPDC,10,POJL,PMvR,30,0.845703125
gPDC,10,SPLL,V1L,30,0.845703125
gPDC,10,SPLL,V3L,22,0.625
gPDC,10,SPLL,SPOCL,20,0.4921875
gPDC,10,SPLL,AGL,36,0.431640625
gPDC,10,SPLL,POJL,26,0.921875
gPDC,10,SPLL,mIPSL,25,0.845703125
gPDC,10,SPLL,VIPL,39,0.275390625
gPDC,10,SPLL,IPLL,15,0.232421875
gPDC,10,SPLL,STSL,53,0.005859375
gPDC,10,SPLL,S1L,36,0.431640625
gPDC,10,SPLL,M1L,36,0.431640625
gPDC,10,SPLL,SMAL,22,0.625
gPDC,10,SPLL,PMdL,26,0.921875
gPDC,10,SPLL,FEFL,23,0.6953125
gPDC,10,SPLL,PMvL,31,0.76953125
gPDC,10,SPLL,V1R,32,0.6953125
gPDC,10,SPLL,V3R,25,0.845703125
gPDC,10,SPLL,SPOCR,16,0.275390625
gPDC,10,SPLL,AGR,14,0.193359375
gPDC,10,SPLL,POJR,21,0.556640625
gPDC,10,SPLL,SPLR,32,0.6953125
gPDC,10,SPLL,mIPSR,25,0.845703125
gPDC,10,SPLL,VIPR,23,0.6953125
gPDC,10,SPLL,IPLR,5,0.01953125
gPDC,10,SPLL,STSR,31,0.76953125
gPDC,10,SPLL,S1R,28,1
gPDC,10,SPLL,M1R,32,0.6953125
gPDC,10,SPLL,SMAR,30,0.845703125
gPDC,10,SPLL,PMdR,32,0.6953125
gPDC,10,SPLL,FEFR,34,0.556640625
gPDC,10,SPLL,PMvR,21,0.556640625
gPDC,10,mIPSL,V1L,9,0.064453125
gPDC,10,mIPSL,V3L,12,0.130859375
gPDC,10,mIPSL,SPOCL,27,1
gPDC,10,mIPSL,AGL,35,0.4921875
gPDC,10,mIPSL,POJL,30,0.845703125
gPDC,10,mIPSL,SPLL,30,0.845703125
gPDC,10,mIPSL,VIPL,40,0.232421875
gPDC,10,mIPSL,IPLL,35,0.4921875
gPDC,10,mIPSL,STSL,44,0.10546875
gPDC,10,mIPSL,S1L,37,0.375
gPDC,10,mIPSL,M1L,28,1
gPDC,10,mIPSL,SMAL,28,1
gPDC,10,mIPSL,PMdL,8,0.048828125
gPDC,10,mIPSL,FEFL,28,1
gPDC,10,mIPSL,PMvL,35,0.4921875
gPDC,10,mIPSL,V1R,23,0.6953125
gPDC,10,mIPSL,V3R,23,0.6953125
gPDC,10,mIPSL,SPOCR,23,0.6953125
gPDC,10,mIPSL,AGR,21,0.556640625
gPDC,10,mIPSL,POJR,15,0.232421875
gPDC,10,mIPSL,SPLR,24,0.76953125
gPDC,10,mIPSL,mIPSR,26,0.921875
gPDC,10,mIPSL,VIPR,35,0.4921875
gPDC,10,mIPSL,IPLR,30,0.845703125
gPDC,10,mIPSL,STSR,36,0.431640625
gPDC,10,mIPSL,S1R,39,0.275390625
gPDC,10,mIPSL,M1R,35,0.4921875
gPDC,10,mIPSL,SMAR,26,0.921875
gPDC,10,mIPSL,PMdR,19,0.431640625
gPDC,10,mIPSL,FEFR,13,0.16015625
gPDC,10,mIPSL,PMvR,14,0.193359375
gPDC,10,VIPL,V1L,27,1
gPDC,10,VIPL,V3L,18,0.375
gPDC,10,VIPL,SPOCL,18,0.375
gPDC,10,VIPL,AGL,19,0.431640625
gPDC,10,VIPL,POJL,21,0.556640625
gPDC,10,VIPL,SPLL,18,0.375
gPDC,10,VIPL,mIPSL,12,0.130859375
gPDC,10,VIPL,IPLL,8,0.048828125
gPDC,10,VIPL,STSL,18,0.375
gPDC,10,VIPL,S1L,20,0.4921875
gPDC,10,VIPL,M1L,36,0.431640625
gPDC,10,VIPL,SMAL,34,0.556640625
gPDC,10,VIPL,PMdL,28,1
gPDC,10,VIPL,FEFL,25,0.845703125
gPDC,10,VIPL,PMvL,16,0.275390625
gPDC,10,VIPL,V1R,30,0.845703125
gPDC,10,VIPL,V3R,7,0.037109375
gPDC,10,VIPL,SPOCR,32,0.6953125
gPDC,10,VIPL,AGR,16,0.275390625
gPDC,10,VIPL,POJR,15,0.232421875
gPDC,10,VIPL,SPLR,9,0.064453125
gPDC,10,VIPL,mIPSR,10,0.083984375
gPDC,10,VIPL,VIPR,18,0.375
gPDC,10,VIPL,IPLR,7,0.037109375
gPDC,10,VIPL,STSR,42,0.16015625
gPDC,10,VIPL,S1R,50,0.01953125
gPDC,10,VIPL,M1R,24,0.76953125
gPDC,10,VIPL,SMAR,33,0.625
gPDC,10,VIPL,PMdR,32,0.6953125
gPDC,10,VIPL,FEFR,34,0.556640625
gPDC,10,VIPL,PMvR,9,0.064453125
gPDC,10,IPLL,V1L,26,0.921875
gPDC,10,IPLL,V3L,24,0.76953125
gPDC,10,IPLL,SPOCL,20,0.4921875
gPDC,10,IPLL,AGL,36,0.431640625
gPDC,10,IPLL,POJL,24,0.76953125
gPDC,10,IPLL,SPLL,27,1
gPDC,10,IPLL,mIPSL,30,0.845703125
gPDC,10,IPLL,VIPL,29,0.921875
gPDC,10,IPLL,STSL,43,0.130859375
gPDC,10,IPLL,S1L,28,1
gPDC,10,IPLL,M1L,13,0.16015625
gPDC,10,IPLL,SMAL,22,0.625
gPDC,10,IPLL,PMdL,33,0.625
gPDC,10,IPLL,FEFL,33,0.625
gPDC,10,IPLL,PMvL,37,0.375
gPDC,10,IPLL,V1R,18,0.375
gPDC,10,IPLL,V3R,38,0.322265625
gPDC,10,IPLL,SPOCR,44,0.10546875
gPDC,10,IPLL,AGR,45,0.083984375
gPDC,10,IPLL,POJR,20,0.4921875
gPDC,10,IPLL,SPLR,32,0.6953125
gPDC,10,IPLL,mIPSR,34,0.556640625
gPDC,10,IPLL,VIPR,41,0.193359375
gPDC,10,IPLL,IPLR,30,0.845703125
gPDC,10,IPLL,STSR,24,0.76953125
gPDC,10,IPLL,S1R,39,0.275390625
gPDC,10,IPLL,M1R,16,0.275390625
gPDC,10,IPLL,SMAR,23,0.6953125
gPDC,10,IPLL,PMdR,33,0.625
gPDC,10,IPLL,FEFR,20,0.4921875
gPDC,10,IPLL,PMvR,30,0.845703125
gPDC,10,STSL,V1L,18,0.375
gPDC,10,STSL,V3L,9,0.064453125
gPDC,10,STSL,SPOCL,22,0.625
gPDC,10,STSL,AGL,30,0.845703125
gPDC,10,STSL,POJL,32,0.6953125
gPDC,10,STSL,SPLL,22,0.625
gPDC,10,STSL,mIPSL,30,0.845703125
gPDC,10,STSL,VIPL,34,0.556640625
gPDC,10,STSL,IPLL,21,0.556640625
gPDC,10,STSL,S1L,28,1
gPDC,10,STSL,M1L,23,0.6953125
gPDC,10,STSL,SMAL,14,0.193359375
gPDC,10,STSL,PMdL,29,0.921875
gPDC,10,STSL,FEFL,20,0.4921875
gPDC,10,STSL,PMvL,17,0.322265625
gPDC,10,STSL,V1R,21,0.556640625
gPDC,10,STSL,V3R,27,1
gPDC,10,STSL,SPOCR,39,0.275390625
gPDC,10,STSL,AGR,45,0.083984375
gPDC,10,STSL,POJR,22,0.625
gPDC,10,STSL,SPLR,16,0.275390625
gPDC,10,STSL,mIPSR,27,1
gPDC,10,STSL,VIPR,37,0.375
gPDC,10,STSL,IPLR,19,0.431640625
gPDC,10,STSL,STSR,40,0.232421875
gPDC,10,STSL,S1R,27,1
gPDC,10,STSL,M1R,34,0.556640625
gPDC,10,STSL,SMAR,43,0.130859375
gPDC,10,STSL,PMdR,45,0.083984375
gPDC,10,STSL,FEFR,28,1
gPDC,10,STSL,PMvR,29,0.921875
gPDC,10,S1L,V1L,25,0.845703125
gPDC,10,S1L,V3L,9,0.064453125
gPDC,10,S1L,SPOCL,35,0.4921875
gPDC,10,S1L,AGL,21,0.556640625
gPDC,10,S1L,POJL,31,0.76953125
gPDC,10,S1L,SPLL,32,0.6953125
gPDC,10,S1L,mIPSL,23,0.6953125
gPDC,10,S1L,VIPL,34,0.556640625
gPDC,10,S1L,IPLL,23,0.6953125
gPDC,10,S1L,STSL,24,0.76953125
gPDC,10,S1L,M1L,19,0.431640625
gPDC,10,S1L,SMAL,19,0.431640625
gPDC,10,S1L,PMdL,14,0.193359375
gPDC,10,S1L,FEFL,15,0.232421875
gPDC,10,S1L,PMvL,19,0.431640625
gPDC,10,S1L,V1R,37,0.375
gPDC,10,S1L,V3R,26,0.921875
gPDC,10,S1L,SPOCR,30,0.845703125
gPDC,10,S1L,AGR,39,0.275390625
gPDC,10,S1L,POJR,33,0.625
gPDC,10,S1L,SPLR,23,0.6953125
gPDC,10,S1L,mIPSR,28,1
gPDC,10,S1L,VIPR,34,0.556640625
gPDC,10,S1L,IPLR,30,0.845703125
gPDC,10,S1L,STSR,38,0.322265625
gPDC,10,S1L,S1R,36,0.431640625
gPDC,10,S1L,M1R,38,0.322265625
gPDC,10,S1L,SMAR,36,0.431640625
gPDC,10,S1L,PMdR,21,0.556640625
gPDC,10,S1L,FEFR,24,0.76953125
gPDC,10,S1L,PMvR,29,0.921875
gPDC,10,M1L,V1L,36,0.431640625
gPDC,10,M1L,V3L,40,0.232421875
gPDC,10,M1L,SPOCL,19,0.431640625
gPDC,10,M1L,AGL,15,0.232421875
gPDC,10,M1L,POJL,35,0.4921875
gPDC,10,M1L,SPLL,29,0.921875
gPDC,10,M1L,mIPSL,25,0.845703125
gPDC,10,M1L,VIPL,23,0.6953125
gPDC,10,M1L,IPLL,9,0.064453125
gPDC,10,M1L,STSL,26,0.921875
gPDC,10,M1L,S1L,32,0.6953125
gPDC,10,M1L,SMAL,45,0.083984375
gPDC,10,M1L,PMdL,31,0.76953125
gPDC,10,M1L,FEFL,45,0.083984375
gPDC,10,M1L,PMvL,31,0.76953125
gPDC,10,M1L,V1R,18,0.375
gPDC,10,M1L,V3R,19,0.431640625
gPDC,10,M1L,SPOCR,12,0.130859375
gPDC,10,M1L,AGR,25,0.845703125
gPDC,10,M1L,POJR,21,0.556640625
gPDC,10,M1L,SPLR,27,1
gPDC,10,M1L,mIPSR,12,0.130859375
gPDC,10,M1L,VIPR,29,0.921875
gPDC,10,M1L,IPLR,23,0.6953125
gPDC,10,M1L,STSR,20,0.4921875
gPDC,10,M1L,S1R,18,0.375
gPDC,10,M1L,M1R,36,0.431640625
gPDC,10,M1L,SMAR,35,0.4921875
gPDC,10,M1L,PMdR,38,0.322265625
gPDC,10,M1L,FEFR,41,0.193359375
gPDC,10,M1L,PMvR,29,0.921875
gPDC,10,SMAL,V1L,16,0.275390625
gPDC,10,SMAL,V3L,19,0.431640625
gPDC,10,SMAL,SPOCL,26,0.921875
gPDC,10,SMAL,AGL,23,0.6953125
gPDC,10,SMAL,POJL,20,0.4921875
gPDC,10,SMAL,SPLL,28,1
gPDC,10,SMAL,mIPSL,18,0.375
gPDC,10,SMAL,VIPL,28,1
gPDC,10,SMAL,IPLL,28,1
gPDC,10,SMAL,STSL,21,0.556640625
gPDC,10,SMAL,S1L,16,0.275390625
gPDC,10,SMAL,M1L,40,0.232421875
gPDC,10,SMAL,PMdL,25,0.845703125
gPDC,10,SMAL,FEFL,10,0.083984375
gPDC,10,SMAL,PMvL,3,0.009765625
gPDC,10,SMAL,V1R,20,0.4921875
gPDC,10,SMAL,V3R,14,0.193359375
gPDC,10,SMAL,SPOCR,41,0.193359375
gPDC,10,SMAL,AGR,26,0.921875
gPDC,10,SMAL,POJR,13,0.16015625
gPDC,10,SMAL,SPLR,28,1
gPDC,10,SMAL,mIPSR,11,0.10546875
gPDC,10,SMAL,VIPR,18,0.375
gPDC,10,SMAL,IPLR,26,0.921875
gPDC,10,SMAL,STSR,31,0.76953125
gPDC,10,SMAL,S1R,45,0.083984375
gPDC,10,SMAL,M1R,42,0.16015625
gPDC,10,SMAL,SMAR,18,0.375
gPDC,10,SMAL,PMdR,34,0.556640625
gPDC,10,SMAL,FEFR,10,0.083984375
gPDC,10,SMAL,PMvR,31,0.76953125
gPDC,10,PMdL,V1L,22,0.625
gPDC,10,PMdL,V3L,19,0.431640625
gPDC,10,PMdL,SPOCL,38,0.322265625
gPDC,10,PMdL,AGL,26,0.921875
gPDC,10,PMdL,POJL,23,0.6953125
gPDC,10,PMdL,SPLL,23,0.6953125
gPDC,10,PMdL,mIPSL,26,0.921875
gPDC,10,PMdL,VIPL,29,0.921875
gPDC,10,PMdL,IPLL,47,0.048828125
gPDC,10,PMdL,STSL,15,0.232421875
gPDC,10,PMdL,S1L,13,0.16015625
gPDC,10,PMdL,M1L,31,0.76953125
gPDC,10,PMdL,SMAL,29,0.921875
gPDC,10,PMdL,FEFL,37,0.375
gPDC,10,PMdL,PMvL,29,0.921875
gPDC,10,PMdL,V1R,32,0.6953125
gPDC,10,PMdL,V3R,27,1
gPDC,10,PMdL,SPOCR,34,0.556640625
gPDC,10,PMdL,AGR,43,0.130859375
gPDC,10,PMdL,POJR,43,0.130859375
gPDC,10,PMdL,SPLR,36,0.431640625
gPDC,10,PMdL,mIPSR,33,0.625
gPDC,10,PMdL,VIPR,35,0.4921875
gPDC,10,PMdL,IPLR,30,0.845703125
gPDC,10,PMdL,STSR,20,0.4921875
gPDC,10,PMdL,S1R,29,0.921875
gPDC,10,PMdL,M1R,29,0.921875
gPDC,10,PMdL,SMAR,39,0.275390625
gPDC,10,PMdL,PMdR,36,0.431640625
gPDC,10,PMdL,FEFR,44,0.10546875
gPDC,10,PMdL,PMvR,33,0.625
gPDC,10,FEFL,V1L,12,0.130859375
gPDC,10,FEFL,V3L,30,0.845703125
gPDC,10,FEFL,SPOCL,24,0.76953125
gPDC,10,FEFL,AGL,43,0.130859375
gPDC,10,FEFL,POJL,18,0.375
gPDC,10,FEFL,SPLL,21,0.556640625
gPDC,10,FEFL,mIPSL,17,0.322265625
gPDC,10,FEFL,VIPL,31,0.76953125
gPDC,10,FEFL,IPLL,21,0.556640625
gPDC,10,FEFL,STSL,24,0.76953125
gPDC,10,FEFL,S1L,26,0.921875
gPDC,10,FEFL,M1L,30,0.845703125
gPDC,10,FEFL,SMAL,33,0.625
gPDC,10,FEFL,PMdL,28,1
gPDC,10,FEFL,PMvL,19,0.431640625
gPDC,10,FEFL,V1R,25,0.845703125
gPDC,10,FEFL,V3R,7,0.037109375
gPDC,10,FEFL,SPOCR,23,0.6953125
gPDC,10,FEFL,AGR,18,0.375
gPDC,10,FEFL,POJR,25,0.845703125
gPDC,10,FEFL,SPLR,13,0.16015625
gPDC,10,FEFL,mIPSR,3,0.009765625
gPDC,10,FEFL,VIPR,23,0.6953125
gPDC,10,FEFL,IPLR,26,0.921875
gPDC,10,FEFL,STSR,34,0.556640625
gPDC,10,FEFL,S1R,40,0.232421875
gPDC,10,FEFL,M1R,24,0.76953125
gPDC,10,FEFL,SMAR,16,0.275390625
gPDC,10,FEFL,PMdR,27,1
gPDC,10,FEFL,FEFR,18,0.375
gPDC,10,FEFL,PMvR,33,0.625
gPDC,10,PMvL,V1L,20,0.4921875
gPDC,10,PMvL,V3L,19,0.431640625
gPDC,10,PMvL,SPOCL,31,0.76953125
gPDC,10,PMvL,AGL,42,0.16015625
gPDC,10,PMvL,POJL,24,0.76953125
gPDC,10,PMvL,SPLL,34,0.556640625
gPDC,10,PMvL,mIPSL,21,0.556640625
gPDC,10,PMvL,VIPL,39,0.275390625
gPDC,10,PMvL,IPLL,36,0.431640625
gPDC,10,PMvL,STSL,37,0.375
gPDC,10,PMvL,S1L,25,0.845703125
gPDC,10,PMvL,M1L,6,0.02734375
gPDC,10,PMvL,SMAL,12,0.130859375
gPDC,10,PMvL,PMdL,34,0.556640625
gPDC,10,PMvL,FEFL,24,0.76953125
gPDC,10,PMvL,V1R,23,0.6953125
gPDC,10,PMvL,V3R,38,0.322265625
gPDC,10,PMvL,SPOCR,41,0.193359375
gPDC,10,PMvL,AGR,44,0.10546875
gPDC,10,PMvL,POJR,17,0.322265625
